transcription,recording_id,audio,model_transcription
~k ~l ~m two six four turn left to nattenheim ,012_0085,"{'array': array([-0.00894614, -0.01890641, -0.00866324, ...,  0.00061527,
       -0.00258436,  0.        ], dtype=float32), 'path': 'atcosim/WAVdata/sm3/sm3_01/sm3_01_085.wav', 'sampling_rate': 16000}",GELLUM TWO SIX FOUR TON LEFT IN NUTTENHEIME
belstar five two six hotel good morning radar contact ,012_0086,"{'array': array([-0.00465129, -0.00491511, -0.00420068, ...,  0.00227745,
        0.00100044,  0.        ], dtype=float32), 'path': 'atcosim/WAVdata/sm3/sm3_01/sm3_01_086.wav', 'sampling_rate': 16000}",BETTLE STA FIVE TWO SIX HOTEL GOOD MORNING WAIT AU CONTACT
sabena seven eight one six proceed direct to gotil ,012_0087,"{'array': array([-0.00978398, -0.00715105, -0.00089159, ...,  0.00206169,
        0.00353248, -0.00731188], dtype=float32), 'path': 'atcosim/WAVdata/sm3/sm3_01/sm3_01_087.wav', 'sampling_rate': 16000}",SUBBI NOW SEVEN EIGHT ONE SIX PROSIDAK DUCOTI
sabena eight three two likewise direct to gotil ,012_0088,"{'array': array([-1.1264881e-02, -1.2245416e-02, -5.0846436e-03, ...,
        1.4247454e-03, -5.0625989e-05,  0.0000000e+00], dtype=float32), 'path': 'atcosim/WAVdata/sm3/sm3_01/sm3_01_088.wav', 'sampling_rate': 16000}",ASUPPINE TREE TWO LIKE WINESTOCK DOGOTI
viva five eight five what's the descend rate ,012_0089,"{'array': array([-0.00131504, -0.00763445,  0.00026365, ...,  0.00176716,
       -0.00054437,  0.00141896], dtype=float32), 'path': 'atcosim/WAVdata/sm3/sm3_01/sm3_01_089.wav', 'sampling_rate': 16000}",REVE OFF HIVE PAT FIVE WHAT CIDY YOU SEND AIT
roger ,012_0090,"{'array': array([-0.00475039, -0.01111483, -0.00239873, ...,  0.0013597 ,
       -0.00916118, -0.00332986], dtype=float32), 'path': 'atcosim/WAVdata/sm3/sm3_01/sm3_01_090.wav', 'sampling_rate': 16000}",OTU
sabena eight three two call rhein on one three correction one two seven three seven ,012_0091,"{'array': array([-0.00065593, -0.00251415, -0.00308657, ..., -0.00173904,
       -0.00983699,  0.        ], dtype=float32), 'path': 'atcosim/WAVdata/sm3/sm3_01/sm3_01_091.wav', 'sampling_rate': 16000}",SO BEANI TWEE TWO CA LINE ON U ONE TWE COLLECTION ONE TWO SEVEN TWE SEVEN
air malta zero zero four rhein one two seven three seven ,012_0092,"{'array': array([-0.00530508, -0.00610726, -0.00555381, ...,  0.00216407,
       -0.00078791,  0.        ], dtype=float32), 'path': 'atcosim/WAVdata/sm3/sm3_01/sm3_01_092.wav', 'sampling_rate': 16000}",A MALTA SERO SERO FOUR IN ONE TWO SEVEN THREE SEVEN
alitalia four zero one now continue climb to level two nine zero ,012_0093,"{'array': array([-0.00447289, -0.00579422, -0.00452859, ...,  0.00125237,
       -0.00539523, -0.00661915], dtype=float32), 'path': 'atcosim/WAVdata/sm3/sm3_01/sm3_01_093.wav', 'sampling_rate': 16000}",A I TALI FOUR CIVER ONE AND I'LL CONTINUE CLIMBNG TO LEVEL TWO NINES OFA
aero lloyd five nine zero call zurich on one three four six ,012_0094,"{'array': array([-0.0086364 , -0.01323981, -0.01689732, ..., -0.00514908,
        0.0012267 , -0.00066552], dtype=float32), 'path': 'atcosim/WAVdata/sm3/sm3_01/sm3_01_094.wav', 'sampling_rate': 16000}",ALOID FIVE NINE A ZERO CALLED SULI ON ONE TWEE FOUR SIX
welcome viva five eight five call us now on one two seven three seven good day ,012_0095,"{'array': array([-0.00868586, -0.00910451, -0.00541566, ...,  0.00211502,
       -0.01008168,  0.        ], dtype=float32), 'path': 'atcosim/WAVdata/sm3/sm3_01/sm3_01_095.wav', 'sampling_rate': 16000}",WELL COME HA YE'VE A FIVE IGHT FIVE CALL US NOW ON ONE TWO SEVEN TWEE SEVEN GOOD DAY
~k ~l ~m two six four call rhein on one two seven three seven good day ,012_0096,"{'array': array([-0.00204824, -0.00334814, -0.00725231, ..., -0.00947412,
       -0.00567576,  0.        ], dtype=float32), 'path': 'atcosim/WAVdata/sm3/sm3_01/sm3_01_096.wav', 'sampling_rate': 16000}",KAL I'M TWO SIX FOUR CARLOINE ON ONE TWO SEVEN THWEE SEVEN GOOD AI
hapag lloyd three five five one guten tag radar contact ,012_0097,"{'array': array([-1.0130880e-02, -3.7348573e-03,  1.9371782e-03, ...,
        5.1509589e-04,  1.1222846e-03,  6.4209693e-05], dtype=float32), 'path': 'atcosim/WAVdata/sm3/sm3_01/sm3_01_097.wav', 'sampling_rate': 16000}",HOBOUCK LOADS TREE FIVE FIVE ONE GOOD ND TAK WAIT A CONTAC
gulf air zero zero seven radar contact ,012_0098,"{'array': array([-0.00502309, -0.00589048, -0.00484659, ..., -0.00098019,
        0.00058106, -0.00228964], dtype=float32), 'path': 'atcosim/WAVdata/sm3/sm3_01/sm3_01_098.wav', 'sampling_rate': 16000}",GOD FAA SIO SILO SEVEN LATER CONTRACT
lufthansa four four one six guten tag radar contact continue present heading i'll call you back for higher ,012_0099,"{'array': array([-1.1155516e-02, -5.3495080e-03,  1.8705189e-03, ...,
        7.2699127e-05,  2.6969663e-03,  3.1490814e-05], dtype=float32), 'path': 'atcosim/WAVdata/sm3/sm3_01/sm3_01_099.wav', 'sampling_rate': 16000}",LOF CLANS A FOUR FOUR ONE SIX SGUODN TANCAID I CONTECT CONTINUE PRESENT HEADING I CALL IT BACK FOR HIR
lufthansa four six five two zurich one three four six ,012_0100,"{'array': array([ 0.00189073,  0.0008572 , -0.00226899, ..., -0.00853361,
       -0.00353863,  0.00248611], dtype=float32), 'path': 'atcosim/WAVdata/sm3/sm3_01/sm3_01_100.wav', 'sampling_rate': 16000}",LOFTONSA FOUR SIX FIVE TWO SEI ONE THREE FOUR SIX
sabena seven eight one six contact rhein on one two seven three seven ,012_0101,"{'array': array([-0.00298083, -0.00780289, -0.00513243, ..., -0.00751781,
       -0.00339053, -0.00651562], dtype=float32), 'path': 'atcosim/WAVdata/sm3/sm3_01/sm3_01_101.wav', 'sampling_rate': 16000}",SABINA SEVEN EIGHT ONE SIX CONDUCT LINE ON ONE TWO SEVEN TWE SEVEN
good morning speedbird one two four radar contact ,012_0102,"{'array': array([-0.00127207, -0.00260587, -0.00228919, ..., -0.00164111,
       -0.00025367,  0.        ], dtype=float32), 'path': 'atcosim/WAVdata/sm3/sm3_01/sm3_01_102.wav', 'sampling_rate': 16000}",GOOD MORNING SPEED BOT ONE TWO FOUR AT A CONTACT
britannia triple two alfa radar contact ,012_0103,"{'array': array([-0.00583796, -0.00363495, -0.01073773, ..., -0.00861172,
        0.00082534,  0.00028637], dtype=float32), 'path': 'atcosim/WAVdata/sm3/sm3_01/sm3_01_103.wav', 'sampling_rate': 16000}",BETANIA TRIBIL TO ALFA WAITA CONTACT
and britannia triple two alfa set course for kempten ,012_0104,"{'array': array([-0.00585503, -0.005372  , -0.00279271, ..., -0.00024834,
        0.00069972, -0.00513352], dtype=float32), 'path': 'atcosim/WAVdata/sm3/sm3_01/sm3_01_104.wav', 'sampling_rate': 16000}",AND BUT ON U TROBLE TWO OL FUS IT COSTS FOR KEMPTON
alitalia one one nine call zurich on one three four decimal six ,012_0105,"{'array': array([-0.00089778, -0.00350916, -0.0036038 , ..., -0.00053527,
        0.00110381,  0.        ], dtype=float32), 'path': 'atcosim/WAVdata/sm3/sm3_01/sm3_01_105.wav', 'sampling_rate': 16000}",AL E TELL YOU ONE ONE NINEA CALLED SUISH ON ONE THREE FOUR TO SMOL SIX
belstar five zero two hotel good morning you're in radar contact ,012_0106,"{'array': array([-0.00878405, -0.01063678, -0.00554311, ..., -0.00028422,
       -0.00066274,  0.        ], dtype=float32), 'path': 'atcosim/WAVdata/sm3/sm3_01/sm3_01_106.wav', 'sampling_rate': 16000}",BETTLE STAR FIVE SILAR TWO HOTEL GOOD MORNING AN A WAI DA CONTEC
lufthansa four four one six climb to flight level two nine zero ,012_0107,"{'array': array([-0.00420087, -0.01899255, -0.01171159, ..., -0.0052142 ,
       -0.00773006,  0.        ], dtype=float32), 'path': 'atcosim/WAVdata/sm3/sm3_01/sm3_01_107.wav', 'sampling_rate': 16000}",LOFTANSAH FOUR FOUR ONE SIX CLIMBE TO FLIGHT LEVEL TWO NINEZEO
alitalia four eight seven good morning radar contact ,012_0108,"{'array': array([-0.0012702 , -0.00175387, -0.00288639, ...,  0.00107542,
       -0.00018845,  0.        ], dtype=float32), 'path': 'atcosim/WAVdata/sm3/sm3_01/sm3_01_108.wav', 'sampling_rate': 16000}",IL TURLY AFOID SEVEN GOOD MORNING WAIT A CONTACT
belstar five two six hotel call rhein on one three two decimal four ,012_0109,"{'array': array([ 1.0250099e-03, -3.4936867e-03, -1.3556608e-02, ...,
       -1.1836160e-03, -8.4467791e-03,  6.6196400e-05], dtype=float32), 'path': 'atcosim/WAVdata/sm3/sm3_01/sm3_01_109.wav', 'sampling_rate': 16000}",THAT'LL STAR FIVE TO SIX OTILE COLINE ON ONE TWEE TWO DO SMOL FOUR
good bye ,012_0110,"{'array': array([-0.02119074, -0.01295205, -0.0143488 , ..., -0.00126888,
        0.00147679,  0.        ], dtype=float32), 'path': 'atcosim/WAVdata/sm3/sm3_01/sm3_01_110.wav', 'sampling_rate': 16000}",BYE
alitalia four zero one call zurich on one three four six ,012_0111,"{'array': array([-0.00811512, -0.00645783, -0.0065753 , ..., -0.00051526,
        0.0009057 , -0.00647555], dtype=float32), 'path': 'atcosim/WAVdata/sm3/sm3_01/sm3_01_111.wav', 'sampling_rate': 16000}",AL I TIN YOU A FOUR SERO ONE CORD SULE  ON ONE THREE FOUR SIX
alitalia four eight five you call zurich on one three three four good day ,012_0112,"{'array': array([-0.00346559, -0.00854721, -0.00360732, ..., -0.00048299,
       -0.0002782 ,  0.        ], dtype=float32), 'path': 'atcosim/WAVdata/sm3/sm3_01/sm3_01_112.wav', 'sampling_rate': 16000}",ILL YO TALL YOU FOUR EIGHT FIVE YOU CALLD SI ON ONE TWEE TREE FOUR GOOD EIGHT
lufthansa four four one six direct to trasadingen ,012_0113,"{'array': array([-0.00883056, -0.01003473, -0.00576772, ..., -0.00060316,
        0.0015637 , -0.00572443], dtype=float32), 'path': 'atcosim/WAVdata/sm3/sm3_01/sm3_01_113.wav', 'sampling_rate': 16000}",LOFTANS A FOUR FOUR ONE SIX TICK TO TARCETING
delta india mike lima lima good morning radar contact ,012_0114,"{'array': array([-0.00655234, -0.00591754, -0.00505155, ...,  0.00061261,
        0.0002612 ,  0.        ], dtype=float32), 'path': 'atcosim/WAVdata/sm3/sm3_01/sm3_01_114.wav', 'sampling_rate': 16000}",TOL UH INDIA MICKLI MALI MUNK GOOD MORNING WAIT A CONTACT
turkair five one five in radar contact ,012_0115,"{'array': array([-0.01166702, -0.00532158,  0.00150042, ...,  0.0017851 ,
       -0.00092475,  0.        ], dtype=float32), 'path': 'atcosim/WAVdata/sm3/sm3_01/sm3_01_115.wav', 'sampling_rate': 16000}",TRIGGAR FIVE ONE FIVE INWITA CONTIK
europa three six three good morning squawk ident ,012_0116,"{'array': array([-0.01259364, -0.01183166, -0.02016218, ..., -0.00062169,
       -0.00019246,  0.        ], dtype=float32), 'path': 'atcosim/WAVdata/sm3/sm3_01/sm3_01_116.wav', 'sampling_rate': 16000}",OO PA TREE SIX TWEE UH GOOD MORNING SQUA GARDENT
ah good morning netherlands air force three five in radar contact ,012_0117,"{'array': array([-0.00118302, -0.00192576, -0.00202689, ..., -0.00151088,
        0.00065418, -0.0060809 ], dtype=float32), 'path': 'atcosim/WAVdata/sm3/sm3_01/sm3_01_117.wav', 'sampling_rate': 16000}",UH GOOD MORNING NESELANS AIR FORCE TWEY FIVE F INA RAT AR CONTACT
and europa three five three is identified correction europa three six three ,012_0118,"{'array': array([-0.00223377, -0.00581649, -0.00502549, ...,  0.00027931,
        0.00021861,  0.        ], dtype=float32), 'path': 'atcosim/WAVdata/sm3/sm3_01/sm3_01_118.wav', 'sampling_rate': 16000}",AND UH WELL BUH TWENTY FIVE TES IDENTIFIED A COLLECTION OOH ABOUT TWET SIXTW
oscar oscar papa hotel india radar contact ,012_0119,"{'array': array([-0.00134054, -0.00889517, -0.01368646, ..., -0.00167711,
        0.00313756, -0.00863526], dtype=float32), 'path': 'atcosim/WAVdata/sm3/sm3_01/sm3_01_119.wav', 'sampling_rate': 16000}",OSCA OSCAPAPA HOTEL INDIANA WAIT A CONTACT
gulf air zero zero seven call rhein on one two seven three seven good day ,012_0120,"{'array': array([-8.3616469e-03, -1.2147207e-02, -6.9076973e-03, ...,
       -8.9594811e-05,  4.9543224e-04, -1.4938544e-03], dtype=float32), 'path': 'atcosim/WAVdata/sm3/sm3_01/sm3_01_120.wav', 'sampling_rate': 16000}",GOLFFAIR SILVER SILVER SEVEN COLINE ON ONE TWO SEVEN TREE SEVEN GOOD DAIY
britannia triple two alfa contact rhein on one three two four ,012_0121,"{'array': array([-5.8466312e-04, -1.4853953e-02, -1.2889536e-02, ...,
        1.3270070e-05,  1.2716213e-03, -2.0058823e-03], dtype=float32), 'path': 'atcosim/WAVdata/sm3/sm3_01/sm3_01_121.wav', 'sampling_rate': 16000}",ATANIA TROUBLE TWO ALFA CONTACTIN ON ONE THWEE TWO FOR
lufthansa four four one six zurich on one three four decimal six ,012_0122,"{'array': array([-0.00950589, -0.0130225 , -0.00394942, ..., -0.00048332,
        0.00135012, -0.00671175], dtype=float32), 'path': 'atcosim/WAVdata/sm3/sm3_01/sm3_01_122.wav', 'sampling_rate': 16000}",LOFE TONS ARE FOUR FOUR ONE SIX TWRISH ON ONE THREE FOUR TO SMOL SIX
speedbird one two four contact rhein on one two seven three seven good day ,012_0123,"{'array': array([-0.00495013, -0.0114027 , -0.00789791, ...,  0.00050899,
        0.00094022, -0.00084107], dtype=float32), 'path': 'atcosim/WAVdata/sm3/sm3_01/sm3_01_123.wav', 'sampling_rate': 16000}",SPEED BOARD ONE TWO FOUR CONTACT LINE ON ONE TWO SEVEN THREE SEVEN GOOD NIGHT
alitalia two nine two is in radar contact ,012_0124,"{'array': array([-0.00147316, -0.00800206, -0.00988731, ...,  0.00654593,
        0.00811861, -0.00173481], dtype=float32), 'path': 'atcosim/WAVdata/sm3/sm3_01/sm3_01_124.wav', 'sampling_rate': 16000}",ALE TALIA TWO NINE A TWO IS SINWAITO CONTEC
turkair five one five call rhein on one two seven three seven good day ,012_0125,"{'array': array([-9.6075225e-04, -1.0652601e-02, -8.5208127e-03, ...,
        2.3360495e-03, -9.7110365e-05,  0.0000000e+00], dtype=float32), 'path': 'atcosim/WAVdata/sm3/sm3_01/sm3_01_125.wav', 'sampling_rate': 16000}",TRIGGER FIVE ONE FIVE CAL LINE ON ONE TWO SEVEN THREE SEVEN GOOD DAY
belstar five zero two hotel rhein on one three two four ,012_0126,"{'array': array([-0.00647785, -0.00798159,  0.00172792, ..., -0.00493509,
        0.00421577,  0.        ], dtype=float32), 'path': 'atcosim/WAVdata/sm3/sm3_01/sm3_01_126.wav', 'sampling_rate': 16000}",BETTER STA FIVE SUA TWO HOTEL WINE ON ONE THREE TWO FOUR
lufthansa three five five six good morning continue present heading and climb to level two nine zero ,012_0127,"{'array': array([-0.00071692, -0.00041763,  0.00052501, ...,  0.00013218,
       -0.0002272 ,  0.        ], dtype=float32), 'path': 'atcosim/WAVdata/sm3/sm3_01/sm3_01_127.wav', 'sampling_rate': 16000}",OFTANZA TREE FIVE FIVE SIX A GOOD MORNING CONTINUE PREASENT HEADING AND UH CLIMBE TO FLIGHT LEVEL TWO NINE A SO
hapag lloyd three five five one zurich on one three three decimal four ,012_0128,"{'array': array([-0.00200264, -0.00358199, -0.0030047 , ...,  0.00016712,
       -0.00945353,  0.        ], dtype=float32), 'path': 'atcosim/WAVdata/sm3/sm3_01/sm3_01_128.wav', 'sampling_rate': 16000}",HABOCKLOID TWEE FIVE FIVE ONE SII ON ONE TREE TREE DESMOL FO
sabena nine three six nine radar contact ,012_0129,"{'array': array([-0.003603  , -0.00631886, -0.0052529 , ..., -0.00341701,
       -0.0018483 , -0.00795506], dtype=float32), 'path': 'atcosim/WAVdata/sm3/sm3_01/sm3_01_129.wav', 'sampling_rate': 16000}",SABINA NINE A TREE SIX NINE A WAIT A CONCHECK
britannia two two six alfa radar con= correction two three six alfa radar contact ,012_0130,"{'array': array([-0.00235239, -0.01001716, -0.01327573, ..., -0.00944823,
       -0.00140939,  0.        ], dtype=float32), 'path': 'atcosim/WAVdata/sm3/sm3_01/sm3_01_130.wav', 'sampling_rate': 16000}",VE TONIA TWO TWO SIX ALFA WITA CON CORRECTION TWO TREE SIX ALFA VEIDA CONTECT
lufthansa three five five six direct to trasadingen ,012_0131,"{'array': array([-0.01509725, -0.00984116,  0.00258733, ..., -0.00436957,
       -0.00656608, -0.00738296], dtype=float32), 'path': 'atcosim/WAVdata/sm3/sm3_01/sm3_01_131.wav', 'sampling_rate': 16000}",LOF TON'S A TREE FIVE FIVE SIX DOECTOR TOSSETING
oscar hotel india call rhein on one three two four ,012_0132,"{'array': array([-0.00343241, -0.01384774, -0.01213922, ..., -0.00554511,
        0.00253302, -0.00085876], dtype=float32), 'path': 'atcosim/WAVdata/sm3/sm3_01/sm3_01_132.wav', 'sampling_rate': 16000}",USCA HOTEL INDIA CALLED INON ONE THREE TWO FOR
alitalia four eight seven zurich one three four six ,012_0133,"{'array': array([-0.00816538, -0.01394127,  0.00085214, ..., -0.00081733,
        0.00165255, -0.00134613], dtype=float32), 'path': 'atcosim/WAVdata/sm3/sm3_01/sm3_01_133.wav', 'sampling_rate': 16000}",ALE TAL FOUR EIGHT SEVEN SUISH ONE TREE FOUR SIX
ciao ,012_0134,"{'array': array([-0.00160895, -0.01003205,  0.00112841, ..., -0.00281712,
        0.00447138,  0.        ], dtype=float32), 'path': 'atcosim/WAVdata/sm3/sm3_01/sm3_01_134.wav', 'sampling_rate': 16000}",YHEH
ah good morning speedbird one two two radar contact ,012_0135,"{'array': array([-6.3663106e-03, -1.1093175e-02, -6.0828566e-03, ...,
        8.7135331e-06, -1.5519311e-04,  0.0000000e+00], dtype=float32), 'path': 'atcosim/WAVdata/sm3/sm3_01/sm3_01_135.wav', 'sampling_rate': 16000}",UH GOOD MORNING SPEED BOAT ONE TWO TWO AT A CONTACT
midland seven two zero guten tag radar contact ,012_0136,"{'array': array([-0.00415527, -0.00841712, -0.011644  , ..., -0.00056227,
        0.00209966, -0.00043177], dtype=float32), 'path': 'atcosim/WAVdata/sm3/sm3_01/sm3_01_136.wav', 'sampling_rate': 16000}",MIDDLE AN SEVEN TWO SEL GOODAN TAK WAIT A CONTIC
alitalia one four nine radar contact ,012_0137,"{'array': array([-0.0036775 , -0.0044694 , -0.00498138, ...,  0.00528876,
        0.00689054,  0.00314067], dtype=float32), 'path': 'atcosim/WAVdata/sm3/sm3_01/sm3_01_137.wav', 'sampling_rate': 16000}",AL ITALY ONE FOUR NINE O WAIT A CONTACT
sabena nine three six nine for shortcut turn right twenty degrees ,012_0138,"{'array': array([-0.0079192 , -0.00623931,  0.00179716, ..., -0.0051283 ,
        0.00200128,  0.        ], dtype=float32), 'path': 'atcosim/WAVdata/sm3/sm3_01/sm3_01_138.wav', 'sampling_rate': 16000}",SO BEEN A NINEA TWEE SIX NINE O FOUR SHORT CART TONA IGHT TWENTY DEGREES
sabena eight zero one radar contact ,012_0139,"{'array': array([-0.00256386, -0.00585134, -0.00389964, ..., -0.00053184,
        0.00154127,  0.        ], dtype=float32), 'path': 'atcosim/WAVdata/sm3/sm3_01/sm3_01_139.wav', 'sampling_rate': 16000}",SEVENIN EIGHT S A ONE WAIT A CONTACT
netherlands air force three five call rhein on one three two decimal four ,012_0140,"{'array': array([-0.00558169, -0.00594276, -0.00491075, ...,  0.00103247,
       -0.00156248,  0.        ], dtype=float32), 'path': 'atcosim/WAVdata/sm3/sm3_01/sm3_01_140.wav', 'sampling_rate': 16000}",ANOTHERLINT THEA FOR THREE FIVE CO LINE ON ONE TWEE TWO TO SOMILAR FOUR
tschuss ,012_0141,"{'array': array([-0.01059506, -0.00186472, -0.00368301, ..., -0.00159314,
        0.00191469, -0.00630857], dtype=float32), 'path': 'atcosim/WAVdata/sm3/sm3_01/sm3_01_141.wav', 'sampling_rate': 16000}",CUS
alitalia one four nine for shortcut right one five degrees ,012_0142,"{'array': array([-0.00227157, -0.00285476, -0.00353266, ..., -0.00072881,
       -0.00216545,  0.        ], dtype=float32), 'path': 'atcosim/WAVdata/sm3/sm3_01/sm3_01_142.wav', 'sampling_rate': 16000}",IL HEY TELL YOU ONE FOUR NINEA FOR SHORT CUTRIGT ONE FIVE DEGREES
sabena nine three six nine proceed direct to fribourg ,012_0143,"{'array': array([-0.01026087, -0.0129411 , -0.00658271, ..., -0.00479177,
       -0.00544784,  0.        ], dtype=float32), 'path': 'atcosim/WAVdata/sm3/sm3_01/sm3_01_143.wav', 'sampling_rate': 16000}",SABINA NINE A THREE SIX NINE A PE S DOGTOR FREBO
delta papa alfa call milano on one three four five two ,012_0144,"{'array': array([-0.00849371, -0.00958216, -0.00456712, ...,  0.00109326,
        0.00012748, -0.00071629], dtype=float32), 'path': 'atcosim/WAVdata/sm3/sm3_01/sm3_01_144.wav', 'sampling_rate': 16000}",TI'LD A POPPA ALFA CAL MILANO ON ONE THREE FOUR FIVE TWO
good morning lufthansa three six three eight climb to flight level two seven zero ,012_0145,"{'array': array([-0.00129915, -0.00497752, -0.00744126, ...,  0.0003143 ,
       -0.00047578,  0.        ], dtype=float32), 'path': 'atcosim/WAVdata/sm3/sm3_01/sm3_01_145.wav', 'sampling_rate': 16000}",GOOD MORNING LOFT HONSA TWENTY SIX TWE EIGHT CLIMBD TO FLIGHT LEVEL A TWO SEVENSOUR
lufthansa three five five six zurich on one three four six ,012_0146,"{'array': array([-0.012909  , -0.00460377, -0.01004025, ..., -0.00716994,
       -0.00686594,  0.00244977], dtype=float32), 'path': 'atcosim/WAVdata/sm3/sm3_01/sm3_01_146.wav', 'sampling_rate': 16000}",LOFTONS A TWEE FIVE FIVE SIX SULI ON ONE THREE FOUR SIX
midland seven two zero rhein one two seven three seven ,012_0147,"{'array': array([-2.7716223e-03, -6.4308844e-03, -5.2082432e-03, ...,
        3.9209946e-05,  3.1912097e-04,  0.0000000e+00], dtype=float32), 'path': 'atcosim/WAVdata/sm3/sm3_01/sm3_01_147.wav', 'sampling_rate': 16000}",MIDDLAND SEVEN TWO SERO IN ONE TWO SEVEN THWEE SEVEN
europa three six three rhein one two seven three seven ,012_0148,"{'array': array([-0.00399758, -0.00659194, -0.00574407, ...,  0.00352687,
       -0.00382285,  0.        ], dtype=float32), 'path': 'atcosim/WAVdata/sm3/sm3_01/sm3_01_148.wav', 'sampling_rate': 16000}",OH ABOUT THWEE SIX TWENTY NINE ONE TWO SEVEN TWE SEVEN
buongiorno alitalia one five seven radar contact ,012_0149,"{'array': array([-0.00794165, -0.01062565, -0.00390045, ..., -0.00095664,
        0.00134611, -0.00729625], dtype=float32), 'path': 'atcosim/WAVdata/sm3/sm3_01/sm3_01_149.wav', 'sampling_rate': 16000}",MO JOURNAL IL YOTELL YO ONE FIVE SEVEN GRADE CONTIC
speedbird one two two call rhein on one two seven three seven ,012_0150,"{'array': array([-0.00796301, -0.01355395, -0.00689794, ...,  0.00134338,
       -0.0009647 ,  0.        ], dtype=float32), 'path': 'atcosim/WAVdata/sm3/sm3_01/sm3_01_150.wav', 'sampling_rate': 16000}",SPEEDBOARD ONE TWO TWO CALLINE ON ONE TWO SEVEN THREE SEVEN
alitalia one four nine direct trasadingen ,012_0151,"{'array': array([-0.00951487, -0.00702828, -0.01591389, ..., -0.00260275,
       -0.01014421,  0.00038458], dtype=float32), 'path': 'atcosim/WAVdata/sm3/sm3_01/sm3_01_151.wav', 'sampling_rate': 16000}",AL E TAL ONE FOUR NIEETO TASITING
sabena eight zero one direct trasadingen ,012_0152,"{'array': array([-0.00449146, -0.01097907, -0.0025404 , ...,  0.00101208,
       -0.00070316,  0.        ], dtype=float32), 'path': 'atcosim/WAVdata/sm3/sm3_01/sm3_01_152.wav', 'sampling_rate': 16000}",SO BEN I ETS SO O ONE DOG TOSETING
condor two one eight guten tag radar contact ,012_0153,"{'array': array([ 0.00459319, -0.01002274, -0.01595947, ...,  0.00123255,
       -0.00241516, -0.00699414], dtype=float32), 'path': 'atcosim/WAVdata/sm3/sm3_01/sm3_01_153.wav', 'sampling_rate': 16000}",CUONDOR TWO ONE EIGHT GOODN TANK WAIT O CONTAC
jet set four nine seven radar contact ,012_0154,"{'array': array([-0.00067796, -0.01168635, -0.01096035, ..., -0.00856608,
       -0.00250479,  0.        ], dtype=float32), 'path': 'atcosim/WAVdata/sm3/sm3_01/sm3_01_154.wav', 'sampling_rate': 16000}",CHETS AT FOUR NINE SEVEN  WATOR CONTIC
alitalia four one three continue climb to level two nine zero ,012_0155,"{'array': array([-0.00286453, -0.00743715, -0.00487611, ...,  0.00095168,
       -0.00110406,  0.        ], dtype=float32), 'path': 'atcosim/WAVdata/sm3/sm3_01/sm3_01_155.wav', 'sampling_rate': 16000}",I TEY TELL YOU FOUR ONE THREE CONTINUED CLIMDO LEVEL O TWO NINE S
lufthansa three six three eight direct trasadingen ,012_0156,"{'array': array([-0.00563799, -0.01233302, -0.00317531, ..., -0.00089839,
        0.00025106, -0.00391957], dtype=float32), 'path': 'atcosim/WAVdata/sm3/sm3_01/sm3_01_156.wav', 'sampling_rate': 16000}",LOFTANSA THREE SIX TWE EIGHT DIC TOSETING
swissair seven eight three romeo radar contact ,012_0157,"{'array': array([-0.00521899, -0.01578896, -0.0092843 , ...,  0.00257503,
        0.00219482,  0.        ], dtype=float32), 'path': 'atcosim/WAVdata/sm3/sm3_01/sm3_01_157.wav', 'sampling_rate': 16000}",SI S SEVEN EIGHT THREE OF VOMIOI DO CONTET
alitalia four six five roger ,012_0158,"{'array': array([-0.00247503, -0.0112543 , -0.00803637, ..., -0.00377248,
        0.00167325, -0.02760353], dtype=float32), 'path': 'atcosim/WAVdata/sm3/sm3_01/sm3_01_158.wav', 'sampling_rate': 16000}",OLI TALIA FOUR SIX FIVE OCHU
britannia two three six alfa call zurich on one three three decimal four good day ,012_0159,"{'array': array([-0.00690798, -0.00024321,  0.00040604, ..., -0.00419569,
        0.0021049 , -0.00059561], dtype=float32), 'path': 'atcosim/WAVdata/sm3/sm3_01/sm3_01_159.wav', 'sampling_rate': 16000}",BRITANIA TWO TREE SIX ALVA CALLED SUI ON ONE TWEE TWEE TO SOME OL FORK  ET
delta india mike lima lima contact milano on one three four five two ,012_0160,"{'array': array([-0.00189987, -0.00707682, -0.00779319, ...,  0.0023364 ,
       -0.00411505,  0.        ], dtype=float32), 'path': 'atcosim/WAVdata/sm3/sm3_01/sm3_01_160.wav', 'sampling_rate': 16000}",DULDA INDIA MICLI MALIMA CONDIC MILANO ON ONE THREE FOUR FIVE TWO
sabena nine three six nine rhein ,012_0161,"{'array': array([-0.0034787 , -0.0160878 , -0.0178364 , ..., -0.00012249,
       -0.00998947,  0.        ], dtype=float32), 'path': 'atcosim/WAVdata/sm3/sm3_01/sm3_01_161.wav', 'sampling_rate': 16000}",SUBIN UN NINE A TWEE SIX NINE O IN
nine three six nine now call zurich on one three four decimal six ,012_0162,"{'array': array([-0.01345676, -0.00177697, -0.0010088 , ..., -0.00548245,
       -0.00599427, -0.00328007], dtype=float32), 'path': 'atcosim/WAVdata/sm3/sm3_01/sm3_01_162.wav', 'sampling_rate': 16000}",NINE TWEE SIX NINE NOW CALLED SIWIK ON ONE THREE FOUR TO SMAL SIX
