transcription,recording_id,audio,model_transcription
good morning transavia three eight one radar contact proceed direct saronno ,081_0918,"{'array': array([-0.01112238, -0.00289259, -0.00835943, ..., -0.00169784,
        0.00089751,  0.        ], dtype=float32), 'path': 'atcosim/WAVdata/zf2/zf2_02/zf2_02_004.wav', 'sampling_rate': 16000}",GOOD MORNING TRANSLAVIA TREE EIGHT ONE READ O CONSACT PROSEE DIRECT SERONO
[EMPTY] ,081_0919,"{'array': array([-0.00107622, -0.00932616, -0.00853667, ..., -0.00581914,
       -0.00929082,  0.        ], dtype=float32), 'path': 'atcosim/WAVdata/zf2/zf2_02/zf2_02_005.wav', 'sampling_rate': 16000}",
swissair six five two zero contact rhein control one two zero decimal nine two bye ,081_0920,"{'array': array([-0.01091852, -0.00700495,  0.0021307 , ...,  0.00752266,
        0.01029567,  0.        ], dtype=float32), 'path': 'atcosim/WAVdata/zf2/zf2_02/zf2_02_006.wav', 'sampling_rate': 16000}",SWIC O SIX FIVE TWO ZERO CONS AF WRONG CONTROL ONE TWO ZERO DOSOM O NINA TWO BYE
~t ~w ~a eight eight one good morning radar contact maintain flight level three four zero trasadingen zurich east fusse ,081_0921,"{'array': array([ 0.00547705,  0.01528993, -0.00558225, ..., -0.00152499,
        0.00084503, -0.00509774], dtype=float32), 'path': 'atcosim/WAVdata/zf2/zf2_02/zf2_02_007.wav', 'sampling_rate': 16000}",G  A EIGHT EIGHT ONE GOOD MORNING RAD DOT CON SAI MAINSAIN FLAT NUMVER THREE FOUR ZERO CHASETING SURIKIS FOUSIT
good morning blue five seven two radar contact continue descent flight level two five zero ,081_0922,"{'array': array([-0.0052331 , -0.01259611, -0.01025132, ...,  0.00131421,
       -0.00612672, -0.00927938], dtype=float32), 'path': 'atcosim/WAVdata/zf2/zf2_02/zf2_02_008.wav', 'sampling_rate': 16000}",GOOD MORNING BLUE FIVE SEVEN TWO RADOT CONSIDE CONGER DISAN FLAT LEBE TWO FIVE ZERO
~t ~w ~a eight eight one set course direct fusse ,081_0923,"{'array': array([-0.00143698, -0.00661536, -0.00600809, ...,  0.00121562,
        0.00058689,  0.        ], dtype=float32), 'path': 'atcosim/WAVdata/zf2/zf2_02/zf2_02_009.wav', 'sampling_rate': 16000}",G  AGHT EHD ONE SA COS IRAFUSET
airfrans three two eight ah six one ah roger squawk ah three one four zero confirm ,081_0924,"{'array': array([-0.00441182, -0.00738418, -0.0080754 , ..., -0.00519021,
       -0.00796952,  0.        ], dtype=float32), 'path': 'atcosim/WAVdata/zf2/zf2_02/zf2_02_010.wav', 'sampling_rate': 16000}",EFFRON THREE TWO AIGHT UH SIX ONE UH ROGIR SCO UH TREE ONE FOUR ZERO CONFUM
roger identified ,081_0925,"{'array': array([-0.00133525, -0.00681664, -0.00691763, ..., -0.01019195,
        0.00150853,  0.0002615 ], dtype=float32), 'path': 'atcosim/WAVdata/zf2/zf2_02/zf2_02_011.wav', 'sampling_rate': 16000}",ROGER IDENTIFIED
good morning lufthansa four seven two three radar contact ,081_0926,"{'array': array([-0.00768626, -0.0102234 , -0.00677247, ...,  0.001605  ,
       -0.01034646,  0.        ], dtype=float32), 'path': 'atcosim/WAVdata/zf2/zf2_02/zf2_02_012.wav', 'sampling_rate': 16000}",GOOD MORNING TO TINS A FOUR SEVEN TWO THREE RADE OR CONSACT
sabena seven eight one six roger good morning squawk two seven one six ,081_0927,"{'array': array([-0.0076985 , -0.01509688, -0.00688931, ..., -0.00115001,
        0.00635374,  0.        ], dtype=float32), 'path': 'atcosim/WAVdata/zf2/zf2_02/zf2_02_013.wav', 'sampling_rate': 16000}",SEBINA SEVEN EIGHT ONE SIX ROGA GOOD MORNING SQUALK TWO SEVEN ONE SIX
airfrans three two six one squawk two seven two four ,081_0928,"{'array': array([-0.00379608, -0.00524995, -0.00441472, ..., -0.01196758,
        0.00377971,  0.        ], dtype=float32), 'path': 'atcosim/WAVdata/zf2/zf2_02/zf2_02_014.wav', 'sampling_rate': 16000}",F AN TREE TWO SIX ONE SQUAK TWO SEVEN TWO FOUR
sabena seven eight one six radar contact climb initially flight level three four zero trasadingen karlsruhe ,081_0929,"{'array': array([-0.00572933, -0.00904674, -0.00823601, ...,  0.00377101,
       -0.00539583, -0.00820039], dtype=float32), 'path': 'atcosim/WAVdata/zf2/zf2_02/zf2_02_015.wav', 'sampling_rate': 16000}",SABENA SEVEN EIGHT ONE SIX RADOR CONTACT CLIMBINITHOALLY FLIGHT LOV A TREE FOUR ZERO THRASET AND CALS RUAT
good morning lufthansa four three five six ah radar contact anyhow squawk two seven one two and climb flight level three two zero ,081_0930,"{'array': array([-0.00736719, -0.00667291, -0.00701978, ...,  0.00027645,
       -0.00813546,  0.        ], dtype=float32), 'path': 'atcosim/WAVdata/zf2/zf2_02/zf2_02_016.wav', 'sampling_rate': 16000}",GOOD MORNING LITTLE TIMES I OU THREE FIVE SIX A RADOR CONSAC AND A HOUSE WALK TWO SEVEN ONE TWO AND CLIME FLAT OF A THREE TWO ZERO
aero lloyd five eight zero good morning rad= correction aero lloyd five six zero radar contact maintain flight level three three zero proceed trasadingen st prex ,081_0931,"{'array': array([-0.0039979 , -0.00978856, -0.00856128, ..., -0.00307754,
       -0.00330717, -0.00418435], dtype=float32), 'path': 'atcosim/WAVdata/zf2/zf2_02/zf2_02_017.wav', 'sampling_rate': 16000}",EOO FIVE EIGHT ZERO GOOD MORNING RA CORRECTION  I FIVE SIX ZERO RADOR CONTACT MAINTAIN FLIGHT LOWER TREE TWE ZERO PROCED TILE SETTING SAMPE
sabena seven eight one six further climb clearance contact radar one three three five four bye ,081_0932,"{'array': array([-0.00992808, -0.00407477, -0.01492396, ...,  0.00201749,
       -0.00039309, -0.00667343], dtype=float32), 'path': 'atcosim/WAVdata/zf2/zf2_02/zf2_02_018.wav', 'sampling_rate': 16000}",SEVENA SEVEN EIGHT ONE SIX FOOT OF CLIMB CINS COUMES A RADA ON TREE TREEVE POINT FOR BY
roger one three three decimal four ,081_0933,"{'array': array([-0.01330791, -0.01710936, -0.01002847, ..., -0.00532276,
        0.002687  ,  0.        ], dtype=float32), 'path': 'atcosim/WAVdata/zf2/zf2_02/zf2_02_019.wav', 'sampling_rate': 16000}",ROSIA ONE TREE TREE DOES SOME OW FOR
blue five seven two contact milan one three four decimal five two bye ,081_0934,"{'array': array([ 0.00059526, -0.00990074, -0.00957472, ...,  0.00058624,
        0.00298213,  0.00100286], dtype=float32), 'path': 'atcosim/WAVdata/zf2/zf2_02/zf2_02_020.wav', 'sampling_rate': 16000}",BLUE FIVE SEVEN TWO CONSACT MALAN ONE TREE FOR DOS SOM O FIVE TWO BY
good morning emirates eight one radar contact proceed trasadingen zurich east fusse ,081_0935,"{'array': array([-0.01002742, -0.01716049, -0.01808504, ..., -0.01341065,
       -0.01763128, -0.00666738], dtype=float32), 'path': 'atcosim/WAVdata/zf2/zf2_02/zf2_02_021.wav', 'sampling_rate': 16000}",GOOD MORNING EMARATS EIGHT ONE REDA CONSE PROCED TROSETING SURAGUIST FUSET
good morning lufthansa triple five zero maintain for the time two eight zero and ah what is your requested level ,081_0936,"{'array': array([-0.00023513, -0.00043077, -0.01120807, ...,  0.00080261,
        0.00072785,  0.00055772], dtype=float32), 'path': 'atcosim/WAVdata/zf2/zf2_02/zf2_02_022.wav', 'sampling_rate': 16000}",GOOD MORNING LOFTIN'S A TRIP OF FIVE ZERO MAINTAIN FOR THE TIME TWO EIGHT ZERO AND UH WHAT IS YOUR REQUESTE LEVEL
roger lufthansa triple five zero maintain two eight zero trasadingen fribourg ,081_0937,"{'array': array([-5.8269454e-03, -8.0242567e-03, -6.6315741e-03, ...,
        1.6789538e-03,  5.4371216e-05,  0.0000000e+00], dtype=float32), 'path': 'atcosim/WAVdata/zf2/zf2_02/zf2_02_023.wav', 'sampling_rate': 16000}",ROGER NOFTIMES SAT'S YA PREVISERO MAINTAIN YU AIGHT ZERO TOSSATING FLEBOOG
lufthansa four three five six proceed direct hochwald and then morok ,081_0938,"{'array': array([-0.00476394, -0.00806144, -0.00734527, ..., -0.01060541,
       -0.00209167,  0.00264886], dtype=float32), 'path': 'atcosim/WAVdata/zf2/zf2_02/zf2_02_024.wav', 'sampling_rate': 16000}",LOFTANSA FOUR THREE FIVE SIX PRECED DIRING HOKVAL AND DAN MODOCK
airfrans three two six one climb flight level three one zero ,081_0939,"{'array': array([-0.00267235, -0.00780901, -0.01377373, ..., -0.0005915 ,
        0.00097852, -0.00973708], dtype=float32), 'path': 'atcosim/WAVdata/zf2/zf2_02/zf2_02_025.wav', 'sampling_rate': 16000}",A FAS THREE TWO SIX ONE CLIME FLIGHT LEVE TREE WON ZERO
lufthansa eight two six eight good morning radar contact maintain flight level three zero zero proceed trasadingen st prex ,081_0940,"{'array': array([-0.00672014, -0.0099373 , -0.00718421, ...,  0.00156457,
        0.00040174,  0.        ], dtype=float32), 'path': 'atcosim/WAVdata/zf2/zf2_02/zf2_02_026.wav', 'sampling_rate': 16000}",LOFTANSA EHT  SIX EIGHT GOOD MORNING RADO CONTACT MAINTAIN FLIGHT O A TRES EROB TOS HEE TRIALSETTING SAMPRATE
roger call you back ,081_0941,"{'array': array([-0.00276029, -0.00763426, -0.00667909, ...,  0.000964  ,
        0.00162784,  0.        ], dtype=float32), 'path': 'atcosim/WAVdata/zf2/zf2_02/zf2_02_027.wav', 'sampling_rate': 16000}",ROGER CALL YOU BACK
~t ~w ~a eight eight one contact milan one three four decimal five two bye ,081_0942,"{'array': array([-0.00651058, -0.00709711, -0.00625736, ..., -0.01040437,
       -0.00806694,  0.00276795], dtype=float32), 'path': 'atcosim/WAVdata/zf2/zf2_02/zf2_02_028.wav', 'sampling_rate': 16000}",T  A EIGHT EIGHT ONE CONSAMILAN ONE TREE FO DOSN'T MO FIVE TU I
foxtrot sierra india good morning radar contact maintain flight level two nine zero final level trasadingen canne ,081_0943,"{'array': array([-0.0036766 , -0.00099206,  0.00020808, ..., -0.00669319,
        0.00789533,  0.00957439], dtype=float32), 'path': 'atcosim/WAVdata/zf2/zf2_02/zf2_02_029.wav', 'sampling_rate': 16000}",FOLKTE SHO INDAGAMONIN RADOT CONSAC MAINTAIN FLIGHT LEVER TWO NINE O ZERO FINDA LEVEL TRIL SETTING CUN'T IT
lufthansa eight two six eight set course direct olben st prex climb flight level three four zero ,081_0944,"{'array': array([-0.00799566, -0.01063254, -0.00572435, ..., -0.01072246,
        0.00212637,  0.0017802 ], dtype=float32), 'path': 'atcosim/WAVdata/zf2/zf2_02/zf2_02_030.wav', 'sampling_rate': 16000}",LOFTANS A EIGH TWO SIX A SA COUSE DIRECT OLBAN SANPE CLIME FLIGHT OV A TREE FOUR ZERO
ah fly heading two one zero ,081_0945,"{'array': array([-0.0065444 , -0.01030667, -0.01534459, ...,  0.00059899,
        0.00084794, -0.00069221], dtype=float32), 'path': 'atcosim/WAVdata/zf2/zf2_02/zf2_02_031.wav', 'sampling_rate': 16000}",FLY HEADING TWO ONE ZERO
jetcom one three three good morning radar contact climb flight level three four zero with the best rate of climb ,081_0946,"{'array': array([-0.00958076, -0.01131472, -0.00582086, ..., -0.00077979,
       -0.00083863,  0.        ], dtype=float32), 'path': 'atcosim/WAVdata/zf2/zf2_02/zf2_02_032.wav', 'sampling_rate': 16000}",JU COME ONE TREE TREE GOOD MORNING RAD OR CONSA CLIME FLAT LOVE A TREE FOUR ZERO WITH THE BEST RATE OF CLIMB
lufthansa triple five zero squawk two seven five seven ,081_0947,"{'array': array([-0.00494652, -0.00744649, -0.00609176, ..., -0.01762602,
       -0.00071236, -0.00805214], dtype=float32), 'path': 'atcosim/WAVdata/zf2/zf2_02/zf2_02_033.wav', 'sampling_rate': 16000}",LOFTINE SOTRIBO FIVE ZERO SCO TWO SEVEN FIVE SEVEN
lufthansa five three one eight contact milan one three four five two bye ,081_0948,"{'array': array([-0.00418993, -0.00637362, -0.00605854, ...,  0.00059603,
        0.00087433,  0.00037736], dtype=float32), 'path': 'atcosim/WAVdata/zf2/zf2_02/zf2_02_034.wav', 'sampling_rate': 16000}",LOFTINS A FIVE THREE ONE A CONSACTIF MILAN ONE THREE FOUR FIVE CUBY
air berlin five zero eight one ah good morning ah radar contact maintain for the time three three zero trasadingen st prex ,081_0949,"{'array': array([-0.00506395, -0.00453674,  0.00033928, ..., -0.00489799,
       -0.00828929, -0.0142913 ], dtype=float32), 'path': 'atcosim/WAVdata/zf2/zf2_02/zf2_02_035.wav', 'sampling_rate': 16000}",UBELIN FIVE ZERO EIGHT ONE UH GOMONING A REDA CONSACT MAINTAIN FOR THE TIME THREE THREE ZERO TOSETING SENPATE
lufthansa eight two six eight further climb clearance radar one three three decimal four bye bye ,081_0950,"{'array': array([-0.00764105, -0.01306528, -0.00922929, ..., -0.00977168,
        0.00368539,  0.        ], dtype=float32), 'path': 'atcosim/WAVdata/zf2/zf2_02/zf2_02_036.wav', 'sampling_rate': 16000}",LOFTONSA EIGH TWO SIX SA FOR TO CLIMB KINS WHERE Y DO ON THE TREE TREE THA SUMMO FOOL BYE BYE
hapag lloyd six five three good morning radar contact i'll call you back with higher ,081_0951,"{'array': array([-0.00416446, -0.00874018, -0.00825328, ..., -0.00535673,
       -0.00796961,  0.        ], dtype=float32), 'path': 'atcosim/WAVdata/zf2/zf2_02/zf2_02_037.wav', 'sampling_rate': 16000}",HOW BOT LINE SIX FIVE TREE GOOD MORNING RADON CONSAC I CALL YOU ABOUT MY HIOT
hamburg air two five four six good morning radar contact climb flight level two nine zero ,081_0952,"{'array': array([-0.00401656, -0.00584712, -0.004711  , ..., -0.00446447,
       -0.00948594,  0.        ], dtype=float32), 'path': 'atcosim/WAVdata/zf2/zf2_02/zf2_02_038.wav', 'sampling_rate': 16000}",HUMBOGA TU FIVE FOUR SIX GOOD MORNING RADOR CONTACT CLIME FLIGHT LEVE TWO NINEA ZERO
hapag lloyd six five three climb flight level three three zero ,081_0953,"{'array': array([-0.00285109, -0.00605002, -0.0065229 , ...,  0.00439459,
        0.00414352,  0.00277657], dtype=float32), 'path': 'atcosim/WAVdata/zf2/zf2_02/zf2_02_039.wav', 'sampling_rate': 16000}",HOBALOG SIX FIVE TREE CLIMB FLAT OF A TREE TREE ZERO
jetcom one three three your rate of climb ,081_0954,"{'array': array([-0.00922416, -0.0079013 , -0.00136927, ..., -0.00025211,
       -0.00564658,  0.        ], dtype=float32), 'path': 'atcosim/WAVdata/zf2/zf2_02/zf2_02_040.wav', 'sampling_rate': 16000}",JECK ON MONTREE TREE OU RIGHT OFF CLIMB
jetcom one three three roger further climb contact radar one three three decimal four bye ,081_0955,"{'array': array([-0.00557623, -0.00224052, -0.00864608, ...,  0.00165902,
       -0.00882884,  0.        ], dtype=float32), 'path': 'atcosim/WAVdata/zf2/zf2_02/zf2_02_041.wav', 'sampling_rate': 16000}",JUK COM ONE TREE TREE ROGER FOR TE CLIMB CONSA RADA ONE TREE TREEOU DOES SOME OD FOOL BY
hapag lloyd six five three continue climb flight level three four zero ,081_0956,"{'array': array([-0.00205682, -0.00624299, -0.00605774, ..., -0.01525992,
       -0.01149189, -0.00545831], dtype=float32), 'path': 'atcosim/WAVdata/zf2/zf2_02/zf2_02_042.wav', 'sampling_rate': 16000}",HOB A LO SIX FIVE TREE CONTINUAL CLIME FLIT LEVE TREE FOUR ZERO
air inter three two zero papa hotel good morning squawk two seven one two ,081_0957,"{'array': array([-0.00292871, -0.00683756, -0.00785602, ..., -0.00992381,
        0.00370696,  0.        ], dtype=float32), 'path': 'atcosim/WAVdata/zf2/zf2_02/zf2_02_043.wav', 'sampling_rate': 16000}",AND UH TREE TOS OUR A POPPA HODS SAT GOOD MORNING SCOK TWO SEVEN ONE TWO
airfrans one five five four good morning radar contact maintain flight level three four zero trasadingen zurich east fusse ,081_0958,"{'array': array([-0.00471628, -0.00711866, -0.00593939, ...,  0.001369  ,
       -0.00455095,  0.        ], dtype=float32), 'path': 'atcosim/WAVdata/zf2/zf2_02/zf2_02_044.wav', 'sampling_rate': 16000}",AANSONE FIVE FIVE FOGA MORNING RAO CONS I MAINTAIN FLOT OV A THREE FOUR ZERO TRASETING SURIGIS FUSI
hapag lloyd six five three further climb clearance contact radar one three three decimal four bye bye ,081_0959,"{'array': array([-0.00683051, -0.00748245, -0.00926344, ...,  0.00039051,
       -0.00163619,  0.        ], dtype=float32), 'path': 'atcosim/WAVdata/zf2/zf2_02/zf2_02_045.wav', 'sampling_rate': 16000}",HOBALAW SIX FIVE TREE FOOT TO CLIMB KINS CONSA RADA ONE TREE TREE DOS A MO FOOL BYE BYE
air inter three two zero papa hotel radar contact climb flight level three two zero ,081_0960,"{'array': array([-0.00548979, -0.00765239, -0.00584059, ..., -0.00226116,
        0.00331824, -0.00411368], dtype=float32), 'path': 'atcosim/WAVdata/zf2/zf2_02/zf2_02_046.wav', 'sampling_rate': 16000}",AND UH TREEJES TROW POP OF HOODS OTE RADON CONSI CLIME FLIGHT LOWA THREE TWO ZERO
air inter three two zero papa hotel that is approved ,081_0961,"{'array': array([-0.00277   , -0.00655918, -0.0076972 , ..., -0.00052847,
        0.00383901, -0.00318976], dtype=float32), 'path': 'atcosim/WAVdata/zf2/zf2_02/zf2_02_047.wav', 'sampling_rate': 16000}",AND TU TREE COOSERO POPA HOSE LA DAT ISAPPROVED
transavia three eight one contact milan one three four five two bye bye ,081_0962,"{'array': array([-0.00374013, -0.00770665, -0.00419569, ...,  0.00443707,
       -0.00067558,  0.        ], dtype=float32), 'path': 'atcosim/WAVdata/zf2/zf2_02/zf2_02_048.wav', 'sampling_rate': 16000}",TRINGSLAA TREE EIGHT ONE CONSA MILAN ONE THREE FUL FIVE TU BYE BYE
good morning german air force four nine zero one radar contact maintain flight level three four zero trasadingen st prex ,081_0963,"{'array': array([-0.00113748, -0.00317071, -0.00429216, ...,  0.00076849,
        0.00061058,  0.        ], dtype=float32), 'path': 'atcosim/WAVdata/zf2/zf2_02/zf2_02_049.wav', 'sampling_rate': 16000}",GOOD MORNING GERMAN AIR FORCE FOUR NINE ZERO ONE RADA CONSAC MAINTAIN FLIGHT LOVE A THREE FOUR ZERO TRASETING SAMPET
lufthansa four seven two three contact milan one three four five two bye bye ,081_0964,"{'array': array([-0.0014468 , -0.00961244, -0.00293147, ..., -0.00133418,
        0.00181972,  0.        ], dtype=float32), 'path': 'atcosim/WAVdata/zf2/zf2_02/zf2_02_050.wav', 'sampling_rate': 16000}",LOFTIN SAFOUR I ON TO A TREE CONSACT MALAN ONE THREE FOL FIVE TU BYE BYE
emirates eight one contact milan one three four five two bye bye ,081_0965,"{'array': array([-0.00222636, -0.00667094, -0.00912104, ...,  0.00383953,
       -0.00291189,  0.00038713], dtype=float32), 'path': 'atcosim/WAVdata/zf2/zf2_02/zf2_02_051.wav', 'sampling_rate': 16000}",IMMIGRANTS EIGHT ONE CONSA MALAN ONE THREE FOUR FIVE TU BYE BYE
hamburg air two five four six contact geneva one three three one five bye bye ,081_0966,"{'array': array([-0.0009621 , -0.00551014, -0.00692425, ...,  0.00013982,
       -0.00551542,  0.        ], dtype=float32), 'path': 'atcosim/WAVdata/zf2/zf2_02/zf2_02_052.wav', 'sampling_rate': 16000}",HAMBOGA TWU FIVE FOUR SIX CONTACT GENNIVA ON TREE TREE ONE FIVE BYE BYE
gulf air zero three two good morning radar contact maintain flight level three four zero proceed trasadingen zurich east fusse ,081_0967,"{'array': array([-0.00213205, -0.00479389, -0.00716727, ...,  0.00048954,
       -0.00389183,  0.        ], dtype=float32), 'path': 'atcosim/WAVdata/zf2/zf2_02/zf2_02_053.wav', 'sampling_rate': 16000}",GOLLFAZERA TREE TWO GOOD MORNING RADAR CONSUNG MAINSAN FLIGHT LOV A TREE FOUR ZERO LET'S HEA CHARLS OTDING ORIGIS FOSET
speedway three four six nine good morning radar contact maintain flight level three three zero proceed trasadingen zurich east fusse ,082_0001,"{'array': array([-0.01001008, -0.00658019,  0.00206185, ..., -0.00089144,
        0.0003483 ,  0.        ], dtype=float32), 'path': 'atcosim/WAVdata/zf2/zf2_02/zf2_02_054.wav', 'sampling_rate': 16000}",SPEED WAY THREE FOUR SIX NINEA GOOD MORNING RADI CONTACT MAINTAIN FLIGHT LOA TREE THREE ZERO PUSE AL SETTING SO RIGIS FOSU
aero lloyd five six zero contact geneva on one three three one five bye bye ,082_0002,"{'array': array([-0.00292963, -0.0063427 , -0.00538915, ..., -0.00044943,
        0.00177736,  0.        ], dtype=float32), 'path': 'atcosim/WAVdata/zf2/zf2_02/zf2_02_055.wav', 'sampling_rate': 16000}",ILLINOI FIVE SIX ZERO CONCET UNIVA ON ONE TREE THREE ONE FIVE BYE BYE
lufthansa four three nine three good morning radar contact proceed via trasadingen zurich east fusse ,082_0003,"{'array': array([-0.00658925, -0.00717504, -0.00573913, ..., -0.00018352,
        0.00123104, -0.00177001], dtype=float32), 'path': 'atcosim/WAVdata/zf2/zf2_02/zf2_02_056.wav', 'sampling_rate': 16000}",LOFTINS A FOUR THREE NINE A THRE GOOD MORNING RAD OUR CONTACT PROCEED BY THRIL SETTINGS ORAGUISE FOSUT
swissair six five five two good morning radar contact proceed vi= ,082_0004,"{'array': array([-0.00411496, -0.00805196, -0.00717481, ..., -0.01045482,
        0.00395334,  0.        ], dtype=float32), 'path': 'atcosim/WAVdata/zf2/zf2_02/zf2_02_057.wav', 'sampling_rate': 16000}",SWI ASIX FIVE FIVE TWO GAMONING RADA CONSACT PRECEDE I
okay sorry hapag lloyd one seven one ah radar contact continue climb flight level two nine zero ,082_0005,"{'array': array([-0.00305064, -0.00687345, -0.00620064, ..., -0.00362163,
       -0.00235593,  0.00258283], dtype=float32), 'path': 'atcosim/WAVdata/zf2/zf2_02/zf2_02_058.wav', 'sampling_rate': 16000}",OKAY SORRY HOW BY ID ONE SEVEN ONE UH RADO CONSACT COUN'TU CLIMB FLIGHT LEVE TWO NINE A ZERO
airfrans one five five four due to traffic descend flight level two nine zero the rate two thousand ,082_0006,"{'array': array([-0.00354928, -0.00762997, -0.00842057, ...,  0.00075954,
        0.00074057,  0.        ], dtype=float32), 'path': 'atcosim/WAVdata/zf2/zf2_02/zf2_02_059.wav', 'sampling_rate': 16000}",FANS ONE FIVE FIVE FOUR I'S DUE TO TRAFFIC DESIND FLAT OVER TWO NINE A ZERO DE RATE TWO THOUSAND
airfrans one five five four and turn left heading zero nine zero ,082_0007,"{'array': array([-0.00584607, -0.00935469, -0.00759452, ..., -0.00118543,
       -0.00269419,  0.        ], dtype=float32), 'path': 'atcosim/WAVdata/zf2/zf2_02/zf2_02_060.wav', 'sampling_rate': 16000}",AF OS ONE FIVE FIVE FOR AND CHIN LIFT THATTING ZERO NINE ZERO
lufthansa four three five six contact reims on one three four four bye bye ,082_0008,"{'array': array([-0.00486837, -0.00775975, -0.00683387, ...,  0.00115474,
       -0.00432746, -0.01762481], dtype=float32), 'path': 'atcosim/WAVdata/zf2/zf2_02/zf2_02_061.wav', 'sampling_rate': 16000}",LOFTINSA FOUR THREE FIVE SIX CONTEANS ON ONE THREE FOUR FOUR BYE BYE
one three four four ,082_0009,"{'array': array([-0.00504726, -0.00758781, -0.00769182, ..., -0.00071031,
        0.00541894,  0.01035462], dtype=float32), 'path': 'atcosim/WAVdata/zf2/zf2_02/zf2_02_062.wav', 'sampling_rate': 16000}",ONE THREE FOUR FOL
[FRAGMENT] ,082_0010,"{'array': array([ 0.00139202, -0.00114497, -0.00984309, ...,  0.00158593,
       -0.00215822,  0.        ], dtype=float32), 'path': 'atcosim/WAVdata/zf2/zf2_02/zf2_02_063.wav', 'sampling_rate': 16000}",O YO
swissair six five five two good morning radar contact continue climb flight level two nine zero ,082_0011,"{'array': array([-0.0011764 , -0.00332667, -0.0050619 , ...,  0.00171527,
       -0.00831336, -0.00127907], dtype=float32), 'path': 'atcosim/WAVdata/zf2/zf2_02/zf2_02_064.wav', 'sampling_rate': 16000}",SWISS A SIX FIVE FIVE TWO GOOD MORNING RADAR CONSACT COUDN'T YOU CLIMB FLIT OVEER TWO NINEO ZERO
and swissair six five five two proceed inbound zurich east fusse ,082_0012,"{'array': array([-0.00748347, -0.01817389, -0.00287798, ..., -0.0147199 ,
       -0.00657615, -0.00170543], dtype=float32), 'path': 'atcosim/WAVdata/zf2/zf2_02/zf2_02_065.wav', 'sampling_rate': 16000}",UN SO WE SA SIX FIVE FIVE TWO PROCEED TO BEN BOUNZURIGEES FO SIP
airfrans three five six roger good morning squawk seven five three six ,082_0013,"{'array': array([ 0.00341978, -0.00829528, -0.01634594, ..., -0.00147084,
       -0.00128334, -0.00251486], dtype=float32), 'path': 'atcosim/WAVdata/zf2/zf2_02/zf2_02_066.wav', 'sampling_rate': 16000}",F ON THREE FIVE SIX ROGER GAMONING SQUALK SEVEN FIVE THREE SIX
swissair four eight eight good morning radar contact continue climb flight level three one zero ,082_0014,"{'array': array([-0.00392435, -0.00588339, -0.00584127, ..., -0.00467248,
       -0.00849366,  0.        ], dtype=float32), 'path': 'atcosim/WAVdata/zf2/zf2_02/zf2_02_067.wav', 'sampling_rate': 16000}",SWIS A FOR A DAY GOOD MORNING RADAR CONCET CONCERO CLIM FLAT LEVEA TREE ONE ZERO
@ingishire correction foxtrot sierra india descend flight level two five zero ,082_0015,"{'array': array([-0.00580524, -0.00816265, -0.00565106, ...,  0.00065287,
        0.00033937,  0.00216861], dtype=float32), 'path': 'atcosim/WAVdata/zf2/zf2_02/zf2_02_068.wav', 'sampling_rate': 16000}",INDIS CORRECTION FOXTA CHADO IN DIODISAN FLAT OVER TWO FIVE ZERO
airfrans three five six radar contact climb flight level three two zero ,082_0016,"{'array': array([-0.00274283, -0.00617673, -0.00697238, ..., -0.00115096,
        0.00186778, -0.00717961], dtype=float32), 'path': 'atcosim/WAVdata/zf2/zf2_02/zf2_02_069.wav', 'sampling_rate': 16000}",AF ALL STEE FIVE SIX RA OT CONSA CLIME FLIGHT LOVE THREE TWO ZERO
airfrans one five five four own navigation direct fusse contact milan one three four five two bye bye ,082_0017,"{'array': array([-0.00334219, -0.00661374, -0.00740725, ..., -0.00255254,
       -0.00436585,  0.        ], dtype=float32), 'path': 'atcosim/WAVdata/zf2/zf2_02/zf2_02_070.wav', 'sampling_rate': 16000}",FHONSE ONE FIVE FIVE FOU ONAVOGATION DAREFUSU CONSA MILAN ONE THREE FOUR FIVE TWO BYE BYE
aero lloyd five one seven ,082_0018,"{'array': array([-0.00397172, -0.0057316 , -0.00698114, ...,  0.00135827,
        0.00024198,  0.00073794], dtype=float32), 'path': 'atcosim/WAVdata/zf2/zf2_02/zf2_02_071.wav', 'sampling_rate': 16000}",LI FIVE ONE SEVEN
[EMPTY] ,082_0019,"{'array': array([-0.0034519 , -0.00663445, -0.00637711, ..., -0.00226274,
       -0.00227175,  0.        ], dtype=float32), 'path': 'atcosim/WAVdata/zf2/zf2_02/zf2_02_072.wav', 'sampling_rate': 16000}",
~u ~s air one four good morning radar contact call you back with lower ,082_0020,"{'array': array([-0.00317893, -0.00614297, -0.00518524, ...,  0.00061783,
        0.00044696,  0.        ], dtype=float32), 'path': 'atcosim/WAVdata/zf2/zf2_02/zf2_02_073.wav', 'sampling_rate': 16000}",YOU WAS THER ONE FU GOO MORNING RADE A CONCET CA YOU'RE ABOT WE LOWER
speedway three four six nine descend flight level three zero zero ,082_0021,"{'array': array([-0.00283352, -0.00649076, -0.00627756, ...,  0.00021005,
       -0.00231263,  0.        ], dtype=float32), 'path': 'atcosim/WAVdata/zf2/zf2_02/zf2_02_074.wav', 'sampling_rate': 16000}",SPEED WAY THREE FOUR SIX NINE NINETY SEVEN FLAT OV A THREE ZERO ZERO
