transcription,recording_id,audio,model_transcription
merair six nine five two climb now flight level two nine zero ,021_0266,"{'array': array([-0.00518076, -0.01078935, -0.0028596 , ..., -0.00293009,
       -0.00864008,  0.00046802], dtype=float32), 'path': 'atcosim/WAVdata/sm4/sm4_01/sm4_01_104.wav', 'sampling_rate': 16000}",MA A SIX NINE O FIVE TWO CLIMBN OWFLOT OV A TWO NINEA ZERO
tag britannia three oh six alfa identified ,021_0267,"{'array': array([-0.01006544, -0.00865788, -0.00536343, ..., -0.00031707,
       -0.00025542,  0.        ], dtype=float32), 'path': 'atcosim/WAVdata/sm4/sm4_01/sm4_01_105.wav', 'sampling_rate': 16000}",ISLIKE WUT HA N THRE O SIX OF IDENTIFIED
delta mike echo climb to flight level two nine zero ,021_0268,"{'array': array([-0.00359826, -0.00659289, -0.00447091, ..., -0.00449492,
       -0.00811314,  0.00164573], dtype=float32), 'path': 'atcosim/WAVdata/sm4/sm4_01/sm4_01_106.wav', 'sampling_rate': 16000}",TE THA MIC ECO CLIM TO FLOT LEVE TWO NINA ZERO
@aerovic one zero six one descend now flight level two seven zero rate of descent two thousand feet per minute or more ,021_0269,"{'array': array([-0.00529132, -0.007308  , -0.00634106, ..., -0.00546165,
       -0.00535181,  0.00224711], dtype=float32), 'path': 'atcosim/WAVdata/sm4/sm4_01/sm4_01_107.wav', 'sampling_rate': 16000}",A REK ONE ZERO SIX ONE DESENT NOW FLO LEVER TWO SEVEN ZERO ID AF TO SEND TWO THOUSAND FEET PER MINUTE AL MOR
tag nato ten identified ,021_0270,"{'array': array([-0.00919086, -0.00421988,  0.0003397 , ...,  0.00173363,
        0.00542677,  0.        ], dtype=float32), 'path': 'atcosim/WAVdata/sm4/sm4_01/sm4_01_108.wav', 'sampling_rate': 16000}",TO NOT TO TEN IDENTIFY IT
and nato one zero proceed direct to norvenich november oscar romeo sierra ,021_0271,"{'array': array([-0.00289376, -0.00458693, -0.00449514, ...,  0.00075558,
       -0.00021085,  0.        ], dtype=float32), 'path': 'atcosim/WAVdata/sm4/sm4_01/sm4_01_109.wav', 'sampling_rate': 16000}",AND NOT THE ONE ZERO PROCEEDE DIRECT TO NOVINISH NOVEMBER ORSCAROMIO SEA
tag malaysian four identified ,021_0272,"{'array': array([-0.00666498, -0.00620252, -0.00583077, ..., -0.00430141,
       -0.00726559, -0.00731092], dtype=float32), 'path': 'atcosim/WAVdata/sm4/sm4_01/sm4_01_110.wav', 'sampling_rate': 16000}",TALK MELATION BEFORE IDENTIFIED
merair six nine five two continue heading one eight zero now ,021_0273,"{'array': array([-0.00988769, -0.00896041, -0.00215554, ...,  0.00198444,
       -0.00021982,  0.00044459], dtype=float32), 'path': 'atcosim/WAVdata/sm4/sm4_01/sm4_01_111.wav', 'sampling_rate': 16000}",MAH SIX NINE A FIVE TWO CONTINUE HEADING ONE AID ZERO NOW
belgian airforce four four contact rhein one two seven three seven continue current heading ,021_0274,"{'array': array([-0.00715374, -0.01407118, -0.0070538 , ..., -0.00474373,
       -0.00364812,  0.        ], dtype=float32), 'path': 'atcosim/WAVdata/sm4/sm4_01/sm4_01_112.wav', 'sampling_rate': 16000}",BEDROMEN F FOI'S FOUR FOUR CONTACT LINE ONE THRO SEVEN THREE SEVEN CONTINUE CURRENT HEADING
tag gulf air five identified ,021_0275,"{'array': array([-0.00366602, -0.00499233, -0.00296627, ..., -0.0045304 ,
       -0.00698086,  0.00209001], dtype=float32), 'path': 'atcosim/WAVdata/sm4/sm4_01/sm4_01_113.wav', 'sampling_rate': 16000}",TALK AOUT T OU FIVE IDENTIFIED
ta= tag merair six nine four four identified climb flight level two seven zero ,021_0276,"{'array': array([-0.00851862, -0.01115752, -0.00281229, ..., -0.00797558,
       -0.00393507, -0.01497093], dtype=float32), 'path': 'atcosim/WAVdata/sm4/sm4_01/sm4_01_114.wav', 'sampling_rate': 16000}",O TOM MA SIX NINE FOUR FOUR IDENTIFIED CLAMFLA OF TE TWO SEVEN ZERO
tag swissair nine three five nine identified ,021_0277,"{'array': array([-0.00194935, -0.0118902 , -0.00775895, ...,  0.00144725,
       -0.00221807,  0.        ], dtype=float32), 'path': 'atcosim/WAVdata/sm4/sm4_01/sm4_01_115.wav', 'sampling_rate': 16000}",THUS WAS A NINE THREE FIVE NINE IDENTIFIED
lufthansa five five zero four contact rhein correction zurich one three four six tschuss ,021_0278,"{'array': array([-8.9588864e-03, -1.4161144e-02, -1.8172277e-03, ...,
       -1.3692242e-04, -2.8914612e-05,  0.0000000e+00], dtype=float32), 'path': 'atcosim/WAVdata/sm4/sm4_01/sm4_01_116.wav', 'sampling_rate': 16000}",LOOFED UNDH FIVE FIVE ZERO FOUR CONTACT ION COLLECTION SUISH MONTHRE FOUR SIXTRAS
merair six nine five two direct to trasadingen now ,021_0279,"{'array': array([-7.0483857e-03, -5.9230905e-03,  1.9739149e-03, ...,
        1.0828476e-03, -1.3408929e-05,  0.0000000e+00], dtype=float32), 'path': 'atcosim/WAVdata/sm4/sm4_01/sm4_01_117.wav', 'sampling_rate': 16000}",MA SIX NINE FIVE TWO DIRECT DEPOSITING AND AL
adria one six two seven rhein one three two four tschuss ,021_0280,"{'array': array([-0.01054383, -0.00698117, -0.01179418, ...,  0.00129888,
       -0.0001821 ,  0.        ], dtype=float32), 'path': 'atcosim/WAVdata/sm4/sm4_01/sm4_01_118.wav', 'sampling_rate': 16000}",OUT OF YOUR ONE SIX TO SEVEN LINE ONE THRE TWO FORTRIS
nato one zero contact rhein one two seven three seven tschuss ,021_0281,"{'array': array([-0.00130981, -0.00879997, -0.00865826, ...,  0.00124685,
        0.00049776,  0.        ], dtype=float32), 'path': 'atcosim/WAVdata/sm4/sm4_01/sm4_01_119.wav', 'sampling_rate': 16000}",NOT THE ONE ZERO CONTACT LINE ONE TWO SEVEN THREE SEVEN TROOPS
alitalia one three five guten tag identified ,021_0282,"{'array': array([-0.009455  , -0.0067247 ,  0.00018094, ...,  0.00015991,
        0.00117576,  0.        ], dtype=float32), 'path': 'atcosim/WAVdata/sm4/sm4_01/sm4_01_120.wav', 'sampling_rate': 16000}",I D TELL YOU I WANT TO TAKE FIVE COULDN'T TAG IDENTIFY ID
malaysian four contact rhein one two seven three seven tschuss ,021_0283,"{'array': array([-0.00749843, -0.00712641,  0.0018648 , ..., -0.00198227,
        0.0019876 , -0.00148952], dtype=float32), 'path': 'atcosim/WAVdata/sm4/sm4_01/sm4_01_121.wav', 'sampling_rate': 16000}",LASION FOR CONTECT LINE ONE TO SEVEN THREE SEVEN TRIS
lufthansa five two one seven guten tag identified proceed direct to dinkelsbuhl ,021_0284,"{'array': array([-0.00278851, -0.00277126, -0.00341142, ..., -0.00051212,
        0.00145234,  0.00083118], dtype=float32), 'path': 'atcosim/WAVdata/sm4/sm4_01/sm4_01_122.wav', 'sampling_rate': 16000}",LIFT UNDER FIVE TO ONE SEVEN WOULDN'T TAG IDENTIFY IT PLUS HE DI IKE TO DINKIS BU
tag delta india november alfa identified ,021_0285,"{'array': array([-0.00146341, -0.00405026, -0.00559619, ..., -0.00187127,
        0.00686598,  0.00032496], dtype=float32), 'path': 'atcosim/WAVdata/sm4/sm4_01/sm4_01_123.wav', 'sampling_rate': 16000}",THOUGHT THAT UH AND YOU KNOW  MODIF IDENTIFIED
tag steel eight eight identified ,021_0286,"{'array': array([-0.00948722, -0.01150332, -0.00325728, ..., -0.00088775,
       -0.00123003,  0.        ], dtype=float32), 'path': 'atcosim/WAVdata/sm4/sm4_01/sm4_01_124.wav', 'sampling_rate': 16000}",TALKS TO OU LAT AIN'T IDENTIFIED
[EMPTY] ,021_0287,"{'array': array([-0.00506545, -0.00671055,  0.0033837 , ..., -0.00545679,
       -0.00859934,  0.00249903], dtype=float32), 'path': 'atcosim/WAVdata/sm4/sm4_01/sm4_01_125.wav', 'sampling_rate': 16000}",
tag sunwing five two one two identified ,021_0288,"{'array': array([-0.00535429, -0.01106062, -0.00612305, ..., -0.00124756,
        0.00027374, -0.00381007], dtype=float32), 'path': 'atcosim/WAVdata/sm4/sm4_01/sm4_01_126.wav', 'sampling_rate': 16000}",TOCK ON RINGNG FIVE TO ONE TWO IDENTIFIED
tag sunwing five two one four identified as well ,021_0289,"{'array': array([-0.00446506, -0.00398845, -0.00265916, ...,  0.00053898,
       -0.00174523,  0.        ], dtype=float32), 'path': 'atcosim/WAVdata/sm4/sm4_01/sm4_01_127.wav', 'sampling_rate': 16000}",TAXON OING FIVE TO ONE FO IDENTIFIED US BU
alitalia one five zero rhein one two seven three seven tschuss ,021_0290,"{'array': array([-0.00919047, -0.01212559, -0.00636121, ..., -0.00228454,
        0.00094001, -0.00388373], dtype=float32), 'path': 'atcosim/WAVdata/sm4/sm4_01/sm4_01_128.wav', 'sampling_rate': 16000}",I DI TELL YUR ONE FIVE ZERO LINE ONE TO SEVEN THREE SEVEN TRUS
merair six nine five two contact zurich one three four six ,021_0291,"{'array': array([-0.00718074, -0.01009096, -0.00696394, ...,  0.00185699,
       -0.00228483,  0.        ], dtype=float32), 'path': 'atcosim/WAVdata/sm4/sm4_01/sm4_01_129.wav', 'sampling_rate': 16000}",MA  SIX NINE FIVE TWO CONDUCT TLESS ON THRE FOUR SIX
delta india mike mike echo zurich one three four six tschuss ,021_0292,"{'array': array([-0.00115036, -0.00416323, -0.00807307, ..., -0.00055919,
        0.00150082, -0.00264196], dtype=float32), 'path': 'atcosim/WAVdata/sm4/sm4_01/sm4_01_130.wav', 'sampling_rate': 16000}",THEYRE ON NEAR MIC MIC ECOS ULISH MONTHLY FORSIX TRUS
delta charlie india november alfa climb flight level two seven zero ,021_0293,"{'array': array([-0.00933884, -0.00551479, -0.00618829, ...,  0.0004276 ,
       -0.00213627,  0.        ], dtype=float32), 'path': 'atcosim/WAVdata/sm4/sm4_01/sm4_01_131.wav', 'sampling_rate': 16000}",YAH THEY'RS PROBABLY IN THEER NOVEMBER I FOK LAN FLODAOVER TWO SEVEN ZERO
tag tunair four eight zero two identified ,021_0294,"{'array': array([-0.00465874, -0.00894511, -0.00643373, ...,  0.00212441,
       -0.00539601,  0.        ], dtype=float32), 'path': 'atcosim/WAVdata/sm4/sm4_01/sm4_01_132.wav', 'sampling_rate': 16000}",TATONA FIZEO TO IDENTIFY IT
[HNOISE] merair six nine four four climb now flight level three one zero one thousand five hundred or more ,021_0295,"{'array': array([-0.01110328, -0.00293316, -0.0022386 , ...,  0.00056659,
        0.00041288,  0.        ], dtype=float32), 'path': 'atcosim/WAVdata/sm4/sm4_01/sm4_01_133.wav', 'sampling_rate': 16000}",MA A SIX NINE O FOUR FORKLI'M NOW FRIHT IVEA THREE ONE ZERO ONE THOUSAND FIVE HUNDRED OR MORE
[EMPTY] ,021_0296,"{'array': array([-0.00503235, -0.00634871, -0.00811339, ..., -0.00936969,
       -0.0042637 ,  0.        ], dtype=float32), 'path': 'atcosim/WAVdata/sm4/sm4_01/sm4_01_134.wav', 'sampling_rate': 16000}",
tag alitalia three six nine identified ,021_0297,"{'array': array([-0.00877013, -0.01177782, -0.00865732, ..., -0.00246352,
        0.0015197 , -0.00179343], dtype=float32), 'path': 'atcosim/WAVdata/sm4/sm4_01/sm4_01_135.wav', 'sampling_rate': 16000}",TAGR I LEST O  THREE SIX NINE IDENTIFIED
tarom three seven four rhein one three two four tschuss ,021_0298,"{'array': array([-0.00819914, -0.00380734,  0.00308227, ..., -0.00863163,
       -0.00615118,  0.        ], dtype=float32), 'path': 'atcosim/WAVdata/sm4/sm4_01/sm4_01_136.wav', 'sampling_rate': 16000}",TOLOM THREE SEVEN FOUR LINE ONE THREE TWO FORTRESS
tarom three seven four ,021_0299,"{'array': array([-7.6031825e-04, -1.1175574e-02, -1.0359591e-02, ...,
        6.3438078e-05, -1.6216106e-03,  0.0000000e+00], dtype=float32), 'path': 'atcosim/WAVdata/sm4/sm4_01/sm4_01_137.wav', 'sampling_rate': 16000}",TOLAM PLESE HAVEEN'T FALL
tarom three seven four rhein one three two decimal four ,021_0300,"{'array': array([-3.2768196e-03, -1.1083563e-02, -8.5620349e-03, ...,
        7.9815858e-05,  3.4239157e-03, -3.4497858e-03], dtype=float32), 'path': 'atcosim/WAVdata/sm4/sm4_01/sm4_01_138.wav', 'sampling_rate': 16000}",TA OM THREE SEVEN FOUR LINE ONE THREE TWO DESIMMA FOUR
swissair nine three five nine descend now flight level three one zero ,021_0301,"{'array': array([-0.00438821, -0.00588317, -0.00515904, ..., -0.00096557,
        0.00271101, -0.00171304], dtype=float32), 'path': 'atcosim/WAVdata/sm4/sm4_01/sm4_01_139.wav', 'sampling_rate': 16000}",S WAS THAT NINE O THREE FIVE NINE TY SEND AND I'L FLY LIVER TREE ONE ZERO
@aerovic one zero six one milano one three four five two tschuss ,021_0302,"{'array': array([-3.6560798e-03, -1.0983423e-02, -6.8958229e-03, ...,
        3.0793370e-05,  8.5845886e-04,  0.0000000e+00], dtype=float32), 'path': 'atcosim/WAVdata/sm4/sm4_01/sm4_01_140.wav', 'sampling_rate': 16000}",AAVIK ONE ZERO SIX ONE MILANO MONTHRLEY FOUR FIVE TWO TRIS
gulf air five contact rhein one two seven three seven tschuss ,021_0303,"{'array': array([-0.00419242, -0.00921411, -0.00598841, ..., -0.00119202,
       -0.00951858, -0.00166719], dtype=float32), 'path': 'atcosim/WAVdata/sm4/sm4_01/sm4_01_141.wav', 'sampling_rate': 16000}",A AH FIVE CONTECT LINE ONE TO SEVEN PLE SEVEN TRUS
britan= britannia three zero six alfa rhein one two seven three seven tschuss ,021_0304,"{'array': array([-1.6023465e-02, -9.1182869e-03, -5.5939401e-04, ...,
        2.4896930e-03,  5.5626370e-03, -3.8045386e-05], dtype=float32), 'path': 'atcosim/WAVdata/sm4/sm4_01/sm4_01_142.wav', 'sampling_rate': 16000}",BUT ON WHAT TIM YOU HA THREE EO SIX AUTOFOL LINE ONE TRO SEVEN THREE SEVEN TRUS
swissair nine three five nine contact rhein one three two four tschuss ,021_0305,"{'array': array([-0.00424851, -0.00971777, -0.01291978, ..., -0.00718664,
       -0.0035508 ,  0.        ], dtype=float32), 'path': 'atcosim/WAVdata/sm4/sm4_01/sm4_01_143.wav', 'sampling_rate': 16000}",SO WAS THAT NINE THREE FIVE NINE CONTECTRYAN ONE THREE TWO FORTRISS
lufthansa five two one seven descend now flight level three one zero ,021_0306,"{'array': array([-0.00249003, -0.01420351, -0.01536644, ..., -0.00376045,
       -0.00790902,  0.        ], dtype=float32), 'path': 'atcosim/WAVdata/sm4/sm4_01/sm4_01_144.wav', 'sampling_rate': 16000}",LEFT UNTHER FIVE TWO ONE SEVENTY SENTAN OFFA LOT OER THREE ONE ZERO
five two one seven rhein one three two four tschuss ,021_0307,"{'array': array([-0.00797541, -0.01387168, -0.00463981, ...,  0.00203703,
        0.00300213, -0.00755232], dtype=float32), 'path': 'atcosim/WAVdata/sm4/sm4_01/sm4_01_145.wav', 'sampling_rate': 16000}",A FIVE TWO ONE SEVEN LIN ONE THREE TWO FORTRISS
tag algerie two zero seven three identified climb flight level two five zero continue current heading ,021_0308,"{'array': array([-3.4605432e-03, -1.3910813e-02, -6.5334975e-03, ...,
       -1.3374739e-03,  1.0666130e-03, -8.0824539e-06], dtype=float32), 'path': 'atcosim/WAVdata/sm4/sm4_01/sm4_01_146.wav', 'sampling_rate': 16000}",TOGRADUALLY TWO ZERO SEVEN THREE IDENTIFIED CALAM FLATOF A TWO FIVE ZERO CONTINUOR CURRENT HEADING
delta india bravo echo charlie guten tag identified ,021_0309,"{'array': array([-0.00502005, -0.00967966, -0.0066783 , ..., -0.00105939,
        0.00069892, -0.00176679], dtype=float32), 'path': 'atcosim/WAVdata/sm4/sm4_01/sm4_01_147.wav', 'sampling_rate': 16000}",THERE'S ANYAMAVA ECOTRA LEA WIT TALK IDENTIFY IT
steel eight eight contact rhein one three two decimal four tschuss ,021_0310,"{'array': array([-0.00895138, -0.01004303, -0.00349498, ..., -0.04129093,
       -0.03682266,  0.000995  ], dtype=float32), 'path': 'atcosim/WAVdata/sm4/sm4_01/sm4_01_148.wav', 'sampling_rate': 16000}",STEEL EIGHT EIGHT CONTACT LINE ONE THREE TWO DESIMATE FORTRESS
meridiana six nine four four contact zurich one three four six tschuss ,021_0311,"{'array': array([-0.00455736, -0.00897874, -0.00782668, ..., -0.00808755,
       -0.00037399,  0.        ], dtype=float32), 'path': 'atcosim/WAVdata/sm4/sm4_01/sm4_01_149.wav', 'sampling_rate': 16000}",NIDIN A SIX NINE FOUR FOUR CONTECT TE TUISH MONTHLY FOUR SIX TRUS
tag aero lloyd five six two identified climb flight level two seven zero ,021_0312,"{'array': array([-3.7449938e-03, -5.8876993e-03, -9.3476214e-03, ...,
        1.1092190e-03, -6.8222049e-05,  6.6815887e-04], dtype=float32), 'path': 'atcosim/WAVdata/sm4/sm4_01/sm4_01_150.wav', 'sampling_rate': 16000}",THU OT FIVE SIX TWO IDENTIFIED CLAMFLOT OF THE TWO SEVEN ZERO
[EMPTY] ,021_0313,"{'array': array([-0.01041324, -0.01639923, -0.00881112, ..., -0.00313174,
        0.00157978, -0.00139062], dtype=float32), 'path': 'atcosim/WAVdata/sm4/sm4_01/sm4_01_151.wav', 'sampling_rate': 16000}",
britannia three zero six alfa ,021_0314,"{'array': array([-0.00373021, -0.00486743, -0.00359597, ..., -0.00473564,
       -0.00701952, -0.00050381], dtype=float32), 'path': 'atcosim/WAVdata/sm4/sm4_01/sm4_01_152.wav', 'sampling_rate': 16000}",BATIM YOU THREE ZERO SIX AFA
algerie two zero seven three climb now flight level two nine zero ,021_0315,"{'array': array([-0.00198742, -0.00567291, -0.00794748, ..., -0.00103383,
        0.00098521,  0.        ], dtype=float32), 'path': 'atcosim/WAVdata/sm4/sm4_01/sm4_01_153.wav', 'sampling_rate': 16000}",IDREE TWO ZERO SEVEN THREE CLIMNOWN FR LOT LEER TWO NINEA ZERO
[HNOISE] aero lloyd five six two climb flight level two nine zero continue current heading ,021_0316,"{'array': array([-0.00371373, -0.00517664, -0.00513121, ..., -0.0080926 ,
       -0.00430445,  0.        ], dtype=float32), 'path': 'atcosim/WAVdata/sm4/sm4_01/sm4_01_154.wav', 'sampling_rate': 16000}",AO O FIVE SIX TWO KLAM FLO EVER TWO NINE A ZERO CONTINUE CURRENT HEADING
tag scandinavian six eight seven identified ,021_0317,"{'array': array([ 0.00119427, -0.00576292, -0.00700036, ..., -0.00632677,
       -0.00791278,  0.        ], dtype=float32), 'path': 'atcosim/WAVdata/sm4/sm4_01/sm4_01_155.wav', 'sampling_rate': 16000}",TA SCANDINAVIY IN SIX EIGHT SEVEN IDENTIFI IT
sunwing five two one four descend now flight level three seven zero ,021_0318,"{'array': array([-0.00137681, -0.01105946, -0.00290873, ...,  0.00030993,
       -0.00021251,  0.        ], dtype=float32), 'path': 'atcosim/WAVdata/sm4/sm4_01/sm4_01_156.wav', 'sampling_rate': 16000}",SON WING FIVE TWO ONE FOUR DECENT NOW FLY LIVEER THREE SEVEN ZERO
alitalia four six nine guten tag identified ,021_0319,"{'array': array([-0.00426479, -0.00764787, -0.00771   , ..., -0.00129072,
       -0.00040071, -0.00456255], dtype=float32), 'path': 'atcosim/WAVdata/sm4/sm4_01/sm4_01_157.wav', 'sampling_rate': 16000}",I  TELL YOU FOUR SIX NINE WOULDN'T TAG IDENTIFI ED
alitalia one three five what is you mach number ,021_0320,"{'array': array([-0.00095643, -0.00319636, -0.00705142, ..., -0.00528348,
       -0.00668221,  0.        ], dtype=float32), 'path': 'atcosim/WAVdata/sm4/sm4_01/sm4_01_158.wav', 'sampling_rate': 16000}",I I TELL YOU ONE THREE FIVE FOUR TO SO MA NUMBER
roger break alitalia three six nine what is your mach number ,021_0321,"{'array': array([-0.00448433, -0.00569061, -0.00515888, ..., -0.01118849,
       -0.00592038,  0.        ], dtype=float32), 'path': 'atcosim/WAVdata/sm4/sm4_01/sm4_01_159.wav', 'sampling_rate': 16000}",ODRA BLAKE I L TELL YOU A THREE SIX NINE I WAT IS YOUR MAH NUMBER
roger three six nine direct to trasadingen expect descent in about one minute ,021_0322,"{'array': array([-6.60119113e-03, -1.22240670e-02, -1.52261425e-02, ...,
        7.78319314e-04,  3.54312760e-05,  0.00000000e+00], dtype=float32), 'path': 'atcosim/WAVdata/sm4/sm4_01/sm4_01_160.wav', 'sampling_rate': 16000}",I DRU THRE SIX NINE DOLLAR TOO CLOSETING AND EXPECT TO SEND IN ABOUT ONE MINUTE
air algerie two zero seven three direct to trasadingen ,021_0323,"{'array': array([-0.00538356, -0.00823754, -0.00070832, ..., -0.0018191 ,
        0.00245347, -0.00614353], dtype=float32), 'path': 'atcosim/WAVdata/sm4/sm4_01/sm4_01_161.wav', 'sampling_rate': 16000}",A USUALLY TWO ZERO SEVEN THREE DIRECTO COSETING AND
tag lufthansa four two one nine identified ,021_0324,"{'array': array([-0.00659454, -0.00499327, -0.00363451, ...,  0.00125774,
        0.00037531,  0.        ], dtype=float32), 'path': 'atcosim/WAVdata/sm4/sm4_01/sm4_01_162.wav', 'sampling_rate': 16000}",I LOKED ONDT FOURH TO ONE NINE IDENTIFIED
tag lufthansa three five zero eight identified climb flight level two five zero ,021_0325,"{'array': array([-0.00793855, -0.0174608 , -0.00278015, ..., -0.00382878,
       -0.01016619, -0.00058289], dtype=float32), 'path': 'atcosim/WAVdata/sm4/sm4_01/sm4_01_163.wav', 'sampling_rate': 16000}",TAK LOST ON THA THREE FIVE SERO EIGHT IDENTIFIED CLAMFLOT LEVEL TWO FIVE SERO
aero lloyd five six two direct to trasadingen ,021_0326,"{'array': array([-0.00463402, -0.01231074, -0.00792843, ..., -0.00996824,
        0.00153781, -0.0075005 ], dtype=float32), 'path': 'atcosim/WAVdata/sm4/sm4_01/sm4_01_164.wav', 'sampling_rate': 16000}",A O IT FIVE SIX TWO DIRECT DETOSETINGN
delta echo charlie direct to dinkelsbuhl ,021_0327,"{'array': array([-0.00777205, -0.0078603 ,  0.00121369, ..., -0.01071918,
       -0.00465855,  0.        ], dtype=float32), 'path': 'atcosim/WAVdata/sm4/sm4_01/sm4_01_165.wav', 'sampling_rate': 16000}",THEY'RE TO ECKO TRALY DIRECT TO DINKASBU
tag lufthansa three three three zero identified climb flight level two five zero continue heading ,021_0328,"{'array': array([-0.003742  , -0.00673498, -0.0046533 , ..., -0.00113247,
        0.00109329, -0.00028107], dtype=float32), 'path': 'atcosim/WAVdata/sm4/sm4_01/sm4_01_166.wav', 'sampling_rate': 16000}",TAK LOST UNDER THREE THREE THREE ZERO IDENTIFIED CLAMP FLOD E TWO FIVE CERO CONTINUE HEADING
alitalia three six nine descend now flight level three one zero one thousand five hundred feet f= per minute or more ,021_0329,"{'array': array([-0.00492141, -0.00884585, -0.0079068 , ..., -0.00249391,
        0.00132113, -0.01179894], dtype=float32), 'path': 'atcosim/WAVdata/sm4/sm4_01/sm4_01_167.wav', 'sampling_rate': 16000}",I LITALOA THREE SIX NINE TCENT AND O FLOAT OVER THREE ONE ZERO ONE THOUSAND FIVE HUNDRED FEET FROM PER MINUTE OR MORE
aero lloyd five six two expect further climb in about two minutes one coming clear of opposite traffic one thousand feet higher later on ,021_0330,"{'array': array([-0.00728483, -0.01675346, -0.01453408, ..., -0.00570228,
       -0.01012208, -0.00522081], dtype=float32), 'path': 'atcosim/WAVdata/sm4/sm4_01/sm4_01_168.wav', 'sampling_rate': 16000}",YA ALTHOUGH IT FIVE SIX TWO EXPECT FURTHER CLIMBING ABOUT TWO MINUTES AN ON COMING CLIFF OPPOSITE TRAFFIC ONE THOUSAND FEET HIGH LATE ON
lufthansa three five zero eight climb flight level two eight zero now ,021_0331,"{'array': array([-0.00914462, -0.00753857, -0.00444731, ...,  0.00247607,
       -0.00475818,  0.        ], dtype=float32), 'path': 'atcosim/WAVdata/sm4/sm4_01/sm4_01_169.wav', 'sampling_rate': 16000}",LOTIMS A THREE FIVE ZERO EIGHT CLAM FOR LIGT LEVER AT TWO EIGHT ZERO NOW
alitalia one three five contact zurich one three four six tschuss ,021_0332,"{'array': array([-0.00817881, -0.00344525,  0.00095748, ..., -0.00484678,
       -0.00320134, -0.00919527], dtype=float32), 'path': 'atcosim/WAVdata/sm4/sm4_01/sm4_01_170.wav', 'sampling_rate': 16000}",I LITALIA ONE THREE FIVE CONTACT SUAGH MONTHLY FOUR SEXTRAS
tag lufthansa four five eight two identified ,021_0333,"{'array': array([-3.0460453e-03, -7.4443421e-03, -5.6163576e-03, ...,
       -4.4992678e-03, -7.3851971e-03,  3.8068356e-05], dtype=float32), 'path': 'atcosim/WAVdata/sm4/sm4_01/sm4_01_171.wav', 'sampling_rate': 16000}",I LOOKED ON THE FOUR FIVE EIGHT TWO IDENTIFIED
tunis air four eight zero two contact rhein one two seven three seven tschu ,021_0334,"{'array': array([-0.00664578, -0.00971149, -0.00997569, ..., -0.00014407,
        0.00127318, -0.00275558], dtype=float32), 'path': 'atcosim/WAVdata/sm4/sm4_01/sm4_01_172.wav', 'sampling_rate': 16000}",SON AS THE FOUR IGHT ZERO TWO CONTACT IN ONE TO SEVEN THREE SEVEN TRU
sunwing five two one two contact zurich one three four six tschuss ,021_0335,"{'array': array([-0.00961862, -0.00460117,  0.00178572, ..., -0.00797281,
       -0.00235475,  0.        ], dtype=float32), 'path': 'atcosim/WAVdata/sm4/sm4_01/sm4_01_173.wav', 'sampling_rate': 16000}",SOIND MENG FIVE TWO ONE TWO CONTACT TISH MONTHLY FOSXTRUS
sunwing five two one two correction sunwing five two one four zurich one three three four tschuss ,021_0336,"{'array': array([-5.4564057e-03, -6.4768218e-03, -1.8022331e-05, ...,
       -7.2399499e-03, -5.0025489e-03,  0.0000000e+00], dtype=float32), 'path': 'atcosim/WAVdata/sm4/sm4_01/sm4_01_174.wav', 'sampling_rate': 16000}",SOUNDWING FIVE TO ONE TWO COLLECTION SOUNWING FIVE TO ONE FOURT SUASH ONE THREE THREE FORTRES
aero lloyd five six two climb flight level three one zero now ,021_0337,"{'array': array([-0.00902236, -0.00146228, -0.00243432, ..., -0.00877018,
       -0.0014161 ,  0.        ], dtype=float32), 'path': 'atcosim/WAVdata/sm4/sm4_01/sm4_01_175.wav', 'sampling_rate': 16000}",ALLOH IT FIVE SIX TWO CLIM FLOT LET TREE VUN ZERO NOW
lufthansa three three three zero climb flight level two nine zero ,021_0338,"{'array': array([-0.00479549, -0.00730827, -0.005193  , ..., -0.00481367,
       -0.00688928,  0.00491739], dtype=float32), 'path': 'atcosim/WAVdata/sm4/sm4_01/sm4_01_176.wav', 'sampling_rate': 16000}",LOFET UNDER THREE THREE THREE ZERO CAND FLI LEVER TWO NINEA ZERO
lufthansa three five zero eight continue climb flight level two nine zero ,021_0339,"{'array': array([-0.00325142, -0.0065839 , -0.0056455 , ..., -0.00804148,
        0.00215194, -0.0008533 ], dtype=float32), 'path': 'atcosim/WAVdata/sm4/sm4_01/sm4_01_177.wav', 'sampling_rate': 16000}",LOFT ONTHE THREE FIVE ZERO EIGHT CONTINUE CLAM FLI LEVER TWO NINEA ZERO
delta india bravo echo charlie descend now flight level three seven zero ,021_0340,"{'array': array([-5.5593313e-03, -1.1288481e-02, -5.4094042e-03, ...,
       -3.3377804e-05,  5.8129430e-04,  0.0000000e+00], dtype=float32), 'path': 'atcosim/WAVdata/sm4/sm4_01/sm4_01_178.wav', 'sampling_rate': 16000}",DERTENIA BARVA ECOTRALI DECENT NOW FLI LIVER TREE SEVEN ZERO
