transcription,recording_id,labels,model_transcription
november one four five whiskey identified cleared aosta st prex dijon climb to flight level three eight zero ,081_0161,"[3 3 3 3 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 3 3 3
 3 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 4 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3
 3 4 3 3 4 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4]",NO MOENT FOR FIVE WHISKERANTIFIED CLEODOSA SAINT PREDIJON CLIMBED TO FRETLEVALTRI EZERO
lufthansa four four one six fly heading one seven five ,091_0231,"[3 3 3 3 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 3 4 3 3 3 4 3 3 3 3 3
 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4]",LUFLANZA FOUR FOUR ONE SIX FLY HEADING ONE SEVEN FIVE
united six nine own navigation to fusse ,111_0142,"[3 3 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 3 3 3 3 3 3 3 3 4 3 3 4 3 3 3
 3 3 4]",UNITED SIX NINER ON NAVIGATION TO FUSE
alitalia four one six own navigation to zurich east ,101_0968,"[3 3 3 3 3 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 3 4 3 3 3 4 3 3 3 3 3 3 3 3 3 3 4
 3 3 4 3 3 3 3 3 3 4 3 3 3 3 4]",MA LITALIA FOR ONE SIKES OW NAVIGATION TO ZORIGIS
alright one three three one five please ,101_0459,"[3 3 3 3 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3
 3 3 4]",ARAT ONE TREE TREE ONE FA PLEASE
swissair seven eight three romeo radar contact ,041_0538,"[3 3 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3
 3 4 3 3 3 3 3 3 3 4]",SWISE SEVEN ATRI ROMEO REDA CONTEC
aero lloyd five nine zero milan one three four five two good bye ,081_0386,"[3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3
 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 4]",ERELOID FIVE NINE ZERO MILLAR AND ONE THREE FOUR FIVE TUGUBI
lufthansa four seven zero zero climb flight level two nine zero ,041_0232,"[3 3 3 3 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 4
 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 4]",LEFED ON DE FOUR SEVEN ZERO ZERO CLAMFLIT LEVEL TWO NINE ZERO
spar eight nine for further climb contact radar on one three three decimal four and ah state your heading to radar bye bye ,101_0078,"[3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3
 3 3 3 3 4 3 3 3 3 3 4 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 3 3
 4 3 3 3 3 4 3 3 3 4 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 3 3 4 3 3 4 3 3
 3 3 3 4 3 3 3 4 3 3 3 4]",SPAR EIGHT NINAR FOUR FOOT A CLIMB CONTARATOR ON ONE TREE TREE DOESN'T MOVE FOUR AND E STATE YOUR HEADING TO RADAR BABI
swissair nine three five nine contact rhein frequency one three two decimal four ,061_0496,"[3 3 3 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 3 3
 4 3 3 3 3 3 4 3 3 3 3 3 3 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 3 3 3
 3 4 3 3 3 3 4]",SPIZA NINETHR FIVE NINE CONTACT RINE FRAGUENCY ONE TRE TWO DESIMEL FOUR
foxtrot sierra india climb flight level three five zero ,031_0006,"[3 3 3 3 3 3 3 4 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 3 4 3 3 3
 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4]",FOXSTROT CIRA INDIA CLIMB FLAT LEVEL THREE FIVE CYLON
~k ~l ~m three four six identified ,041_0006,[3 3 4 3 3 4 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 3 3 3 3 3 3 3 3 4],CILUM THREE FOUR SIX IDENTIFIED
affirm ,041_0189,[3 3 3 3 3 3 4],EPAM
is that lufthansa four two zero seven ,021_0552,"[3 3 4 3 3 3 3 4 3 3 3 3 3 3 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 3
 4]",THE LOFTANS ARE FOUR TWO ZERO SEVEN
affirm ,041_0091,[3 3 3 3 3 3 4],AFIRM
tarom three seven four contact rhein radar one three two decimal four ,031_0664,"[3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 3 3 4
 3 3 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 3 4]",TAANTRE SEVEN FOUR CONTACT RIN RADA ONE THREE TWO DE SIMIL FOUR
lufthansa eight two two one descend flight level two nine zero ,082_0106,"[3 3 3 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 4 3 3 3 4 3 3 3 3 3 3 3 4 3
 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 4]",LOFTANS A EGH TW TWO ONE DISCEN FLIGT LEVER TWO NINE ZERO
alitalia three seven zero bonjour squawk five seven four zero ,071_0892,"[3 3 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3
 3 3 3 4 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4]",DELA TRE SEVEN ZERO BON JOR SQUOK FIVE SEVEN FOUR ZIRRO
cross air two six nine zero climb to flight level two nine zero ,071_0454,"[3 3 3 3 3 4 3 3 3 4 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 4 3 3 4
 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 4]",COS ER TO SIX NANCERO CLIMB TO FLAT LEVEL TO UNANTIRO
tunair four six nine four good afternoon squawk two seven five six ,101_0843,"[3 3 3 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 3
 3 3 3 4 3 3 3 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 4]",TWO NER FOUR SIX NINE O FOUR GOOD AFTERNOON SQUAWK TWO SEVEN FIVE SIX
transwede three five seven one contact reims one three four decimal four good bye ,092_0202,"[3 3 3 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 3 3 3
 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 3 4 3
 3 3 3 4 3 3 3 4]",TRANSLATE THRE FIVE SEVEN ONE CONTACTRAS ONE THREE FOR DESIMAL FORGMAI
speedbird five eight zero contact milano one two five eight five good bye ,071_0387,"[3 3 3 3 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3
 3 3 3 4 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 4]",SPEIDBOT FIVE EIGHT ZERO CONTAC MILANO ONE TWO FIVE EIGHT FIVE BA
lufthansa five five zero four contact zurich one three four decimal six ,012_0272,"[3 3 3 3 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 3 3
 4 3 3 3 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 4]",LOTANZA FIVE FIVE ZERO FOUR CONTIC SUICH ONE THREE FOUR DISSIMAL SIX
and air berlin five zero eight one geneva one three three one five tschuss ,111_0076,"[3 3 3 4 3 3 3 4 3 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3
 3 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 3 3 3
 4]",AND TER BERLIN FIVE SROIGHT ONE GENEVA ON THREE TEE ONE FIVE CHES
leisure six zero two four contact rhein one two seven decimal three seven ,031_0411,"[3 3 3 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3
 3 3 4 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4]",LESERE SIX ZERO TWO FOUR QUONTECTRINE ONE TWO SEVEN DESIMAL THREE SEVEN
lufthansa four four one six zurich on one three four decimal six ,012_0122,"[3 3 3 3 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 3 4 3 3 3 3 3 3 4 3 3
 4 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 4]",LOVTANZA FOUR FOUR ONE SIXTH TURISHON ONE THREE FOUR DHE SMALL SIX
okay ah descend to flight level three four zero and turn right one zero degrees ,081_0883,"[3 3 3 3 4 3 3 4 3 3 3 3 3 3 3 4 3 3 4 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3
 4 3 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3
 3 3 3 3 3 4]",O K A DESCEND FLIGHT LEVEL THREE FOUR ZERO AND TURN RIGHT ONE ZEROW DEGREES
[HNOISE] merair six nine four four climb now flight level three one zero one thousand five hundred or more ,021_0295,"[ 3 11  9  8 10 12  5  3  4  3  3  3  3  3  3  4  3  3  3  4  3  3  3  3
  4  3  3  3  3  4  3  3  3  3  4  3  3  3  3  3  4  3  3  3  4  3  3  3
  3  3  3  4  3  3  3  3  3  4  3  3  3  3  3  4  3  3  3  4  3  3  3  3
  4  3  3  3  4  3  3  3  3  3  3  3  3  4  3  3  3  3  4  3  3  3  3  3
  3  3  4  3  3  4  3  3  3  3  4]",MAYOR SIX NINE O FOUR FOUR CLAMB NOW FLIED OVER TREE ONE ZERO ONE THOUSAND FIVE HUNDRED OR MORE
swissair six five five two descend to flight level two six zero ,111_0494,"[3 3 3 3 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 3 3 3 3 3 4 3 3
 4 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 4 3 3 3 3 4]",SWISS ASSEX FIVE FIVE TWU D CENTERFLIGHT LEVE TWO SIXTY RO
nato one zero proc= contact rhein one two seven three seven tschuss ,031_0288,"[3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3
 4 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 3 3 4]",NATO AN ZIROP WAS CONTACT RINE ONE TO SEVEN THR SEVEN TROOPS
cross air six eight zero bonjour cleared st prex then direct bilsa climb to flight level two nine zero ,081_0001,"[3 3 3 3 3 4 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 3
 3 3 3 4 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3
 3 4 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 4]",OSEYA SIXET ZERO BONJOUX CLERD SAINT PRE DEN DIRECT BILSA CLAIME TO PLAEVIL TWO NINE ZERO
swissair six five five two climb to flight level two nine zero ,091_0100,"[3 3 3 3 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 4 3
 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 4]",SPICER SIX FIVE FIVE TWO CLIMBED TO FLIGHT LEVEL TWO NINE ZERO
good afternoon spar eight nine squawk two seven seven four ,101_0330,"[3 3 3 3 4 3 3 3 3 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 3
 4 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4]",GOOD AFTERNOON SPAR EIHT NINE O SQUAK TWO SEVEN SEVEN FOUR
constellation two two five one rhein radar identified ,031_0020,"[3 3 3 3 3 3 3 3 3 3 3 3 3 4 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 3 3 3 4
 3 3 3 3 3 4 3 3 3 3 3 3 3 3 3 3 4]",CONSELLATION TWO TWO FIVE PON RHINE REDER IDENTIFIED
alitalia three seven zero identified cleared aosta st prex dijon flight level three two zero ,081_0169,"[3 3 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 3 3 3 3 3 4
 3 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 4 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 3 4 3 3
 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 3 4]",AITALIATRI SEVEN ZEROIDENTIFIED CLIADOS TA SAINT PREDIJON FLETE VELTRI TU ZE
lufthansa three six zero four climb flight level two nine zero fly direct to trasadingen ,031_0182,"[3 3 3 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 4 3
 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 3 3 3 3 4
 3 3 4 3 3 3 3 3 3 3 3 3 3 3 4]",LEUTENDA THREE SIX ZERO FOUKLAND FLO ELEVE TWO NINE O ZERO FLOD DIRECT TO TRAZALINGEN
aero lloyd five three three direct nelli contact rhein control one three two decimal four ,101_0423,"[3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 3 4 3 3
 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3
 3 3 4 3 3 3 3 3 3 3 4 3 3 3 3 4]",A RELA FIGH TREE TREE DIREGNALI AN A RANK CONTROL ONE TREE TOOID AS A MOWFO
alitalia four eight five good morning roger ,092_0338,"[3 3 3 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 3 3
 4 3 3 3 3 3 4]",RETALLA FOR EIGHT FIVE GOOD MORNING ROGER
sabena eight two six alfa you're interested in three two zero ,091_0414,"[ 3  3  3  3  3  3  4  3  3  3  3  3  4  3  3  3  4  3  3  3  4  3  3  3
  3  4  3  3  3 27  3  3  4  3  3  3  3  3  3  3  3  3  3  4  3  3  4  3
  3  3  3  3  4  3  3  3  4  3  3  3  3  4]",SABINA E TWO SIX ALFA YOUR INTEREST EN IN TREE TO ZORO
sabena nine six eight contact radar one two eight one five good bye ,071_0734,"[3 3 3 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 3 3 4 3
 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 4]",VEN NINE SIX EIGHT CONTACT REDAR ONE TO EIGHT ONE FIVE GOOD BYE
iberia three four seven three climb to flight level three five zero ,071_0566,"[3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3
 3 4 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4]",E BAA TRE FOR SEVEN THREE LUMP OF LIGHT LEVER THRE FIVE SERO
midland seven two zero rhein radar identified ,051_0132,"[3 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3
 3 3 3 3 3 3 3 3 4]",MITLAND'S SEVEN TWO ZERO RINE REDAR IDENTIFIED
lufthansa triple five zero milan one three four ah stand by ,101_0596,"[3 3 3 3 3 3 3 3 3 4 3 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 4 3 3 3 4
 3 3 3 3 3 4 3 3 3 3 4 3 3 4 3 3 3 3 3 4 3 3 4]",LUFTAN'ZA TRIPLE FIVE ZERO MILLAN ONE THREE FOUR AT STAMPI
speedbird one two four rhein radar identified ,031_0092,"[3 3 3 3 3 3 3 3 3 4 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3
 3 3 3 3 3 3 3 3 4]",PETBERD ONE TWO FOUR RINE RAT I IDENTIFIED
sorry so climb now flight level two five zero ,051_0619,"[3 3 3 3 3 4 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3
 3 3 3 4 3 3 3 3 4]",SORRISO CLAMNAW FLA LABL TWO FIVE ZIRO
good morning foxtrot sierra india radar contact maintain flight level three one zero route trasadingen canne ,091_0762,"[3 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3
 3 3 4 3 3 3 3 3 3 3 4 3 3 3 3 3 3 3 3 4 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3
 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 3 3 3 3 3 3 4 3 3 3 3 3 4]",GOOD MORNING FOX TOSHOUR INDIA RADAR CANTAC MAINTAIN FLIGHT LEVER TWREY ONE ZERO ROUTE TRASET AND CUNNET
one five zero correct call now rhein control one two zero nine two bye bye ,111_0274,"[3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 3 3 3 4
 3 3 3 3 3 3 3 4 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 3 4 3 3 3
 4]",ONE FIVE SET OF CORRECT CALLED NOW RINE CONTROL MANTUZA RONA IN THE TUBA BAY
sobelair two five five seven turn right to kempten ,031_0423,"[3 3 3 3 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3
 3 3 4 3 3 4 3 3 3 3 3 3 3 4]",SOBLAR TWO FIVE FIVE SEVEN TURN RIGHT TO CAMPTON
fly heading of zero three five ,101_0392,[3 3 3 4 3 3 3 3 3 3 3 4 3 3 4 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4],FLY HEADING OF SERRITARY FIFE
hapag lloyd one seven one bonjour identified cleared passeiry bilsa flight level two nine zero stand by for higher ,072_0088,"[3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3
 3 3 3 3 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 3
 4 3 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 4 3 3 4 3 3 3 4 3 3 3
 3 3 3 4]",APPLIED ONE SEVEN ONE BOJORENTIFIE CLEARED PASSTREE BILL SAFF LIHT DOUBLE TWO NINE OF HE ROA STAMP BY FIRE
~k ~l ~m three four six is identified report your heading ,041_0579,"[3 3 4 3 3 4 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 4 3 3 3 3 3 3 3 3 3 3
 4 3 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 3 3 4]",GILLANS RE FOR SACESS IDENTIFIED RUPORTYADDING
transavia three eight one set course direct canne ,081_0461,"[3 3 3 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 4 3 3 3 3 3 3 4
 3 3 3 3 3 3 4 3 3 3 3 3 4]",TRANSEVERTRIET ON ACOSDARICANE
alitalia three six nine report your rate of descent ,041_0745,"[3 3 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 3 3 4 3 3 3 3 4 3
 3 3 3 4 3 3 4 3 3 3 3 3 3 3 4]",I'LL TELL YO THREE SIX NINE REPORT YOU RIDE OFF DISCENT
sabena eight three zero is identified you're cleared direct to gotil ,041_0011,"[ 3  3  3  3  3  3  4  3  3  3  3  3  4  3  3  3  3  3  4  3  3  3  3  4
  3  3  4  3  3  3  3  3  3  3  3  3  3  4  3  3  3 27  3  3  4  3  3  3
  3  3  3  3  4  3  3  3  3  3  3  4  3  3  4  3  3  3  3  3  4]",SEVENA EIGHT THREE ZEROS IDENTIFIED HERCLE DYKE TO GOTHILL
roger maintain that ,051_0236,[3 3 3 3 3 4 3 3 3 3 3 3 3 3 4 3 3 3 3 4],ROGER MAINTAINED THAT
call you back for higher ,071_0542,[3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 3 3 3 3 4],CALLIUBACK FOR HIER
hapag lloyd six five three set course direct to olben ,081_0229,"[3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 3 3 3
 4 3 3 3 3 3 3 4 3 3 4 3 3 3 3 3 4]",UPGLIDE SIX FIVE THREE SAID CORSTARIC TO ALBAN
speedbird two two three direct to nattenheim november tango mike ,051_0569,"[3 3 3 3 3 3 3 3 3 4 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 3 4 3 3 4 3 3 3
 3 3 3 3 3 3 3 4 3 3 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4]",SPEED BER TWO TWO THREE DIRECT TO NOTTENHAIM NOVEMBER TANGLE MIKE
~t ~w ~a eight eight one good morning radar contact maintain flight level three four zero trasadingen zurich east fusse ,081_0921,"[3 3 4 3 3 4 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 3 3 3
 4 3 3 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 3 3 3 3 3 4 3 3 3 3 3 3 4 3 3 3 3 3 4
 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 3 3 3 3 3 3 4 3 3 3 3 3 3 4 3 3
 3 3 4 3 3 3 3 3 4]",T W AH EIGHT EIGHT ONE GOOD MORNING RAIDE OUR CANTEAND MAINTAIN FLAGHT NEMBER THREE FOUR ZERO TRANSLATING SURIGIS FUSE
french air force four two three four good morning squawk two seven six five ,091_0271,"[3 3 3 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4
 3 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3
 3 4]",FRANCHIRE FORT FOUR TWO THREE FOUR GOOD MORNING SQUAG TWO SEVANT SIX FIVE
<FL> </FL> ,071_0530,[ 3 20 15  3  4  3  3 20 15  3  4],ARTIBETURI
airfrans six seven zero descend flight level two five zero rate at least two thousand five hundred ,101_0120,"[3 3 3 3 3 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 3 3
 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 4 3 3 3 3 3 4 3
 3 3 4 3 3 3 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 3 3 4]",F FOR SIX SEVEN ZERO DISON FLIGHT LOVER TWO FIVE ZERO RATE AT LEAST TWO THOUSAND FIVE HUNDRED
speedbird ah one two f= four contact rhein one two seven three seven ,051_0127,"[3 3 3 3 3 3 3 3 3 4 3 3 4 3 3 3 4 3 3 3 4 3 3 4 3 3 3 3 4 3 3 3 3 3 3 3 4
 3 3 3 3 3 4 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4]",SPITPITA ONE TWO FOR QUNTECLINE ONE TWO SEVEN THREE SEVEN
speedbird one five six contact rhein one two seven three seven tschu ,061_0007,"[3 3 3 3 3 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 3 3 4
 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4]",SPAPER AT ONE FIVE SIX CONDEC LINE ONE TWO SEVEN THREE SEVEN SHO
airfrans three two six one geneva one three three one five ,081_0567,"[3 3 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 4 3 3 3 4 3 3 3 3 3 3 4 3 3 3
 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 3 4]",F HOSREE TWO SIX ONE GENEVA ONE THREE THREE ONE FIVE
november one four five whiskey identified cleared aosta st prex dijon climb to flight level three eight zero ,071_0888,"[3 3 3 3 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 3 3 3
 3 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 4 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3
 3 4 3 3 4 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4]",NOVEMBER ONE FOURT FIVE ISCARENTIFIED CLEREOS TA SAMT PREDIJION CLIMBED TO FLY DOUBLE THRE ATRO
swissair five eight eight ah correction four eight eight good afternoon radar contact proceed willisau trasadingen tango ,111_0489,"[3 3 3 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 4 3 3 3 3 3 3 3 3
 3 3 4 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 3 3 3 3 4 3 3
 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 3 3 3 3 3 4 3 3 3 3 3 3 3 3
 3 3 3 4 3 3 3 3 3 4]",SPECIFY A A DECORECTION FOUR A A GOOD AFTERNOON RADAR CANSAC PROCEED VI DISAU TRASERING TANGLE
roger ,091_0402,[3 3 3 3 3 4],ROGER
