transcription,recording_id,audio
iberia six seven one zero is identified report your heading ,031_0744,atcosim/WAVdata/sm2/sm2_04/sm2_04_199.wav
iberia six seven one zero turn right heading two two zero ,031_0745,atcosim/WAVdata/sm2/sm2_04/sm2_04_200.wav
sabena eight zero six identified ,031_0746,atcosim/WAVdata/sm2/sm2_04/sm2_04_201.wav
sunwing five two one four contact zurich one three three decimal four ,031_0747,atcosim/WAVdata/sm2/sm2_04/sm2_04_202.wav
lufthansa three five zero eight climb to flight level two nine zero ,031_0748,atcosim/WAVdata/sm2/sm2_04/sm2_04_203.wav
lufthansa four two one nine contact rhein radar one three two decimal four ,031_0749,atcosim/WAVdata/sm2/sm2_04/sm2_04_204.wav
alitalia four six nine report your heading ,031_0750,atcosim/WAVdata/sm2/sm2_04/sm2_04_205.wav
thank you break scandinavian six eight seven fly heading one nine zero ,031_0751,atcosim/WAVdata/sm2/sm2_04/sm2_04_206.wav
aero lloyd five six two climb to flight level three one zero non standard ,031_0752,atcosim/WAVdata/sm2/sm2_04/sm2_04_207.wav
lufthansa triple three zero climb to flight level two nine zero ,031_0753,atcosim/WAVdata/sm2/sm2_04/sm2_04_208.wav
lufthansa four five eight two rhein do you read me ,031_0754,atcosim/WAVdata/sm2/sm2_04/sm2_04_209.wav
lufthansa four five eight two climb to flight level two nine zero ,031_0755,atcosim/WAVdata/sm2/sm2_04/sm2_04_210.wav
sunwing five two one two contact zurich one three four decimal six ,031_0756,atcosim/WAVdata/sm2/sm2_04/sm2_04_211.wav
alitalia three six nine likewise zurich one three four decimal six ,031_0757,atcosim/WAVdata/sm2/sm2_04/sm2_04_212.wav
algerie two zero seven three contact zurich one three four decimal six ,031_0758,atcosim/WAVdata/sm2/sm2_04/sm2_04_213.wav
iberia six seven one zero turn further right heading two four zero ,031_0759,atcosim/WAVdata/sm2/sm2_04/sm2_04_214.wav
delta november alfa proceed to trasadingen <OT> thank you very much that's it </OT> ,031_0760,atcosim/WAVdata/sm2/sm2_04/sm2_04_215.wav
tarom three seven two contact rhein radar one three two decimal four ,041_0001,atcosim/WAVdata/sm2/sm2_05/sm2_05_001.wav
airals one zero eight eight contact rhein one two seven decimal three seven ,041_0002,atcosim/WAVdata/sm2/sm2_05/sm2_05_002.wav
swissair eight zero six contact rhein radar one two seven decimal three seven ,041_0003,atcosim/WAVdata/sm2/sm2_05/sm2_05_003.wav
swi= ,041_0004,atcosim/WAVdata/sm2/sm2_05/sm2_05_004.wav
[EMPTY] ,041_0005,atcosim/WAVdata/sm2/sm2_05/sm2_05_005.wav
~k ~l ~m three four six identified ,041_0006,atcosim/WAVdata/sm2/sm2_05/sm2_05_006.wav
the lufthansa three six zero four is identified climb to flight level two five zero initially ,041_0007,atcosim/WAVdata/sm2/sm2_05/sm2_05_007.wav
britannia three two seven alfa is identified ,041_0008,atcosim/WAVdata/sm2/sm2_05/sm2_05_008.wav
swissair nine three six zero contact rhein radar one two seven decimal three seven ,041_0009,atcosim/WAVdata/sm2/sm2_05/sm2_05_009.wav
alitalia six four seven four is identified ,041_0010,atcosim/WAVdata/sm2/sm2_05/sm2_05_010.wav
sabena eight three zero is identified you're cleared direct to gotil ,041_0011,atcosim/WAVdata/sm2/sm2_05/sm2_05_011.wav
lufthansa three six zero four proceed direct to trasadingen ,041_0012,atcosim/WAVdata/sm2/sm2_05/sm2_05_012.wav
lufthansa three five six six climb to flight level three zero zero ,041_0013,atcosim/WAVdata/sm2/sm2_05/sm2_05_013.wav
lufthansa three six zero four climb to flight level two nine zero ,041_0014,atcosim/WAVdata/sm2/sm2_05/sm2_05_014.wav
hapag lloyd one one two you're cleared direct to frankfurt ,041_0015,atcosim/WAVdata/sm2/sm2_05/sm2_05_015.wav
speedbird one two nine identified ,041_0016,atcosim/WAVdata/sm2/sm2_05/sm2_05_016.wav
lufthansa four seven zero zero identified climb to flight level two nine zero ,041_0017,atcosim/WAVdata/sm2/sm2_05/sm2_05_017.wav
air berlin five two five five contact rhein radar one two seven decimal three seven ,041_0018,atcosim/WAVdata/sm2/sm2_05/sm2_05_018.wav
~k ~l ~m three four six report your heading ,041_0019,atcosim/WAVdata/sm2/sm2_05/sm2_05_019.wav
~k ~l ~m three four six i will give you a shortcut to nattenheim turn left heading three five five ,041_0020,atcosim/WAVdata/sm2/sm2_05/sm2_05_020.wav
~k ~l ~m three four six to confirm the heading is three five five ,041_0021,atcosim/WAVdata/sm2/sm2_05/sm2_05_021.wav
yeah ,041_0022,atcosim/WAVdata/sm2/sm2_05/sm2_05_022.wav
lufthansa four two zero seven identified good afternoon ,041_0023,atcosim/WAVdata/sm2/sm2_05/sm2_05_023.wav
lufthansa five two three six is identified ,041_0024,atcosim/WAVdata/sm2/sm2_05/sm2_05_024.wav
golf bravo victor juliett india identified good afternoon ,041_0025,atcosim/WAVdata/sm2/sm2_05/sm2_05_025.wav
lufthansa three five six six contact zurich one three four decimal six ,041_0026,atcosim/WAVdata/sm2/sm2_05/sm2_05_026.wav
sabena eight three zero contact rhein one two seven decimal three seven ,041_0027,atcosim/WAVdata/sm2/sm2_05/sm2_05_027.wav
lufthansa four two zero seven turn now left direct to dinkelsbuhl delta kilo bravo ,041_0028,atcosim/WAVdata/sm2/sm2_05/sm2_05_028.wav
saudia one zero six good afternoon identified ,041_0029,atcosim/WAVdata/sm2/sm2_05/sm2_05_029.wav
britannia three two seven alfa continue now with rhein on one three two decimal four ,041_0030,atcosim/WAVdata/sm2/sm2_05/sm2_05_030.wav
lufthansa four two zero seven descend now to flight level three three zero ,041_0031,atcosim/WAVdata/sm2/sm2_05/sm2_05_031.wav
lufthansa three six zero four contact zurich one three four decimal six ,041_0032,atcosim/WAVdata/sm2/sm2_05/sm2_05_032.wav
lufthansa five two three six proceed now to nattenheim november tango mike ,041_0033,atcosim/WAVdata/sm2/sm2_05/sm2_05_033.wav
hapag lloyd one one two contact rhein radar one two seven decimal three seven ,041_0034,atcosim/WAVdata/sm2/sm2_05/sm2_05_034.wav
speedbird one two nine contact rhein radar one three two decimal four ,041_0035,atcosim/WAVdata/sm2/sm2_05/sm2_05_035.wav
ah speedbird one two nine stay on my frequency descend to flight level three three zero ,041_0036,atcosim/WAVdata/sm2/sm2_05/sm2_05_036.wav
affirm speedbird one two nine and now contact rhein radar one three two decimal four ,041_0037,atcosim/WAVdata/sm2/sm2_05/sm2_05_037.wav
golf juliett india turn right to herbi intersection ,041_0038,atcosim/WAVdata/sm2/sm2_05/sm2_05_038.wav
lufthansa four two zero seven contact rhein radar one three two decimal four ,041_0039,atcosim/WAVdata/sm2/sm2_05/sm2_05_039.wav
~k ~l ~m three four six turn left to november tango mike ,041_0040,atcosim/WAVdata/sm2/sm2_05/sm2_05_040.wav
lufthansa three five five zero is identified climb flight level two five zero ,041_0041,atcosim/WAVdata/sm2/sm2_05/sm2_05_041.wav
lufthansa four two zero nine is identified good afternoon ,041_0042,atcosim/WAVdata/sm2/sm2_05/sm2_05_042.wav
bee med one identified good afternoon ,041_0043,atcosim/WAVdata/sm2/sm2_05/sm2_05_043.wav
lufthansa four thousand seven hundred contact zurich one three four decimal six ,041_0044,atcosim/WAVdata/sm2/sm2_05/sm2_05_044.wav
lufthansa five two three six contact rhein radar one two seven decimal three seven ,041_0045,atcosim/WAVdata/sm2/sm2_05/sm2_05_045.wav
hotel bravo india tango romeo is identified proceed to november tango mike ,041_0046,atcosim/WAVdata/sm2/sm2_05/sm2_05_046.wav
~k ~l ~m three four six contact rhein radar one two seven decimal three seven ,041_0047,atcosim/WAVdata/sm2/sm2_05/sm2_05_047.wav
lufthansa three five five zero continue climb to flight level two nine zero climb with one thousand five hundred feet per minute or more ,041_0048,atcosim/WAVdata/sm2/sm2_05/sm2_05_048.wav
lufthansa five five zero four is identified ,041_0049,atcosim/WAVdata/sm2/sm2_05/sm2_05_049.wav
lufthansa three five five zero stop your climb at flight level two seven zero expect higher after kilo romeo hotel ,041_0050,atcosim/WAVdata/sm2/sm2_05/sm2_05_050.wav
saudia one zero six contact rhein radar one three two decimal four ,041_0051,atcosim/WAVdata/sm2/sm2_05/sm2_05_051.wav
golf juliett india turn right to trasadingen tango romeo alfa ,041_0052,atcosim/WAVdata/sm2/sm2_05/sm2_05_052.wav
alitalia six four seven four contact rhein radar one two seven decimal three seven ,041_0053,atcosim/WAVdata/sm2/sm2_05/sm2_05_053.wav
bee med one turn right to kilo papa tango ,041_0054,atcosim/WAVdata/sm2/sm2_05/sm2_05_054.wav
[EMPTY] ,041_0055,atcosim/WAVdata/sm2/sm2_05/sm2_05_055.wav
kilo papa tango ,041_0056,atcosim/WAVdata/sm2/sm2_05/sm2_05_056.wav
[EMPTY] ,041_0057,atcosim/WAVdata/sm2/sm2_05/sm2_05_057.wav
ah bee med one roger report heading ,041_0058,atcosim/WAVdata/sm2/sm2_05/sm2_05_058.wav
bee med one in this case turn left heading one one zero for separation ,041_0059,atcosim/WAVdata/sm2/sm2_05/sm2_05_059.wav
sabena eight three six non ~r ~v ~s ~m identified ,041_0060,atcosim/WAVdata/sm2/sm2_05/sm2_05_060.wav
alitalia one five zero good afternoon stand by for identification ,041_0061,atcosim/WAVdata/sm2/sm2_05/sm2_05_061.wav
bee med one continue left heading one hundred ,041_0062,atcosim/WAVdata/sm2/sm2_05/sm2_05_062.wav
bee med one climb to flight level three four zero ,041_0063,atcosim/WAVdata/sm2/sm2_05/sm2_05_063.wav
affirm ,041_0064,atcosim/WAVdata/sm2/sm2_05/sm2_05_064.wav
lufthansa four two zero nine turn left to dinkelsbuhl ,041_0065,atcosim/WAVdata/sm2/sm2_05/sm2_05_065.wav
[EMPTY] ,041_0066,atcosim/WAVdata/sm2/sm2_05/sm2_05_066.wav
belgian airforce one four four non ~r ~v ~s ~m identified ,041_0067,atcosim/WAVdata/sm2/sm2_05/sm2_05_067.wav
delta india mike mike echo is identified you're cleared direct to tango romeo alfa to climb flight level two nine zero ,041_0068,atcosim/WAVdata/sm2/sm2_05/sm2_05_068.wav
golf juliett india contact now zurich one three three decimal four ,041_0069,atcosim/WAVdata/sm2/sm2_05/sm2_05_069.wav
hotel tango romeo contact rhein radar one two seven decimal three seven ,041_0070,atcosim/WAVdata/sm2/sm2_05/sm2_05_070.wav
lufthansa three five five zero climb now to flight level two nine zero ,041_0071,atcosim/WAVdata/sm2/sm2_05/sm2_05_071.wav
cross air eight five eight is identified ,041_0072,atcosim/WAVdata/sm2/sm2_05/sm2_05_072.wav
bee med one proceed now own navigation to lupen ,041_0073,atcosim/WAVdata/sm2/sm2_05/sm2_05_073.wav
[EMPTY] ,041_0074,atcosim/WAVdata/sm2/sm2_05/sm2_05_074.wav
adria one six two seven identified ,041_0075,atcosim/WAVdata/sm2/sm2_05/sm2_05_075.wav
lufthansa four two zero nine contact rhein radar one three two decimal four ,041_0076,atcosim/WAVdata/sm2/sm2_05/sm2_05_076.wav
merair six nine five two is identified climb to flight level two five zero ,041_0077,atcosim/WAVdata/sm2/sm2_05/sm2_05_077.wav
sabena eight three six contact rhein radar one two seven decimal three seven ,041_0078,atcosim/WAVdata/sm2/sm2_05/sm2_05_078.wav
bee med one contact rhein radar one three two decimal four ,041_0079,atcosim/WAVdata/sm2/sm2_05/sm2_05_079.wav
@aerovic one zero six one is identified ,041_0080,atcosim/WAVdata/sm2/sm2_05/sm2_05_080.wav
tarom three seven four rhein radar ,041_0081,atcosim/WAVdata/sm2/sm2_05/sm2_05_081.wav
tarom three seven four report your heading ,041_0082,atcosim/WAVdata/sm2/sm2_05/sm2_05_082.wav
tarom three seven four turn left heading one one zero for separation ,041_0083,atcosim/WAVdata/sm2/sm2_05/sm2_05_083.wav
alitalia two nine one is identified ,041_0084,atcosim/WAVdata/sm2/sm2_05/sm2_05_084.wav
~k ~l ~m three one seven is identified however this is the wrong frequency ah i'll call you back for a new one ,041_0085,atcosim/WAVdata/sm2/sm2_05/sm2_05_085.wav
lufthansa three five five zero contact zurich one three four decimal six ,041_0086,atcosim/WAVdata/sm2/sm2_05/sm2_05_086.wav
merair six nine five two climb to flight level two seven zero ,041_0087,atcosim/WAVdata/sm2/sm2_05/sm2_05_087.wav
delta mike echo climb to flight level three zero zero ,041_0088,atcosim/WAVdata/sm2/sm2_05/sm2_05_088.wav
alitalia two nine one report your heading ,041_0089,atcosim/WAVdata/sm2/sm2_05/sm2_05_089.wav
alitalia two nine one turn left heading one one five for separation ,041_0090,atcosim/WAVdata/sm2/sm2_05/sm2_05_090.wav
affirm ,041_0091,atcosim/WAVdata/sm2/sm2_05/sm2_05_091.wav
@aerovic one zero six one report your mach number ,041_0092,atcosim/WAVdata/sm2/sm2_05/sm2_05_092.wav
@aerovic one zero six one can you increase to decimal seven six or more ,041_0093,atcosim/WAVdata/sm2/sm2_05/sm2_05_093.wav
roger do so @aerovic one zero six one ,041_0094,atcosim/WAVdata/sm2/sm2_05/sm2_05_094.wav
alitalia two nine one set your speed to mach decimal seven six or less ,041_0095,atcosim/WAVdata/sm2/sm2_05/sm2_05_095.wav
roger ,041_0096,atcosim/WAVdata/sm2/sm2_05/sm2_05_096.wav
cross air eight five eight contact rhein radar one two seven decimal three seven ,041_0097,atcosim/WAVdata/sm2/sm2_05/sm2_05_097.wav
malaysian four is identified ,041_0098,atcosim/WAVdata/sm2/sm2_05/sm2_05_098.wav
calling rhein say again ,041_0099,atcosim/WAVdata/sm2/sm2_05/sm2_05_099.wav
ah nato ten is identified ,041_0100,atcosim/WAVdata/sm2/sm2_05/sm2_05_100.wav
~k ~l ~m three one seven expect descent in one minute i'll call you back ,041_0101,atcosim/WAVdata/sm2/sm2_05/sm2_05_101.wav
merair six nine five two climb to flight level two nine zero ,041_0102,atcosim/WAVdata/sm2/sm2_05/sm2_05_102.wav
alitalia one five zero proceed direct to fox fox mike ,041_0103,atcosim/WAVdata/sm2/sm2_05/sm2_05_103.wav
ah alitalia one five zero disregard fox fox mike turn left two zero degrees report new heading ,041_0104,atcosim/WAVdata/sm2/sm2_05/sm2_05_104.wav
swissair nine three five nine is identified good afternoon ,041_0105,atcosim/WAVdata/sm2/sm2_05/sm2_05_105.wav
lufthansa five five zero four contact zurich one three four decimal six ,041_0106,atcosim/WAVdata/sm2/sm2_05/sm2_05_106.wav
adria one six two seven contact rhein radar one three two decimal four ,041_0107,atcosim/WAVdata/sm2/sm2_05/sm2_05_107.wav
~k ~l ~m three one seven descend to flight level two nine zero ,041_0108,atcosim/WAVdata/sm2/sm2_05/sm2_05_108.wav
thank you ,041_0109,atcosim/WAVdata/sm2/sm2_05/sm2_05_109.wav
lufthansa five two one seven is identified good afternoon ,041_0110,atcosim/WAVdata/sm2/sm2_05/sm2_05_110.wav
belgian airforce one four four contact rhein radar one two seven decimal three seven ,041_0111,atcosim/WAVdata/sm2/sm2_05/sm2_05_111.wav
tarom three seven four is clear of traffic proceed to tango golf oscar ,041_0112,atcosim/WAVdata/sm2/sm2_05/sm2_05_112.wav
affirm tarom three seven four contact rhein radar one three two decimal four ,041_0113,atcosim/WAVdata/sm2/sm2_05/sm2_05_113.wav
gulf air zero zero five is identified ,041_0114,atcosim/WAVdata/sm2/sm2_05/sm2_05_114.wav
merair six nine four four is identified proceed to trasadingen climb to flight level two nine zero ,041_0115,atcosim/WAVdata/sm2/sm2_05/sm2_05_115.wav
egyptair eight eight four is identified ,041_0116,atcosim/WAVdata/sm2/sm2_05/sm2_05_116.wav
alitalia two nine one proceed now own navigation to kilo romeo hotel ,041_0117,atcosim/WAVdata/sm2/sm2_05/sm2_05_117.wav
alitalia one five zero turn left to nattenheim november tango mike ,041_0118,atcosim/WAVdata/sm2/sm2_05/sm2_05_118.wav
delta mike echo climb flight level three four zero ,041_0119,atcosim/WAVdata/sm2/sm2_05/sm2_05_119.wav
delta charlie india november alfa is identified you're cleared to trasadingen climb flight level two five zero ,041_0120,atcosim/WAVdata/sm2/sm2_05/sm2_05_120.wav
alitalia one five zero contact rhein radar one two seven decimal three seven ,041_0121,atcosim/WAVdata/sm2/sm2_05/sm2_05_121.wav
delta mike echo report your rate of climb ,041_0122,atcosim/WAVdata/sm2/sm2_05/sm2_05_122.wav
roger delta mike echo maintain one thousand feet per minute or more ,041_0123,atcosim/WAVdata/sm2/sm2_05/sm2_05_123.wav
alitalia two nine one turn now right to trasadingen ,041_0124,atcosim/WAVdata/sm2/sm2_05/sm2_05_124.wav
alitalia one three five is identified ,041_0125,atcosim/WAVdata/sm2/sm2_05/sm2_05_125.wav
sunwing five two one four is identified ,041_0126,atcosim/WAVdata/sm2/sm2_05/sm2_05_126.wav
sunwing five two one two is identified ,041_0127,atcosim/WAVdata/sm2/sm2_05/sm2_05_127.wav
sunwing five two one four is identified good afternoon ,041_0128,atcosim/WAVdata/sm2/sm2_05/sm2_05_128.wav
merair six nine five two contact zurich one three four decimal six ,041_0129,atcosim/WAVdata/sm2/sm2_05/sm2_05_129.wav
~k ~l ~m three one seven contact rhein radar one three two decimal four ,041_0130,atcosim/WAVdata/sm2/sm2_05/sm2_05_130.wav
[EMPTY] ,041_0131,atcosim/WAVdata/sm2/sm2_05/sm2_05_131.wav
delta mike echo contact zurich one three three decimal four ,041_0132,atcosim/WAVdata/sm2/sm2_05/sm2_05_132.wav
alitalia three six nine is identified ,041_0133,atcosim/WAVdata/sm2/sm2_05/sm2_05_133.wav
delta november alfa climb to flight level two nine zero ,041_0134,atcosim/WAVdata/sm2/sm2_05/sm2_05_134.wav
tunair four eight zero two is identified you're cleared direct to fox fox mike ,041_0135,atcosim/WAVdata/sm2/sm2_05/sm2_05_135.wav
nato ten contact rhein one two seven decimal three seven ,041_0136,atcosim/WAVdata/sm2/sm2_05/sm2_05_136.wav
malaysian four contact rhein one two seven decimal three seven ,041_0137,atcosim/WAVdata/sm2/sm2_05/sm2_05_137.wav
gulf air zero zero five rhein radar one two seven decimal three seven good bye ,041_0138,atcosim/WAVdata/sm2/sm2_05/sm2_05_138.wav
britannia three zero six alfa contact rhein radar one three two decimal four ,041_0139,atcosim/WAVdata/sm2/sm2_05/sm2_05_139.wav
lufthansa five two one seven turn left to dinkelsbuhl delta kilo bravo ,041_0140,atcosim/WAVdata/sm2/sm2_05/sm2_05_140.wav
britannia three zero six alfa rhein radar one three two decimal four ,041_0141,atcosim/WAVdata/sm2/sm2_05/sm2_05_141.wav
swissair nine three five nine descend to flight level three four zero ,041_0142,atcosim/WAVdata/sm2/sm2_05/sm2_05_142.wav
@aerovic one zero six one contact zurich one three four decimal six ,041_0143,atcosim/WAVdata/sm2/sm2_05/sm2_05_143.wav
delta india bravo echo charlie is identified good afternoon ,041_0144,atcosim/WAVdata/sm2/sm2_05/sm2_05_144.wav
egyptair eight eight four turn right to kilo papa tango ,041_0145,atcosim/WAVdata/sm2/sm2_05/sm2_05_145.wav
sunwing five two one two report your heading ,041_0146,atcosim/WAVdata/sm2/sm2_05/sm2_05_146.wav
sunwing five two one two turn right heading one nine zero ,041_0147,atcosim/WAVdata/sm2/sm2_05/sm2_05_147.wav
alitalia two nine one contact zurich one three four decimal six ,041_0148,atcosim/WAVdata/sm2/sm2_05/sm2_05_148.wav
lufthansa five two one seven contact rhein one three two decimal four ,041_0149,atcosim/WAVdata/sm2/sm2_05/sm2_05_149.wav
<OT> tarom three seven four still up </OT> ,041_0150,atcosim/WAVdata/sm2/sm2_05/sm2_05_150.wav
ah negative tarom three seven four ,041_0151,atcosim/WAVdata/sm2/sm2_05/sm2_05_151.wav
swissair nine three five nine descend to flight level three three zero ,041_0152,atcosim/WAVdata/sm2/sm2_05/sm2_05_152.wav
and swissair nine three five nine contact rhein radar one three two decimal four ,041_0153,atcosim/WAVdata/sm2/sm2_05/sm2_05_153.wav
egyptair eight eight four contact rhein radar one three two decimal four ,041_0154,atcosim/WAVdata/sm2/sm2_05/sm2_05_154.wav
algerie two zero seven three identified climb flight level two seven zero ,041_0155,atcosim/WAVdata/sm2/sm2_05/sm2_05_155.wav
algerie two zero seven three report your heading ,041_0156,atcosim/WAVdata/sm2/sm2_05/sm2_05_156.wav
roger ali= algerie two zero seven three maintain heading even after passing november kilo romeo ,041_0157,atcosim/WAVdata/sm2/sm2_05/sm2_05_157.wav
no after passing november kilo romeo maintain heading one seven one ,041_0158,atcosim/WAVdata/sm2/sm2_05/sm2_05_158.wav
merair six nine four four contact rhei= zurich one three four decimal six ,041_0159,atcosim/WAVdata/sm2/sm2_05/sm2_05_159.wav
alitalia three six nine turn right to herbi intersection ,041_0160,atcosim/WAVdata/sm2/sm2_05/sm2_05_160.wav
sunwing five two one two is clear of traffic own navigation to trasadingen ,041_0161,atcosim/WAVdata/sm2/sm2_05/sm2_05_161.wav
roger algerie two zero seven three continue climb to flight level three zero zero ,041_0162,atcosim/WAVdata/sm2/sm2_05/sm2_05_162.wav
aero lloyd five six two is identified proceed to tango romeo alfa climb to flight level two nine zero ,041_0163,atcosim/WAVdata/sm2/sm2_05/sm2_05_163.wav
delta november alfa report your heading ,041_0164,atcosim/WAVdata/sm2/sm2_05/sm2_05_164.wav
roger break algerie two zero seven three turn right heading one eight four ,041_0165,atcosim/WAVdata/sm2/sm2_05/sm2_05_165.wav
lufthansa four two one nine is identified good afternoon ,041_0166,atcosim/WAVdata/sm2/sm2_05/sm2_05_166.wav
scandinavian six eight seven is identified good afternoon ,041_0167,atcosim/WAVdata/sm2/sm2_05/sm2_05_167.wav
delta echo charlie turn left to delta kilo bravo ,041_0168,atcosim/WAVdata/sm2/sm2_05/sm2_05_168.wav
lufthansa three five zero eight is identified climb to flight level two seven zero initially ,041_0169,atcosim/WAVdata/sm2/sm2_05/sm2_05_169.wav
alitalia four six nine is identified ,041_0170,atcosim/WAVdata/sm2/sm2_05/sm2_05_170.wav
lufthansa triple three zero is identified climb to flight level two nine zero ,041_0171,atcosim/WAVdata/sm2/sm2_05/sm2_05_171.wav
alitalia three six nine turn right to trasadingen ,041_0172,atcosim/WAVdata/sm2/sm2_05/sm2_05_172.wav
algerie two zero seven three proceed now own navigation to tango romeo alfa ,041_0173,atcosim/WAVdata/sm2/sm2_05/sm2_05_173.wav
[EMPTY] ,041_0174,atcosim/WAVdata/sm2/sm2_05/sm2_05_174.wav
lufthansa four five eight two is identified climb flight level two nine zero ,041_0175,atcosim/WAVdata/sm2/sm2_05/sm2_05_175.wav
lufthansa four two one nine turn left to delta kilo bravo ,041_0176,atcosim/WAVdata/sm2/sm2_05/sm2_05_176.wav
sunwing five two one two report your mach number ,041_0177,atcosim/WAVdata/sm2/sm2_05/sm2_05_177.wav
roger ,041_0178,atcosim/WAVdata/sm2/sm2_05/sm2_05_178.wav
alitalia three six nine descend to flight level two nine zero descend at two thousand feet per minute or more please ,041_0179,atcosim/WAVdata/sm2/sm2_05/sm2_05_179.wav
aero lloyd five six two climb to flight level three hundred ,041_0180,atcosim/WAVdata/sm2/sm2_05/sm2_05_180.wav
delta echo charlie contact rhein one three two decimal four ,041_0181,atcosim/WAVdata/sm2/sm2_05/sm2_05_181.wav
lufthansa four five eight two proceed direct to tango romeo alfa ,041_0182,atcosim/WAVdata/sm2/sm2_05/sm2_05_182.wav
alitalia one three five contact zurich one three four decimal six ,041_0183,atcosim/WAVdata/sm2/sm2_05/sm2_05_183.wav
sunwing five two one two contact zurich one three four decimal six ,041_0184,atcosim/WAVdata/sm2/sm2_05/sm2_05_184.wav
tunair four eight zero two contact rhein one two seven decimal three seven ,041_0185,atcosim/WAVdata/sm2/sm2_05/sm2_05_185.wav
sunwing five two one four contact zurich one three three decimal four ,041_0186,atcosim/WAVdata/sm2/sm2_05/sm2_05_186.wav
alitalia three six nine report your rate of descent ,041_0187,atcosim/WAVdata/sm2/sm2_05/sm2_05_187.wav
alitalia three six nine turn right one five degrees ,041_0188,atcosim/WAVdata/sm2/sm2_05/sm2_05_188.wav
affirm ,041_0189,atcosim/WAVdata/sm2/sm2_05/sm2_05_189.wav
[EMPTY] ,041_0190,atcosim/WAVdata/sm2/sm2_05/sm2_05_190.wav
alitalia three six nine expedite your descent please ,041_0191,atcosim/WAVdata/sm2/sm2_05/sm2_05_191.wav
alitalia three six nine proceed now back to trasadingen ,041_0192,atcosim/WAVdata/sm2/sm2_05/sm2_05_192.wav
affirm alitalia three six nine contact zurich one three four decimal six ,041_0193,atcosim/WAVdata/sm2/sm2_05/sm2_05_193.wav
algerie two zero seven three contact zurich one three four decimal six ,041_0194,atcosim/WAVdata/sm2/sm2_05/sm2_05_194.wav
aero lloyd five six two zurich one three four decimal six ,041_0195,atcosim/WAVdata/sm2/sm2_05/sm2_05_195.wav
<OT> thank you very much </OT> ,041_0196,atcosim/WAVdata/sm2/sm2_05/sm2_05_196.wav
tag berlin five two five five identified direct fox fox mike ,041_0197,atcosim/WAVdata/sm4/sm4_03/sm4_03_001.wav
german air force four one four contact rhein correction zurich one three four six tschuss ,041_0198,atcosim/WAVdata/sm4/sm4_03/sm4_03_002.wav
delta echo bravo contact zurich one three four six tschuss ,041_0199,atcosim/WAVdata/sm4/sm4_03/sm4_03_003.wav
lufthansa four four zero eight climb flight level two nine zero ,041_0200,atcosim/WAVdata/sm4/sm4_03/sm4_03_004.wav
sobelair two five two one climb flight level three three zero ,041_0201,atcosim/WAVdata/sm4/sm4_03/sm4_03_005.wav
tarom three seven two guten tag identified ,041_0202,atcosim/WAVdata/sm4/sm4_03/sm4_03_006.wav
sobelair two five two one contact rhein one three two decimal four tschuss ,041_0203,atcosim/WAVdata/sm4/sm4_03/sm4_03_007.wav
tag swissair eight zero six identified expect further climb after passing karlsruhe ,041_0204,atcosim/WAVdata/sm4/sm4_03/sm4_03_008.wav
lufthansa four four zero eight contact zurich one three four decimal six tschuss ,041_0205,atcosim/WAVdata/sm4/sm4_03/sm4_03_009.wav
swissair eight zero six expect climb in about one minute with the rate of fifteen hundred feet per minute or more ,041_0206,atcosim/WAVdata/sm4/sm4_03/sm4_03_010.wav
tag swissair nine three six zero identified ,041_0207,atcosim/WAVdata/sm4/sm4_03/sm4_03_011.wav
tag lufthansa three five six six identified climb flight level two nine zero ,041_0208,atcosim/WAVdata/sm4/sm4_03/sm4_03_012.wav
swissair eight zero six climb now flight level three five zero one thousand five hundred or more ,041_0209,atcosim/WAVdata/sm4/sm4_03/sm4_03_013.wav
swissair nine three six zero climb now flight level three four zero one thousand or more ,041_0210,atcosim/WAVdata/sm4/sm4_03/sm4_03_014.wav
tag hapag lloyd one one two identified ,041_0211,atcosim/WAVdata/sm4/sm4_03/sm4_03_015.wav
swissair eight zero six contact rhein one two seven three seven tschuss ,041_0212,atcosim/WAVdata/sm4/sm4_03/sm4_03_016.wav
tag sabena eight three zero identified ,041_0213,atcosim/WAVdata/sm4/sm4_03/sm4_03_017.wav
tag lufthansa three six zero four identified climb flight level two nine zero ,041_0214,atcosim/WAVdata/sm4/sm4_03/sm4_03_018.wav
tag britannia three two seven alfa identified ,041_0215,atcosim/WAVdata/sm4/sm4_03/sm4_03_019.wav
[EMPTY] ,041_0216,atcosim/WAVdata/sm4/sm4_03/sm4_03_020.wav
alitalia six four seven four identified ,041_0217,atcosim/WAVdata/sm4/sm4_03/sm4_03_021.wav
airals one zero eight eight contact rhein one two seven three seven tschuss ,041_0218,atcosim/WAVdata/sm4/sm4_03/sm4_03_022.wav
berlin five two five five rhein one two seven three seven tschuss ,041_0219,atcosim/WAVdata/sm4/sm4_03/sm4_03_023.wav
tarom three seven two contact rhein one three two decimal four tschuss ,041_0220,atcosim/WAVdata/sm4/sm4_03/sm4_03_024.wav
tag ~k ~l ~m three four six identified confirm flight level three one zero ,041_0221,atcosim/WAVdata/sm4/sm4_03/sm4_03_025.wav
roger maintain report your heading ,041_0222,atcosim/WAVdata/sm4/sm4_03/sm4_03_026.wav
maintain heading three five zero as well radar vectors to nattenheim ,041_0223,atcosim/WAVdata/sm4/sm4_03/sm4_03_027.wav
