transcription,recording_id,model_transcription
lufthansa four three nine three set course direct fusse ,082_0042,<unk>
alitalia four zero four zurich radar good morning squawk seven five three two ,092_0031,<unk>
a left turn please ,091_0951,<unk>
adria one six four two set course direct to morok ,091_0175,<unk>
lufthansa four three nine three ,081_0266,<unk>
tarom three seven two contact rhein frequency one three two decimal four tschuss ,031_0185,<unk>
[EMPTY] ,041_0174,<unk>
merair six nine five two good afternoon continue climb to level two six zero ,071_0065,<unk>
british midland seven two zero turn right by one five degrees ,031_0491,<unk>
europa three six three contact rhein one two seven three seven ,051_0154,<unk>
leisure six zero two four good morning radar contact ,061_0213,<unk>
swissair nine three five two climb to flight level three four zero ,051_0429,<unk>
airfrans three two six one squawk two seven two four ,091_0291,<unk>
lufthansa three six zero four contact milan on re= frequency one three four five two bye bye ,101_0129,<unk>
~p ~s ~a five two six hotel rhein radar identified ,021_0068,<unk>
hapag lloyd six five three climb to flight level three five zero ,081_0247,<unk>
merair six nine four four is identified ,041_0654,<unk>
aero lloyd five one seven contact rhein control one two zero decimal nine two bye bye ,111_0541,<unk>
scandinavian six eight six radar contact climb flight level three three zero proceed via ageri zurich east tango ,081_0448,<unk>
alitalia one five zero own navigation trasadingen ,111_0256,<unk>
transwede one zero seven climb to level three three zero ,012_0059,<unk>
[EMPTY] ,071_0873,
lufthansa three six zero four contact zurich one three four decimal six ,011_0240,<unk>
~k ~l ~m three four six is identified ,021_0538,<unk>
sorry ,082_0065,<unk>
speedbird five six three bonjour squawk five seven two one ,081_0011,<unk>
aero lloyd five six zero cleared direct bilsa ,072_0096,<unk>
air inter three two zero papa hotel climb flight level three one zero and squawk two seven one two ,081_0497,<unk>
belstar five two six hotel call rhein on one three two decimal four ,012_0109,<unk>
swissair five correction swissair nine three five nine continue descent now flight level two nine zero two thousand feet per minute or more ,041_0343,<unk>
turkair nine two five good morning squawk one zero zero five ,111_0164,<unk>
midland seven two zero rhein radar one two seven decimal three seven ,031_0157,<unk>
~k ~l ~m two six four call rhein one two seven three seven bye bye ,061_0282,<unk>
speedbird two five seven seven continue climb to flight level three six zero ,071_0714,<unk>
lufthansa four three nine zero expedite your climb please ,011_0175,<unk>
swissair six five five two good morning radar contact proceed vi= ,082_0004,<unk>
tag alitalia one three five identified ,041_0324,<unk>
fox sierra roger in this case descend to flight level two nine zero due crossing traffic ,111_0278,<unk>
aero lloyd five one seven from zurich ,082_0025,<unk>
cross air five one two bonjour identified cleared kines st prex willisau flight level three zero zero ,071_0338,<unk>
delta echo charlie contact rhein one three two decimal four ,021_0711,<unk>
call you back ,061_0227,<unk>
lufthansa four two one nine rhein radar one three two decimal four ,021_0712,<unk>
@hanseli five four zero bonjour cleared kines st prex willisau flight level three two zero ,071_0933,<unk>
bee med one is identified good afternoon ,041_0598,<unk>
~l ~t ~u seven seven five six is recleared level three four zero ,091_0665,<unk>
tarom seven five three three contact reims one three four decimal four bye ,101_0002,<unk>
delta india mike lima lima guten tag identified ,051_0538,<unk>
five two one seven rhein one three two four tschuss ,021_0307,<unk>
jet set four four two descend flight level two nine zero ,081_0597,<unk>
aero lloyd five six two proceed now own navigation to hotel oscar charlie afterwards st prex flight planned route ,051_0402,<unk>
sabena seven eight one six turn left to gotil ,071_0254,<unk>
shamrock four eight two two recleared flight level two five zero rate descent two thousand five hundred until passing flight level two nine zero ,091_0905,<unk>
britannia two three six alfa zurich on one three three decimal four ,021_0517,<unk>
delta november alfa good afternoon radar contact maintain two nine zero call you back ,101_0507,<unk>
ah german air force five eight five call rhein on one two seven three seven ,061_0275,<unk>
speedway three four six nine good morning roger ,111_0054,<unk>
constellation two two five one turn right one five degrees ,041_0434,<unk>
yeah lufthansa five two three six you have been sent to the wrong frequency contact rhein on one two zero decimal nine two please ,111_0733,<unk>
tag britannia three two seven alfa identified ,061_0373,<unk>
roger speedway three four six nine your rate of descent at least two thousand ,111_0485,<unk>
sabena eight two six alfa contact rhein one two zero nine two good bye ,091_0192,<unk>
lufthansa eight two six eight direct to trasadingen ,041_0424,<unk>
lauda six eight six nine resume own navigation to fusse descend to flight level two nine zero ,092_0404,<unk>
lufthansa three six zero four contact zurich one three four decimal six ,021_0564,<unk>
lufthansa four six five two climb flight level three three zero rate at least two thousand ,081_0634,<unk>
aero lloyd five six two is identified proceed to tango romeo alfa climb to flight level two nine zero ,041_0163,<unk>
lufthansa triple three zero climb to flight level two nine zero ,031_0753,<unk>
alitalia two nine one turn right heading one four five ,041_0642,<unk>
tag jet set one four two nine identified ,051_0477,<unk>
delta mike echo right heading [HNOISE] one seven five climb to flight level three four zero ,092_0065,<unk>
lufthansa four six five two climb flight level three one zero ,082_0092,<unk>
lufthansa four four one six climb flight level two seven zero ,051_0537,<unk>
speedway three four six nine milan one three four five two good bye ,111_0094,<unk>
air malta four five zero is identified ,101_0729,<unk>
swissair nine three six zero is identified proceed direct to gotil golf oscar tango india lima ,051_0194,<unk>
alitalia four zero one zurich one three four six tschuss ,061_0132,<unk>
shamrock four eight two two thanks for cooperation milan one three four five two bye ,091_0915,<unk>
<FL> </FL> ,071_0528,<unk>
good bye ,012_0034,<unk>
good morning emirates eight one radar contact proceed trasadingen zurich east fusse ,081_0935,<unk>
alitalia two nine one contact zurich radar one three four decimal six ,041_0694,<unk>
station calling say again your callsign ,101_0441,<unk>
india sierra alfa contact rhein one two seven three seven tschuss ,051_0447,<unk>
lufthansa eight two two one descend flight level two nine zero ,111_0571,<unk>
lufthansa four six six five descend to flight level two nine zero ,101_0823,<unk>
air berlin five two five five contact rhein one two zero decimal nine two ,111_0644,<unk>
sata nine six zero one climb flight level three five zero ,101_0403,<unk>
aero lloyd five nine zero milan one three four five two tschuss ,081_0889,<unk>
israeli six eight six contact rhein control one three two decimal four bye ,091_0765,<unk>
belgian airforce four four is identified ,051_0734,<unk>
air berlin five two five five contact rhein radar one two seven decimal three seven ,041_0570,<unk>
liberty four four four two contact milano one two five decimal eight five au revoir ,072_0011,<unk>
sabena nine seven zero climb to flight level three five zero ,072_0047,<unk>
hapag lloyd three five five one descend now to flight level two five zero good rate until passing three hundred ,091_0238,<unk>
hapag lloyd six five three contact zurich one three four decimal six ,031_0405,<unk>
station calling say again ,061_0624,<unk>
@bama one five likewise zurich one three four decimal six good bye ,051_0189,<unk>
airfrans one five zero nine own navigation to hochwald and call zurich sector one three four six bye bye ,091_1022,<unk>
speedway three four six nine good morning radar contact ,091_0590,<unk>
iberia three five two ah correction three four two two good morning radar contact maintain flight level three four zero proceed ah via willisau trasadingen and then nelli ,091_0427,<unk>
lufthansa four six five two right heading two two zero ,091_0170,<unk>
luxair two six six three bonjour identified cleared ah passeiry tour du pin flight level two nine zero ,071_0541,<unk>
lufthansa three six three eight climb flight level three four zero ,061_0654,<unk>
german air force five eight five rhein radar you are not ~r ~v ~s ~m you're identified fly heading north for separation i'll call you back as soon as possible ,031_0045,<unk>
alitalia two nine two can you call in please ,081_0637,<unk>
good morning air malta zero zero four radar contact ,012_0047,<unk>
<FL> </FL> ,081_0174,<unk>
airfrans three five six climb flight level three two zero ,091_0397,<unk>
good afternoon condor six zero seven radar contact maintain flight level three four zero direct trasadingen tango ,101_0058,<unk>
german air force five eight five contact rhein one two seven three seven tschuss ,061_0101,<unk>
~l ~t ~u seven seven five six ah continue present heading climb to flight level three four zero ,072_0153,<unk>
jetcom one three three for further climb zurich one three three decimal four good bye ,091_0588,<unk>
tag adria one six two seven identified ,021_0256,<unk>
hapag lloyd one seven one on the frequency ,091_0600,<unk>
lauda six eight six nine descend flight level two nine zero ,082_0149,<unk>
britannia three two seven alfa is identified ,021_0553,<unk>
delta india mike lima lima contact milano on one three four five two ,012_0160,<unk>
lufthansa three six three eight good morning radar contact maintain three one zero <OT> ohh we're finished thank you very much </OT> ,091_0961,<unk>
cross air two six nine zero own navigation direct to la tour du pin ,081_0105,<unk>
lufthansa four two zero seven contact rhein radar one three two decimal four ,041_0593,<unk>
airfrans six seven three four direct zurich east fusse ,081_0631,<unk>
india oscar kilo climb to flight level three three zero ,111_0304,<unk>
alitalia four eight five own navigation canne ,091_0507,<unk>
merair six nine four four climb to flight level three zero zero initially ,101_1024,<unk>
one three four five two ,101_0978,<unk>
hotel bravo india tango romeo climb now flight level three six zero ,021_0233,<unk>
french line nine one six five contact milan one three four five two bye bye ,101_0316,<unk>
roger call you back for reclearance ,031_0517,<unk>
merair six nine four four is identified proceed to trasadingen climb to flight level two nine zero ,041_0115,<unk>
swissair eight zero six climb to flight level three five zero ,031_0560,<unk>
delta charlie india november alfa climb flight level two seven zero ,021_0293,<unk>
[EMPTY] ,092_0207,
sobelair two five five seven rhein identified ,011_0043,<unk>
alitalia four one six ah roger squawk seven five three three ,101_0362,<unk>
lufthansa four five seven five good afternoon climb to flight level three two zero ,091_0681,<unk>
air malta eight one seven rhein radar identified ,031_0412,<unk>
@aerovic one zero six one is identified non ~r ~v ~s ~m ,051_0278,<unk>
<OT> thank you very much </OT> ,082_0162,<unk>
transwede one zero seven rhein identified ,011_0046,<unk>
affirm ,071_0475,<unk>
netherlands air force four one four contact zurich on one three four decimal six good day ,061_0299,<unk>
tag speedbird one two two identified ,051_0576,<unk>
hapag lloyd one one two is identified proceed direct to frankfurt ,051_0200,<unk>
alitalia two nine one contact zurich one three four decimal six ,051_0349,<unk>
ah disregard ,111_0643,<unk>
good afternoon air berlin five two five five identified you're cleared direct to frankfurt ,011_0200,<unk>
aero lloyd ah five one seven descend to flight level three one zero ,061_0312,<unk>
delta mike echo continue heading and ah please ah call into zurich sector one three three decimal four bye bye ,101_1031,<unk>
lufthansa four six five two climb flight level three five zero ,091_0896,<unk>
alitalia one five seven zurich radar one three four decimal six ,051_0173,<unk>
lufthansa four thousand seven hundred is identified proceed to trasadingen climb to flight level two nine zero ,021_0549,<unk>
air malta zero zero four rhein radar identified ,031_0029,<unk>
japan air four one nine contact milan one three four five two bye ,101_0308,<unk>
lufthansa four three nine three milan one three four five two good bye ,101_0608,<unk>
speedbird one two nine identified ,041_0016,<unk>
sobelair two five five seven contact rhein one three two decimal four ,031_0047,<unk>
alitalia four zero one proceed direct trasadingen ,051_0098,<unk>
~p ~s ~a five zero two hotel contact rhein one three two decimal four ,051_0119,<unk>
lufthansa four five eight two climb to flight level three hundred ,041_0768,<unk>
condor triple six climb to flight level three three zero ,101_0671,<unk>
ascot nine three one nine set course direct to rolampont ,071_0424,<unk>
airlink one three zurich radar good afternoon identified maintain flight level three zero zero trasadingen zurich east fusse ,101_0934,<unk>
alitalia three six nine likewise zurich one three four decimal six ,031_0757,<unk>
<FL> </FL> ,072_0025,<unk>
fox oscar kilo sierra india good morning maintain two nine zero trasadingen saronno ,101_0533,<unk>
cotam one one four one contact milan one three four five two good bye ,091_0630,<unk>
speedbird eight three papa xray reims one three two two seven good bye ,071_0548,<unk>
tag nato ten identified ,041_0292,<unk>
two three two zero ,101_0652,<unk>
air berlin five zero eight one good morning maintain level three three zero ,111_0011,<unk>
[EMPTY] ,082_0058,
golf juliett india descend to flight level two nine zero ,101_0798,<unk>
lufthansa eight two six eight climb to flight lev= ah disregard ,081_0732,<unk>
ah sorry station calling ,081_0259,<unk>
three six zero four and for further climb zurich sector one three four decim= sorry one three three decimal four bye bye ,101_0925,<unk>
india oscar kilo climb to flight level three zero zero initially ,111_0277,<unk>
airfrans six four seven contact reims one three four four bye ,101_0229,<unk>
alitalia one one nine own navigation canne ,081_0689,<unk>
~k ~l ~m three four six turn left to nattenheim ,071_0048,<unk>
good afternoon sunwing five two one two radar contact continue as cleared ,101_0495,<unk>
alitalia one five seven turn right to trasadingen ,031_0538,<unk>
air algerie two zero seven three good morning identified trasadingen st prex maintain two nine zero ,111_0371,<unk>
[EMPTY] ,041_0375,
alitalia four one six good morning squawk seven five three three ,111_0290,<unk>
aero lloyd five one seven ah due traffic turn right one zero degrees ,101_0616,<unk>
and report your position ,071_0493,<unk>
golf juliett india descend to flight level two nine zero ,092_0062,<unk>
jet set two zero seven left direct to hochwald ,092_0143,<unk>
tag lufthansa three five six six identified climb flight level two seven zero ,031_0173,<unk>
alitalia two nine two rhein radar identified ,031_0487,<unk>
alitalia one five zero set course to karlsruhe ,111_0273,<unk>
lufthansa five five zero four report your heading ,021_0239,<unk>
turkair nine two five good morning squawk one zero zero five ,092_0356,<unk>
<FL> </FL> ,072_0056,<unk>
bee med one contact rhein radar one three two decimal four ,051_0285,<unk>
[EMPTY] ,081_0219,
affirm hote= @aerovic one zero six one after hotel oscar charlie proceed to fribourg ,051_0337,<unk>
midland seven two zero climb to level three five zero with fifteen hundred feet per minute or more ,041_0525,<unk>
aero lloyd five nine zero rhein identified climb flight level two nine zero ,021_0048,<unk>
ah okay ,041_0688,<unk>
[EMPTY] ,081_0596,
aero lloyd five six seven own navigation direct to arbos ,071_0752,<unk>
lufthansa five two three six is identified ,012_0196,<unk>
sobelair two five five seven call rhein on one three two four good day ,021_0404,<unk>
lufthansa four three five six contact reims on one three four decimal four bye bye ,081_0522,<unk>
lufthansa four six six five zurich radar good afternoon maintain three five zero call you back for descent ,101_1006,<unk>
alitalia one four nine good morning maintain three three zero trasadingen saronno ,091_0256,<unk>
roger turn left heading two nine five ,061_0147,<unk>
lufthansa three five five six contact zurich one three four decimal six good bye ,031_0139,<unk>
constellation two two five one good morning radar contact ,061_0210,<unk>
airfrans three two six one good morning squawk two seven two four ,101_0518,<unk>
india yankee juliett ,081_0629,<unk>
[HNOISE] cross air six six three bonjour cleared kines st prex willisau flight level three two zero ,071_0591,<unk>
europa three six one bonjour maintain flight level three four zero kines st prex willisau ,081_0103,<unk>
[EMPTY] ,021_0543,
adria one six two seven is identified break @aerovic one zero six one report your heading ,021_0612,<unk>
air malta zero zero four contact rhein one two seven three seven tschuss ,051_0494,<unk>
[FRAGMENT] ,041_0563,<unk>
lufthansa four seven two three descend to flight level two nine zero ,081_0777,<unk>
alitalia four zero four speed up to mach decimal seven seven ,111_0793,<unk>
transwede one zero seven contact zurich one three four six tschuss ,061_0082,<unk>
hapag lloyd six five three cleared direct bilsa ,071_0847,<unk>
aero lloyd five six two turn right to trasadingen ,051_0826,<unk>
air inter sierra oscar marseille one two five eight five good bye ,071_0544,<unk>
lufthansa four two one nine contact rhein one three two four tschuss ,041_0394,<unk>
lufthansa four three nine three descend flight level two nine zero ,081_0558,<unk>
sunwing five two one two is identified ,011_0318,<unk>
alitalia two three four climb to flight level three two zero ,081_0045,<unk>
adria one six four two set course direct to morok ,111_0119,<unk>
[EMPTY] ,081_0780,
<OT> ok </OT> ,012_0168,<unk>
lufthansa four two zero nine continue descent ah disregard i'll call you back for further descent in a minute ,041_0620,<unk>
tag algerie two zero seven three identified continue current heading climb flight level two seven zero ,041_0344,<unk>
roger israeli four four two continue right turn heading of two hundred ,101_0224,<unk>
austrian four one two own navigation fusse ,081_0714,<unk>
airals one zero eight eight contact rhein radar one two seven decimal three seven ,051_0206,<unk>
lufthansa four two one nine is identified you're cleared direct to delta kilo bravo ,021_0689,<unk>
yeah after trasadingen heading zero nine zero to kempten ,091_0128,<unk>
hamburg air two five four six good morning radar contact climb flight level two nine zero ,081_0502,<unk>
alitalia four zero one left heading one seven zero ,081_0373,<unk>
lufthansa eight two two one descend flight level two nine zero ,091_0934,<unk>
lufthansa three five six six zurich radar good morning you're identified route trasadingen saronno i'll call you back for further climb ,091_1043,<unk>
sabena eight three six rhein one two seven three seven tschuss ,041_0270,<unk>
sabena eight three zero is identified ,021_0539,<unk>
tunair four eight zero two is identified ,031_0677,<unk>
lufthansa three five five zero zurich radar good morning identified set course direct to ah sorry trasadingen cann= saronno maintain flight level three zero zero ,092_0037,<unk>
foxtrot sierra india contact zurich one three four decimal six ,051_0029,<unk>
lufthansa five three one eight contact milan one three four decimal five two tschuss ,081_0199,<unk>
~k ~l ~m two six four turn left to ah nattenheim ,051_0091,<unk>
aero lloyd five six zero contact marseille one two five eight five good bye ,081_0119,<unk>
shamrock ah six seven seven bonjour stand by ,071_0613,<unk>
airfrans three five six reims one three four four good bye ,081_0322,<unk>
hapag lloyd one nine five bonjour cleared ah direct to bilsa flight level three three zero ,081_0023,<unk>
lufthansa eight two six eight climb flight level three one zero ,111_0434,<unk>
malay= ,041_0323,<unk>
aero lloyd five six two is identified climb to flight level two seven zero ,041_0717,<unk>
alitalia two six two set course direct to rolampont ,071_0480,<unk>
aero lloyd five nine zero contact zurich one three four decimal six ,011_0088,<unk>
lufthansa four four zero eight climb to flight level three three zero ,111_0219,<unk>
ah station calling say again ,092_0060,<unk>
alitalia one one zero can you accept flight level three two zero for your cruise ,071_0599,<unk>
roger ,051_0721,<unk>
hapag lloyd one seven one set course direct to bilsa ,071_0456,<unk>
[EMPTY] ,091_0906,
tag merair six nine four four identified climb to flight level two five zero ,031_0280,<unk>
lufthansa three five six six good afternoon call you back for climb shortly ,101_0698,<unk>
roger delta mike echo maintain one thousand feet per minute or more ,041_0123,<unk>
india sierra alfa call rhein one two seven three seven good day ,061_0228,<unk>
luxair five five one cleared direct torino ,072_0026,<unk>
ascot nine three one nine contact reims on one three two decimal two seven good bye ,081_0111,<unk>
midland seven two zero good morning radar contact ,021_0484,<unk>
aero lloyd one one two is identified ,021_0533,<unk>
lufthansa eight two six eight set course to hochwald thereafter st prex ,031_0372,<unk>
aero lloyd five six two contact zurich one three four six tschuss ,031_0363,<unk>
transwede one zero seven good afternoon radar contact maintain flight level three three zero trasadingen st prex ,111_0482,<unk>
adria one six four two radar contact set course direct hochwald ,091_0442,<unk>
lufthansa four three five six proceed direct hochwald and then morok ,081_0938,<unk>
delta foxtrot sierra roger i'll call you back ,101_0180,<unk>
delta echo charlie good afternoon radar contact ,071_0124,<unk>
aero lloyd five six two expect further climb in about two minutes one coming clear of opposite traffic one thousand feet higher later on ,021_0330,<unk>
<FL> </FL> ,071_0347,<unk>
hapag lloyd six five three rhein ,021_0400,<unk>
[FRAGMENT] ,081_0678,<unk>
sabena eight two six alfa turn left by ten degrees ,061_0648,<unk>
aero lloyd five six zero good afternoon radar contact maintain flight level three three zero trasadingen st prex ,111_0402,<unk>
tag lufthansa four three seven six identified proceed direct to trasadingen call you back shortly for higher ,061_0173,<unk>
alitalia two nine two left turn nattenheim ,031_0532,<unk>
roger to for radar vectors to nattenheim turn left heading three four five ,031_0196,<unk>
oh i'm sorry ah mis= ah merair six nine four four maintain three one zero i see your destination sorry maintain three one zero ,101_0503,<unk>
swissair nine three six zero climb flight level two nine zero ,011_0222,<unk>
lufthansa four seven two three good morning descend to flight level two nine zero ,091_0544,<unk>
jet set one four two nine radar contact ,041_0456,<unk>
aero lloyd five six zero turn left ten degrees ,081_0504,<unk>
lufthansa three five zero eight continue climb flight level two nine zero ,021_0339,<unk>
affirm ,011_0192,<unk>
<FL> </FL> ,071_0902,<unk>
aero lloyd five six zero further left by ten degrees ,081_0511,<unk>
alitalia six four seven four rhein one two seven three seven tschu ,021_0228,<unk>
ah what is your heading ,051_0324,<unk>
air malta one zero zero proceed via negra trasadingen hochwald luxeuil ,091_0467,<unk>
[EMPTY] ,092_0057,
whitestar six four nine four cleared direct arbos ,072_0094,<unk>
[EMPTY] ,061_0412,
golf juliett india descend to flight level three hundred ,101_0791,<unk>
[EMPTY] ,061_0085,
sabena nine six eight bonjour cleared ah kines st prex arbos epinal flight level two eight zero and stand by for further climb ,071_0699,<unk>
~u ~s air one four left turn heading of zero nine zero confirm ,082_0051,<unk>
<OT> hm i'm getting hungry </OT> @cheeseburger two five zero zero radar contact two nine zero st prex ,111_0598,<unk>
[EMPTY] ,041_0628,
delta india charlie papa alfa contact milano on one three four five two ,041_0527,<unk>
contact milan one three four decimal five two good bye ,091_0691,<unk>
blue five seven two contact milan on one three four five two bye ,081_0486,<unk>
tag malaysian four identified ,031_0275,<unk>
iberia three five three zero milan one three four five two ,111_0214,<unk>
<OT> and ah could you take the mike just a bit ah big further from your mouth you're really really loud </OT> ,081_0457,<unk>
~k ~l ~m three hundred kilo rhein radar identified for shortcut turn ten degrees left ,071_0211,<unk>
alitalia six four seven four identified proceed direct to fox fox mike ,051_0210,<unk>
sabena eight three six non ~r ~v ~s ~m contact rhein one two seven decimal three seven ,051_0745,<unk>
delta november alfa fly heading one eight five ,011_0371,<unk>
lufthansa four five seven five contact rhein control one three two four bye ,091_0509,<unk>
meridiana co= correction merair six nine four four ah climb to flight level three three zero rate of climb one thousand five hundred or more ,031_0310,<unk>
sabena four eight one rhein identified ,011_0004,<unk>
~k ~l ~m two six four turn right make a right turn heading zero one zero ,021_0072,<unk>
hapag lloyd six five three climb to flight level three four zero ,081_0129,<unk>
tunair four eight zero two that is rhein radar one two seven decimal three seven ,011_0372,<unk>
november one four five whiskey do a good rate of climb until passing flight level three five zero please ,071_0533,<unk>
transwede one zero seven turn right to st prex ,081_0304,<unk>
airfrans three two six one resume own navigation to st prex descend to flight level two nine zero ,081_0748,<unk>
swissair six five two zero contact rhein one two seven decimal three seven ,031_0417,<unk>
[EMPTY] ,081_0127,
tag nato ten identified ,061_0457,<unk>
airfrans three five six reims one three four decimal four good bye ,081_0828,<unk>
[EMPTY] ,071_0813,
and gulf air zero zero five likewise rhein one two seven decimal three seven ,011_0326,<unk>
alright and confirm you're looking for three hundred to cruise ,101_0138,<unk>
aero lloyd five nine zero contact zurich one three four decimal six ,031_0454,<unk>
alitalia six four seven four contact rhein one two zero decimal nine two bye bye ,091_1050,<unk>
~i ~f ~o two two bravo squawk seven five three five ,111_0784,<unk>
jetaviation seven zero one descend to flight level two five zero ,092_0402,<unk>
alitalia four zero one climb to level two seven zero direct to trasadingen ,012_0084,<unk>
swissair six five two zero direct frankfurt ,061_0027,<unk>
jet set eight one seven contact rhein one two seven decimal three seven ,031_0422,<unk>
hotel tango romeo contact rhein one two seven three seven ,071_0063,<unk>
transwede one zero seven continue climb flight level three three zero ,061_0066,<unk>
portugalia five four three your rate of climb ,092_0028,<unk>
say again ,071_0877,<unk>
iberia six seven one zero is identified report your heading ,031_0744,<unk>
air berlin five two five five contact rhein control on one two zero decimal nine two bye bye ,101_0263,<unk>
sabena eight zero one right turn trasadingen ,031_0533,<unk>
two five seven seven bonjour squawk five seven three one ,071_0707,<unk>
german air force four nine zero one resume own navigation direct to kamas ,072_0127,<unk>
speedbird one two two radar contact ,021_0488,<unk>
turkair nine two five set course direct to morok ,081_0400,<unk>
wrong cross air eight five eight identified ,041_0271,<unk>
merair six nine four four milan one three four five two ,092_0122,<unk>
adria one six two seven is still with me ,012_0293,<unk>
olympic ,051_0066,<unk>
airfrans zero nine november resume own navigation direct hochwald and morok and further contact reims one three four decimal four bye bye ,101_0086,<unk>
~u ~s air one four good afternoon descend to flight level three four zero ,091_0639,<unk>
sabena seven eight one six good morning squawk two seven one six ,101_0528,<unk>
lufthansa four six five two bonjour identified cleared passeiry la tour du pin flight level three zero zero stand by for higher ,072_0175,<unk>
november one four five whiskey identified cleared aosta st prex dijon climb to flight level three eight zero ,081_0161,<unk>
lufthansa four four one six fly heading one seven five ,091_0231,<unk>
united six nine own navigation to fusse ,111_0142,<unk>
[EMPTY] ,082_0081,
alitalia four one six own navigation to zurich east ,101_0968,<unk>
alright one three three one five please ,101_0459,<unk>
swissair seven eight three romeo radar contact ,041_0538,<unk>
aero lloyd five nine zero milan one three four five two good bye ,081_0386,<unk>
lufthansa four seven zero zero climb flight level two nine zero ,041_0232,<unk>
spar eight nine for further climb contact radar on one three three decimal four and ah state your heading to radar bye bye ,101_0078,<unk>
swissair nine three five nine contact rhein frequency one three two decimal four ,061_0496,<unk>
foxtrot sierra india climb flight level three five zero ,031_0006,<unk>
~k ~l ~m three four six identified ,041_0006,<unk>
affirm ,041_0189,<unk>
is that lufthansa four two zero seven ,021_0552,<unk>
affirm ,041_0091,<unk>
tarom three seven four contact rhein radar one three two decimal four ,031_0664,<unk>
lufthansa eight two two one descend flight level two nine zero ,082_0106,<unk>
alitalia three seven zero bonjour squawk five seven four zero ,071_0892,<unk>
cross air two six nine zero climb to flight level two nine zero ,071_0454,<unk>
tunair four six nine four good afternoon squawk two seven five six ,101_0843,<unk>
transwede three five seven one contact reims one three four decimal four good bye ,092_0202,<unk>
speedbird five eight zero contact milano one two five eight five good bye ,071_0387,<unk>
[EMPTY] ,051_0207,
lufthansa five five zero four contact zurich one three four decimal six ,012_0272,<unk>
and air berlin five zero eight one geneva one three three one five tschuss ,111_0076,<unk>
leisure six zero two four contact rhein one two seven decimal three seven ,031_0411,<unk>
lufthansa four four one six zurich on one three four decimal six ,012_0122,<unk>
okay ah descend to flight level three four zero and turn right one zero degrees ,081_0883,<unk>
[HNOISE] merair six nine four four climb now flight level three one zero one thousand five hundred or more ,021_0295,<unk>
swissair six five five two descend to flight level two six zero ,111_0494,<unk>
nato one zero proc= contact rhein one two seven three seven tschuss ,031_0288,<unk>
cross air six eight zero bonjour cleared st prex then direct bilsa climb to flight level two nine zero ,081_0001,<unk>
swissair six five five two climb to flight level two nine zero ,091_0100,<unk>
good afternoon spar eight nine squawk two seven seven four ,101_0330,<unk>
constellation two two five one rhein radar identified ,031_0020,<unk>
alitalia three seven zero identified cleared aosta st prex dijon flight level three two zero ,081_0169,<unk>
lufthansa three six zero four climb flight level two nine zero fly direct to trasadingen ,031_0182,<unk>
aero lloyd five three three direct nelli contact rhein control one three two decimal four ,101_0423,<unk>
alitalia four eight five good morning roger ,092_0338,<unk>
sabena eight two six alfa you're interested in three two zero ,091_0414,<unk>
sabena nine six eight contact radar one two eight one five good bye ,071_0734,<unk>
iberia three four seven three climb to flight level three five zero ,071_0566,<unk>
midland seven two zero rhein radar identified ,051_0132,<unk>
lufthansa triple five zero milan one three four ah stand by ,101_0596,<unk>
speedbird one two four rhein radar identified ,031_0092,<unk>
sorry so climb now flight level two five zero ,051_0619,<unk>
good morning foxtrot sierra india radar contact maintain flight level three one zero route trasadingen canne ,091_0762,<unk>
one five zero correct call now rhein control one two zero nine two bye bye ,111_0274,<unk>
sobelair two five five seven turn right to kempten ,031_0423,<unk>
fly heading of zero three five ,101_0392,<unk>
hapag lloyd one seven one bonjour identified cleared passeiry bilsa flight level two nine zero stand by for higher ,072_0088,<unk>
~k ~l ~m three four six is identified report your heading ,041_0579,<unk>
transavia three eight one set course direct canne ,081_0461,<unk>
alitalia three six nine report your rate of descent ,041_0745,<unk>
sabena eight three zero is identified you're cleared direct to gotil ,041_0011,<unk>
roger maintain that ,051_0236,<unk>
call you back for higher ,071_0542,<unk>
hapag lloyd six five three set course direct to olben ,081_0229,<unk>
speedbird two two three direct to nattenheim november tango mike ,051_0569,<unk>
~t ~w ~a eight eight one good morning radar contact maintain flight level three four zero trasadingen zurich east fusse ,081_0921,<unk>
french air force four two three four good morning squawk two seven six five ,091_0271,<unk>
<FL> </FL> ,071_0530,<unk>
airfrans six seven zero descend flight level two five zero rate at least two thousand five hundred ,101_0120,<unk>
speedbird ah one two f= four contact rhein one two seven three seven ,051_0127,<unk>
speedbird one five six contact rhein one two seven three seven tschu ,061_0007,<unk>
airfrans three two six one geneva one three three one five ,081_0567,<unk>
november one four five whiskey identified cleared aosta st prex dijon climb to flight level three eight zero ,071_0888,<unk>
swissair five eight eight ah correction four eight eight good afternoon radar contact proceed willisau trasadingen tango ,111_0489,<unk>
roger ,091_0402,<unk>
negative hotel oscar charlie hotel oscar charlie thereafter sierra papa romeo ,031_0017,<unk>
airfrans three two six one good morning roger squawk ident ,081_0187,<unk>
<FL> </FL> ,071_0564,<unk>
lufthansa three five five zero zurich radar good afternoon roger what is your position ,101_0982,<unk>
lufthansa eight two six eight contact zurich one three four six tschuss ,051_0444,<unk>
alitalia one three five is identified ,021_0647,<unk>
lufthansa five three zero five heading zero one zero ,101_0286,<unk>
lufthansa eight two two one heading zero nine zero ,091_0921,<unk>
