transcription,recording_id,labels,model_transcription
and lufthansa three six zero four continue climb to flight level two nine zero ,031_0567,"[3 3 3 4 3 3 3 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3
 3 3 3 3 3 4 3 3 3 3 3 4 3 3 4 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 3 4
 3 3 3 3 4]",AND LEFT ON THATRASEXARE O FOUR CONTINUE CLIME TO FLY LOVER TONINO ZERO
k l m three four six is identified report your heading please ,031_0568,"[3 4 3 4 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 4 3 3 3 3 3 3 3 3 3 3 4 3 3
 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 3 3 3 4]",CANAMSRAY FOR SUCTESS IDENTIFIED REPORT YOURNING PLACE
roger k l m three four six maintain that heading three five five ,031_0569,"[3 3 3 3 3 4 3 4 3 4 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 3 3 3 3 3 3 4 3
 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4]",OJACULUM THREE FOUR SIX MAINTEN AT HEADINGS THREE FIVE FIVE
ah k l m three four six i just realized this is not sufficient turn left heading three four five please ,031_0571,"[3 3 4 3 4 3 4 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 4 3 4 3 3 3 3 4 3 3 3 3 3 3
 3 3 4 3 3 3 3 4 3 3 4 3 3 3 4 3 3 3 3 3 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3
 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 3 4]",I KELL THEM THREE FOR SIX I JUST REALIZED THIS IS NOT SUFFICIENT TERN LEFT HEADING THREE FOUR FIVE PLACE
swissair eight zero six proceed direct to november tango mike ,031_0572,"[3 3 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 3 3
 3 4 3 3 4 3 3 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4]",SASER EIGHT ZEL SIX PUSIT DIECT ANOTHER MATANGOMIC
tarom three seven two contact rhein radar one three two decimal four ,031_0573,"[3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 3 3 4 3
 3 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 3 4]",TANTRY SEVEN TWO CONTACT VI NVEDAVANTRI TO THE SIMIT FOUR
swissair eight zero six contact rhein radar one two seven decimal three seven ,031_0574,"[3 3 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 3 3
 4 3 3 3 3 3 4 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3
 3 3 3 4]",SESIDES EA SIX CONTUCTLI NOVEDA ONE TO SEVEN SUMMER TWENTY SEVEN
britannia three two seven alfa is identified ,031_0575,"[3 3 3 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 4 3 3 3
 3 3 3 3 3 3 3 4]",A TENITORY TO SEVEN OLTITS IDENTIFIED
alitalia six four seven four proceed direct to frankfurt fox fox mike ,031_0576,"[3 3 3 3 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 3 3 4
 3 3 3 3 3 3 4 3 3 4 3 3 3 3 3 3 3 3 3 4 3 3 3 4 3 3 3 4 3 3 3 3 4]",AYIU TALL YA SIX FOR SEVEN FOUR COSIT DIRECTOR FRANK FOOT FOX FOXNIK
swissair nine three six zero contact rhein radar one two seven decimal three seven ,031_0577,"[3 3 3 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 3 3 3 4
 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3
 3 3 4 3 3 3 3 3 4]",SIC HE NINATRE SIX ILRO CONTUCTRINREDA WEN TO SEVEN D SMITRY SEVEN
lufthansa four seven zero zero is identified climb to flight level two nine zero ,031_0578,"[3 3 3 3 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 4 3 3 3
 3 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 4 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3
 3 4 3 3 3 3 4]",LEFTANZA FOUR SEVEN ZI RAS THE RA SIE DENTIFIHT CLIME TO FLIGHT LITTLE TO NINOZERON
lufthansa three six zero four continue climb to flight level three three zero ,031_0579,"[3 3 3 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 3 3
 3 4 3 3 3 3 3 4 3 3 4 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3
 3 3 3 4]",LE TANZA TRACE SIXY ROLE FOUR CONTINUCLINE TO FLIT LE VULTRATREZARO
alitalia six four seven four turn right heading three six zero ,031_0581,"[3 3 3 3 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3
 3 3 4 3 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 3 4]",I DETELL YOUR SIX FOR SEVEN FOOT AND WRITER INTREE SIX SEOR
speedbird one two nine is identified ,031_0582,[3 3 3 3 3 3 3 3 3 4 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 4 3 3 3 3 3 3 3 3 3 3 4],SPEAP WER ONE TO NINE US IDENTIFIED
sabena eight three zero contact rhein radar one two seven decimal three seven ,031_0583,"[3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 3 3
 4 3 3 3 3 3 4 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3
 3 3 3 4]",SERENATREI WILL CONDUCT RINVEDA NTO SEVEN D SMUTRY SEVEN
hapag lloyd one one two likewise rhein radar one two seven decimal three seven ,031_0584,"[3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 4 3 3 3 4 3 3 3 3 3 3 3 3 4 3 3 3 3
 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 3 3 4 3
 3 3 3 3 4]",REGOD VONMANTU LIKE VISE RIN REDA ON TI SEVEN SMTRY SEVEN
lufthansa four two zero seven is identified ,031_0585,"[3 3 3 3 3 3 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 3 4 3 3 4 3 3 3 3
 3 3 3 3 3 3 4]",LEUTONS ARE FAR TOO ZERO SEV AN AS IDENTIFIED
lufthansa five two three six is identified proceed direct to november ah disregard maintain that heading ,031_0586,"[3 3 3 3 3 3 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 4 3 3 3 3 3
 3 3 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 3 3 3 4 3 3 4 3 3 3 3 3 3 3 3 4 3 3 4 3
 3 3 3 3 3 3 3 3 4 3 3 3 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 3 3 4]",LOFTENS ARE FIVE TO THRAY SIX IS IDENTIFIET POSCITACTON NOVEMBER I DISREGARD MY TAIN AT HEADING
lufthansa five two three six proceed now direct to november tango mike ,031_0587,"[3 3 3 3 3 3 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 3 3 3 3 4
 3 3 3 4 3 3 3 3 3 3 4 3 3 4 3 3 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4]",LAFTANZA FIVE TO THREE SIX POCEID NO DRECTO NVEMATINGLE MIKE
alitalia six four seven four proceed now to fox fox mike ,031_0588,"[3 3 3 3 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 3 3 4
 3 3 3 4 3 3 4 3 3 3 4 3 3 3 4 3 3 3 3 4]",ALITALIA SEX FOR SEVEN FOUR PROCED NOTE TO FOX FOXMEG
britannia three two seven alfa contact rhein radar one three two decimal four ,031_0589,"[3 3 3 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 3
 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 3 3 3 3 4 3
 3 3 3 4]",WAJANATRY TO SEVEN ALFAR CONTACT LINE REDA ONTRE TWO THE SIML FOUR
golf bravo victor juliett india is identified guten tag ,031_0590,"[3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 4 3 3
 3 3 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 4]",GARPAVOVITO TRULY DENIAR CIRDENTIFIED GUNTAN
lufthansa four two zero seven turn left to delta kilo bravo ,031_0591,"[3 3 3 3 3 3 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3
 3 3 4 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 4]",LEFTANZAFORTU ZERO SEVEN TURNED LEFT TO THE ULTERCULA BARVO
saudia one zero six is in radar contact good afternoon ,031_0592,"[3 3 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 4 3 3 4 3 3 3 3 3 4 3 3 3 3 3
 3 3 4 3 3 3 3 4 3 3 3 3 3 3 3 3 3 4]",SADIA VONE ZERO SIXISIN RETA CONTACT WIT AFTERNOON
golf juliett india report your heading ,031_0593,"[3 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 3
 3 4]",GOLCILIAT INIA RIPOTUATING
golf bravo victor juliett india turn right heading one five zero ,031_0594,"[3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4
 3 3 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 4]",CORTE PRAVO VICTOR JULIAT IN NEAR TON NARITEDDING ONE FIVE SIRON
lufthansa three five six six contact zurich one three four decimal six ,031_0595,"[3 3 3 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 3 4 3 3 3 3 3 3 3 4
 3 3 3 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 4]",LOFTANZA TREE FIVE SIX SIX CONTECTI ON THREE FOUR DESEMER SIX
negative lufthansa three five six six zurich radar one three four decimal six ,031_0596,"[3 3 3 3 3 3 3 3 4 3 3 3 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 3
 4 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 3 3 4
 3 3 3 4]",NEGATIVE LUFTONZA TREE FIVE SIX SIX SO WE READ OUT ONTRY FOUR THE SMELL SIX
lufthansa three six zero four contact zurich one three four decimal six ,031_0597,"[3 3 3 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 3 3
 4 3 3 3 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 4]",LEFTANZATRI SIXY OR FOUR CONDUCTS O ON THRE FOUR TE SEMER SIX
alitalia six four seven four contact rhein radar one two seven decimal three seven ,031_0598,"[3 3 3 3 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 3 3 4
 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3
 3 3 4 3 3 3 3 3 4]",ALITANIA SIX FOR SEVEN FOR CONTUCT RYNUELA ON TO SEVEN OSILITERY SEVEN
k l m three four six turn left to november tango mike ,031_0599,"[3 4 3 4 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 4 3 3 3
 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4]",KALHIM THREE FOR SIXTON LIFTON O EMETINGEMIKE
speedbird one two nine contact rhein one three two decimal four ,031_0600,"[3 3 3 3 3 3 3 3 3 4 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 3 3 4
 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 3 4]",SPEBLE WANT TO NIN ACONDUCT RINE ONE TREE TWO TE SIMILA FOUR
hotel bravo india tango romeo is identified schonen tag ,031_0601,"[3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 4 3 3 3 3
 3 3 3 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 4]",OR TO REBAVE IN YA TINGLE O MUR CERDENTY FOR A TRAMENTON
lufthansa four two zero seven descend now to flight level three three zero ,031_0602,"[3 3 3 3 3 3 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 3 3
 4 3 3 3 4 3 3 4 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3
 4]",LOFTANZA FATU ZURO SEVENTY SENT NOT TO FLIGHT LEVEL TRE TREZERO
lufthansa five two three six contact rhein radar one two seven decimal three seven ,031_0604,"[3 3 3 3 3 3 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 3 3 3 3 4
 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3
 3 3 4 3 3 3 3 3 4]",LOFTENZA FIVE TO THREE SIX CONDUCT RAN REDO ON TO SEVEN DE SIMITRY SEVEN
k l m three four six contact rhein radar one two seven decimal three seven ,031_0605,"[3 4 3 4 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3
 3 3 3 4 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3
 4]",KILLHIM THREE FOUR SIX CONDUCT INE RED O ONE TO SEVEN TO SMITRY SEVEN
sabena eight three six is identified ,031_0606,[3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 4 3 3 3 3 3 3 3 3 3 3 4],SEVEN EIGHT THREE SIX US IDENTIFIED
lufthansa three five five zero is identified climb flight level two seven zero ,031_0607,"[3 3 3 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 4 3 3 3
 3 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 3 3 4
 3 3 3 3 4]",LEFT ON THATREE FIVE FIVE ZE RUSTS IDENTIFY TO CLIMBE FLIGHT LEVEL TO A SEVEN ZERI
lufthansa four two zero seven contact rhein one three two decimal four ,031_0608,"[3 3 3 3 3 3 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 3 3
 4 3 3 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 3 4]",LAFTONSZAFORTUSER O SEVEN CONTACT TINE MONTRY TWO DE SIMIL FOUR
hotel tango romeo proceed now to november tango mike ,031_0609,"[3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 4 3 3 4 3 3 3 3
 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4]",ORTELTANGO ROMIO PROCEID NOUTON OF VEMATANGEM MIKE
golf juliett india proceed to trasadingen tango romeo alfa ,031_0610,"[3 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 3 3 4 3 3 4 3 3 3 3 3 3 3
 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4]",CALLED TULIED NEA PROCITO TRASADIITIGOROMIOFA
lufthansa four two zero nine is identified ,031_0611,"[3 3 3 3 3 3 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 4 3 3 3 3 3
 3 3 3 3 3 4]",LEFTONZAFATUZIRONINA IS IDENTIFIED
bee med one is identified ,031_0612,[3 3 3 4 3 3 3 4 3 3 3 4 3 3 4 3 3 3 3 3 3 3 3 3 3 4],BEIM AD WONNESID ANTIFIND
lufthansa four seven zero zero contact zurich one three four decimal six ,031_0613,"[3 3 3 3 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 3
 3 4 3 3 3 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 4]",LOFSANZA FOUR SEVEN ZEROSIVO CONTACT SURIVAN THREE FOUR DESEVIL SIX
saudia one zero six contact rhein radar one three two decimal four ,031_0614,"[3 3 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3
 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 3 4]",SARIA JAN ZIRO SIX CONDUCT RIN REDA ANTRITU DA SOM FOUR
lufthansa three five five zero proceed to trasa ,031_0615,"[3 3 3 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 3
 3 4 3 3 4 3 3 3 3 3 4]",LEFT UNDAR THREE FIVE FIVES DE ROPROSSITUTRAZA
hotel tango romeo turn right ten degrees report new heading ,031_0616,"[3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 3
 3 3 3 4 3 3 3 3 3 3 4 3 3 3 4 3 3 3 3 3 3 3 4]",ATERTANGO ON YATENERITE TENDIGREES REPOT NIHERI
affirm ,031_0617,[3 3 3 3 3 3 4],I FOUNT
thank you hotel tango romeo climb now to flight level four five zero ,031_0618,"[3 3 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3
 4 3 3 4 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4]",SAIN OUR TERTENOROMIO CLANT NATIFLET VLEFOUR FIVE ZERO
roger climb four one zero hotel tango romeo ,031_0619,"[3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3
 4 3 3 3 3 3 4]",OR TO CLIMB FOUR ONES E ROTETINORMI
alitalia one five zero good afternoon identified report your heading ,031_0620,"[3 3 3 3 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 3 3 3 3
 4 3 3 3 3 3 3 3 3 3 3 4 3 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 3 3 4]",ILITAL YOA ONE FIVE ZORA GOD AFTERNOON IDENTIFIET REPORT YOUR HEADING
confirm three five five ,031_0621,[3 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4],CONFRON TREE FIVE FIVE
roger alitalia one five zero turn left heading three four five ,031_0622,"[3 3 3 3 3 4 3 3 3 3 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3
 3 4 3 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4]",WATCHEA ALITALIA ON FIVE ZE ROTURN AN LEFT HEADING TREE FOR FIVE
lufthansa five five zero four is identified ,031_0623,"[3 3 3 3 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 4 3 3 3 3
 3 3 3 3 3 3 4]",LOFTONS A FIVE FIVE ZEGL FOR US IDENTIFIED
delta india mike mike echo is identified climb to flight level two five zero ,031_0624,"[3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 4 3 3 3 3 3 3 3
 3 3 3 4 3 3 3 3 3 4 3 3 4 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3
 3 3 4]",D'ARTAGNAN MIKE MIKE ECHO IS IDENTIFIED CLAMP TO FLAT LEVEL TOO FINE ZERON
hotel bravo india tango romeo proceed now own navigation to november tango mike ,031_0625,"[3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 3 3
 4 3 3 3 4 3 3 3 4 3 3 3 3 3 3 3 3 3 3 4 3 3 4 3 3 3 3 3 3 3 3 4 3 3 3 3 3
 4 3 3 3 3 4]",WATURED WILE BA ANATANGO LOMIAL PROCEEDD NOT ON NEVIGATI ANDTONO A MATANGO MIKE
lufthansa four two zero nine turn left to dinkelsbuhl delta kilo bravo ,031_0626,"[3 3 3 3 3 3 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3
 3 4 3 3 4 3 3 3 3 3 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 4]",LETANZA FATOZI ONINA TURN LEFT TO INCUSBILL DALTACULA BRAVO
hotel tango romeo contact rhein radar one two seven decimal three seven ,031_0627,"[3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3
 4 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4]",OR TE TENGOVOMIO CONTECT GIN LED I WANT TO SERVICE IN THE THREE SERVEN
cross air eight five eight is identified ,031_0628,"[3 3 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 4 3 3 4 3 3 3 3 3 3 3
 3 3 3 4]",CROSSA ATE FIVE ATEAS IDENTIFIED
adria one six two seven is identified ,031_0629,"[3 3 3 3 3 4 3 3 3 4 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 4 3 3 3 3 3 3 3 3 3 3
 4]",AR EAANCEX TO SEVENUS IDENTIFIED
lufthansa three five five zero climb flight level two nine zero ,031_0630,"[3 3 3 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 4
 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 4]",LETANZATRE FIVE FIVE ZERO LAMP LIKE LITLE TUNINAZIO
delta india mike mike echo report your heading ,031_0631,"[3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 3 4 3 3 3
 3 4 3 3 3 3 3 3 3 4]",DETO ANYA MIKE MIKE ECORYPORT YOU HEADING
delta mike echo fly heading one seven zero climb flight level two seven zero ,031_0632,"[3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 4 3 3 3 3 3
 4 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3
 3 3 4]",THER TA MIK ECUIFLY HADING ONE SEVEN ZERO CLIME FLAT OVEL TWO SEVEN ZERO
lufthansa four two zero nine contact rhein one three two decimal four ,031_0633,"[3 3 3 3 3 3 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 3 3 4
 3 3 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 3 4]",LE FTANZA FOTO ZIVONINA CONDUCT VINE MONTRI TU DISM WIT FOUR
lufthansa four two zero nine contact rhein radar one three two decimal four ,031_0634,"[3 3 3 3 3 3 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 3 3 4
 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3
 3 4]",LOFTANZA FOR TO ZIVONINA CONDUCT RINREDA ONT RETU DE SAN FOUR
sabena eight three six contact rhein radar one two seven decimal three seven ,031_0635,"[3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 3 3 4
 3 3 3 3 3 4 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3
 3 3 4]",SEBINITRY SIXTH CONTUCT VINREDA WONE TO SEVEN T SIMITARY SEVEN
golf juliett india contact zurich one three three decimal four ,031_0636,"[3 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 3 3 3 4 3 3 3
 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 3 4]",CAJULIET INDIA CONTACT SOUANTRY TRY E SUMMIL FOR
merair six nine five two is identified turn right heading one eight five climb flight level two seven two five zero ,031_0637,"[3 3 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 4 3 3 3 3 3 3 3 3 3
 3 4 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3
 3 3 3 3 4 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 3 4
 3 3 3 3 4]",MAY HAR SIX NINEO FIVE TO US IDENTIFIE UN RIGHT HEADING ONE EIGHT FIVE CLIMB FLIGHT LEVELLE TO SEVEN TO FIVE ZERI
bee med one contact rhein radar one three two decimal four ,031_0638,"[3 3 3 4 3 3 3 4 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3
 3 3 3 3 4 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 3 4]",BEING MADE ONE CONDUCT OF INOVATE I WANT TO RETWOD A SUM OF FOUR
