transcription,recording_id,labels,model_transcription
lufthansa four six five two right heading two two zero ,091_0170,"[3 3 3 3 3 3 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3
 3 3 3 3 4 3 3 3 4 3 3 3 4 3 3 3 3 4]",THI SONS A FOUR SIX FIVE TWO RIGHTE THEY THINK TWO TWO ZERO
luxair two six six three bonjour identified cleared ah passeiry tour du pin flight level two nine zero ,071_0541,"[3 3 3 3 3 3 4 3 3 3 4 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 3
 3 3 3 3 3 3 4 3 3 3 3 3 3 3 4 3 3 4 3 3 3 3 3 3 3 3 4 3 3 3 3 4 3 3 4 3 3
 3 4 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 4]",EX OUT TO SIX SIX TRE BONSOVR DON'T THE FIGHT DECLARED UH PASEITO DU BYFLIT LEVEL TWO NINE ZERO
lufthansa three six three eight climb flight level three four zero ,061_0654,"[3 3 3 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3
 4 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4]",LOOF TUNS A THREE SIX THREE EIGHT LIME FLIGHT LEVEL TREE FOUR SIVO
german air force five eight five rhein radar you are not ~r ~v ~s ~m you're identified fly heading north for separation i'll call you back as soon as possible ,031_0045,"[ 3  3  3  3  3  3  4  3  3  3  4  3  3  3  3  3  4  3  3  3  3  4  3  3
  3  3  3  4  3  3  3  3  4  3  3  3  3  3  4  3  3  3  3  3  4  3  3  3
  4  3  3  3  4  3  3  3  4  3  3  4  3  3  4  3  3  4  3  3  4  3  3  3
 26  3  3  4  3  3  3  3  3  3  3  3  3  3  4  3  3  3  4  3  3  3  3  3
  3  3  4  3  3  3  3  3  4  3  3  3  4  3  3  3  3  3  3  3  3  3  3  4
  3 26  3  3  4  3  3  3  3  4  3  3  3  4  3  3  3  3  4  3  3  4  3  3
  3  3  4  3  3  4  3  3  3  3  3  3  3  3  4]",TEMETFALL'S FIVE FED FIVE FRYAND RADA YOU ARE NOT AR  S M YU ERE IDENTIFIET FLY HEADING NORTH FOR SEPARATION I CALL YOU BACK AS SOON AS POSSIBLE
alitalia two nine two can you call in please ,081_0637,"[3 3 3 3 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3
 4 3 3 3 3 3 3 4]",ALI TELL A TUNINE TWO CAN YOU KILL THEM PLEASE
good morning air malta zero zero four radar contact ,012_0047,"[3 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 3
 4 3 3 3 3 3 4 3 3 3 3 3 3 3 4]",GOOD MORNING A MILTASI SI O FO ET A CONTECT
<FL> </FL> ,081_0174,[ 3 22 14  3  4  3  3 22 14  3  4],AT UH SOME CANSI SAK YO LOOKIN IT THA CTA A HE SOMETIME TALK THAT TIME INDO AL VO
airfrans three five six climb flight level three two zero ,091_0397,"[3 3 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 3 4
 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 3 4]",EFRONS THREE FIVE SIX CLIME FLAT OF A TREE TWO ZERO
good afternoon condor six zero seven radar contact maintain flight level three four zero direct trasadingen tango ,101_0058,"[3 3 3 3 4 3 3 3 3 3 3 3 3 3 4 3 3 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 3 4
 3 3 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 3 3 3 3 3 4 3 3 3 3 3 3 4 3 3 3 3 3 4 3
 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 3 4 3 3 3 3 3 3 3 3 3 3 3 4 3 3 3
 3 3 4]",GOOD AFTERNOON CAT O SIX SER O SEVEN RADI CONSACT MAINTAIN FLIGHT OF A THREE FOUR ZERO DIRECT CHOSETING TANGLE
german air force five eight five contact rhein one two seven three seven tschuss ,061_0101,"[3 3 3 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3
 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3
 3 3 3 3 3 3 4]",RMAN  OS FIVE EIGHT FIVE CONTACT IN ONE TWO SEVEN THREE SEVEN TRS
~l ~t ~u seven seven five six ah continue present heading climb to flight level three four zero ,072_0153,"[3 3 4 3 3 4 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 4 3 3 3 3
 3 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 4 3 3 3 3 3 3 4
 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4]",EL TWO SEVEN SEVEN FIVE SIX UH CONTINUR PRESENTATING CLIM TO FLY TBLE THREE FOUR ZERO
jetcom one three three for further climb zurich one three three decimal four good bye ,091_0588,"[3 3 3 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 3 3 3 3 4 3 3
 3 3 3 4 3 3 3 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 3 3 4 3 3
 3 3 4 3 3 3 3 4 3 3 3 4]",CHETCOME ONE THREE THREE FOR FOR TO CLIMB SURY ONE THREE THREE DESMOL FORK BY
tag adria one six two seven identified ,021_0256,"[3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 3 3 3 3
 3 4]",THE HAON SIX TO SEVEN IDENTIFIED
hapag lloyd one seven one on the frequency ,091_0600,"[3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 4 3 3 3 4 3 3 3 3
 3 3 3 3 3 4]",OPPA GLOVES ONE SEVEN ONE ON THE FREQUENCY
lauda six eight six nine descend flight level two nine zero ,082_0149,"[3 3 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 3
 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 4]",NOTA SIX EIGHT SIX NINETY SON FLAT OF A TWU  NINE ZERO
britannia three two seven alfa is identified ,021_0553,"[3 3 3 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 4 3 3 3
 3 3 3 3 3 3 3 4]",BUT I NATURALLY TOO SEVEN O FIRSIDENTT FID
delta india mike lima lima contact milano on one three four five two ,012_0160,"[3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 3 3 4 3 3
 3 3 3 3 4 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 4]",DULDA INDIA MICLI MALIMA CONDIC MILANO ON ONE THREE FOUR FIVE TWO
lufthansa three six three eight good morning radar contact maintain three one zero <OT> ohh we're finished thank you very much </OT> ,091_0961,"[ 3  3  3  3  3  3  3  3  3  4  3  3  3  3  3  4  3  3  3  4  3  3  3  3
  3  4  3  3  3  3  3  4  3  3  3  3  4  3  3  3  3  3  3  3  4  3  3  3
  3  3  4  3  3  3  3  3  3  3  4  3  3  3  3  3  3  3  3  4  3  3  3  3
  3  4  3  3  3  4  3  3  3  3  4  3  7  6  3  4  3  3  3  4  3  3 26  3
  3  4  3  3  3  3  3  3  3  3  4  3  3  3  3  3  4  3  3  3  4  3  3  3
  3  4  3  3  3  3  4  3  3  7  6  3  4]",O TIMES THE THREE SIK THREE EIGHT GOOD UH MORNING RAD O CONSA MAINTAIN THREE ONE ZERO OH WE FINISH THANK YOU VERY MUCH
cross air two six nine zero own navigation direct to la tour du pin ,081_0105,"[3 3 3 3 3 4 3 3 3 4 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 3 3 3
 3 3 3 3 3 4 3 3 3 3 3 3 4 3 3 4 3 3 4 3 3 3 3 4 3 3 4 3 3 3 4]",COS SA TWO SIX NINE ZERO ON NAVIGATION DIREC TO A TODYPON
lufthansa four two zero seven contact rhein radar one three two decimal four ,041_0593,"[3 3 3 3 3 3 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 3 3
 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 3 3 3 3 4 3 3
 3 3 4]",NOTIMS I FOUR TO ZERO SEVEN CONTACT LINE LATE O ONE THREE TWO DISMO FOUR
airfrans six seven three four direct zurich east fusse ,081_0631,"[3 3 3 3 3 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 3 4
 3 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 4]",F HAN SIX SEVEN THREE FOUR DIRECT URIGIST FUSET
india oscar kilo climb to flight level three three zero ,111_0304,"[3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 4 3 3 4 3 3 3 3 3 3 4 3 3 3 3
 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4]",INDIAO SKAKILO CLIMBED TO FLY DOUBLE TREE TREES OU O
alitalia four eight five own navigation canne ,091_0507,"[3 3 3 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 3 3 3 3 3 3
 3 3 4 3 3 3 3 3 4]",ATOTEOA FOUR I FIVE I WON'T HAVE A GISION CONET
merair six nine four four climb to flight level three zero zero initially ,101_1024,"[3 3 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 4 3 3 4 3 3
 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 3 3 3 3 4]",MET SIX NINE FOUR FOUR CLIMBED TO FLIGHT LEVEL THREE ZHAT OS ETO INITIALLY
one three four five two ,101_0978,[3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 4],ONE THREE FOUR TO FIVE TWO
hotel bravo india tango romeo climb now flight level three six zero ,021_0233,"[3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3
 3 3 4 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 3 4]",OT THEY'RE BOTHERING ATHING OT ME OCALE I'M NOW FLAT LEVER THREE SIX ZERO
french line nine one six five contact milan one three four five two bye bye ,101_0316,"[3 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 3 3 3
 4 3 3 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 3 4 3 3
 3 4]",FRENCH NI NINE O ONE SIX FIVE CONTACT MILAN ONE THREE FOR FIVE TWO BYE BYE
roger call you back for reclearance ,031_0517,[3 3 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 3 3 3 3 3 3 3 3 3 4],WHAT O CALL YOU BACK FOR WEEKENS
merair six nine four four is identified proceed to trasadingen climb to flight level two nine zero ,041_0115,"[3 3 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 4 3 3 3 3 3 3 3 3
 3 3 4 3 3 3 3 3 3 3 4 3 3 4 3 3 3 3 3 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 4 3 3
 3 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 4]",MAA SIX NINE O FOUR FOUR SID ENTIFIHT PROSEED TO TAZA DINGAN CLIMB TO FLIGHT LEVEL TWO NINEO ZERO
swissair eight zero six climb to flight level three five zero ,031_0560,"[3 3 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 4 3 3 3 3
 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4]",SO SO AIDS THERE ARE SIX CLIM TO FLOOD LEVEL THREE FIVE ZERO
delta charlie india november alfa climb flight level two seven zero ,021_0293,"[3 3 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 3 3 3 4 3 3 3 3 4 3 3 3
 3 3 4 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4]",YAH THEY'RS PROBABLY IN THER NOVEMBER I FOK LAN FLODAOVER TWO SEVEN ZERO
[EMPTY] ,092_0207,[ 3  5 19 23  6 17  3  4],
sobelair two five five seven rhein identified ,011_0043,"[3 3 3 3 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3
 3 3 3 3 3 3 3 3 4]",SO LAT TWO FIVE FIVE SEVEN RYON IDENTIFIED
alitalia four one six ah roger squawk seven five three three ,101_0362,"[3 3 3 3 3 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 3 4 3 3 4 3 3 3 3 3 4 3 3 3 3 3 3
 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4]",I DE TIT A FOUR ONE SIX SEVERAL JUST WOLK SEVEN FIVE THRE TWE
lufthansa four five seven five good afternoon climb to flight level three two zero ,091_0681,"[3 3 3 3 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3
 3 3 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 4 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4
 3 3 3 4 3 3 3 3 4]",IF SOUNDS AR FOUR FIVE SEVEN FIVE COUD OFFTHE NON CLUMP TO FLY LEVEL THREE TWO ZERO
air malta eight one seven rhein radar identified ,031_0412,"[3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3
 4 3 3 3 3 3 3 3 3 3 3 4]",YEAH MIT EIGHTO ONE SEVENLIN OF EIGHT IDENTDYFINED
@aerovic one zero six one is identified non ~r ~v ~s ~m ,051_0278,"[3 3 3 3 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 3 4 3 3 4 3 3 3 3 3 3 3 3
 3 3 4 3 3 3 4 3 3 4 3 3 4 3 3 4 3 3 4]",ARAVECK VON ZERO SIX ONE IS IDENTITY FIGHT O ARGOOUS
<OT> thank you very much </OT> ,082_0162,[3 7 6 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 7 6 3 4],THINK I VERY MUCH
transwede one zero seven rhein identified ,011_0046,"[3 3 3 3 3 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 3
 3 3 3 3 4]",ON SPEED ONE SEL AS SEVEN RYONITE UNDEFINED
affirm ,071_0475,[3 3 3 3 3 3 4],IF I'M
netherlands air force four one four contact zurich on one three four decimal six good day ,061_0299,"[3 3 3 3 3 3 3 3 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3
 3 3 3 3 3 3 4 3 3 3 3 3 3 4 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3
 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 4]",NETHERLAND SAI FORS FOUR ONE FOUR CONTACT SURIS ON ONE TREE FOUR DOSMO SIX GOO DAY
tag speedbird one two two identified ,051_0576,[3 3 3 4 3 3 3 3 3 3 3 3 3 4 3 3 3 4 3 3 3 4 3 3 3 4 3 3 3 3 3 3 3 3 3 3 4],TALKS TO PEPLE ARE ONE THROUGH TOWO IDENTIFIED
hapag lloyd one one two is identified proceed direct to frankfurt ,051_0200,"[3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 4 3 3 3 4 3 3 4 3 3 3 3 3 3 3 3 3 3
 4 3 3 3 3 3 3 3 4 3 3 3 3 3 3 4 3 3 4 3 3 3 3 3 3 3 3 3 4]",I AGLAD VONON TOO IS  IDENTITY FIHT PUSIT DACTO FRANKFORT
alitalia two nine one contact zurich one three four decimal six ,051_0349,"[3 3 3 3 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 3 3 3 4
 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 4]",WELL YOU TELL YOUR TWO NINE O ONE CONTECT SOUAR YOU WONE THREE FOUR DISMON SIX
ah disregard ,111_0643,[3 3 4 3 3 3 3 3 3 3 3 3 4],UH
good afternoon air berlin five two five five identified you're cleared direct to frankfurt ,011_0200,"[ 3  3  3  3  4  3  3  3  3  3  3  3  3  3  4  3  3  3  4  3  3  3  3  3
  3  4  3  3  3  3  4  3  3  3  4  3  3  3  3  4  3  3  3  3  4  3  3  3
  3  3  3  3  3  3  3  4  3  3  3 26  3  3  4  3  3  3  3  3  3  3  4  3
  3  3  3  3  3  4  3  3  4  3  3  3  3  3  3  3  3  3  4]",GOOD AFTERNOON NEBELIN FIVE TWO FIVE FIVE I DIDN'T DEFIDE YOU'RKL DIRECTOR FRANKFORT
aero lloyd ah five one seven descend to flight level three one zero ,061_0312,"[3 3 3 3 4 3 3 3 3 3 4 3 3 4 3 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 3 3 4
 3 3 4 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 3 4]",AOID UH FIFE ONE SEVEN DCENTTO FLIGHT LEVEL TREE ONE SEVE
delta mike echo continue heading and ah please ah call into zurich sector one three three decimal four bye bye ,101_1031,"[3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 4
 3 3 4 3 3 3 3 3 3 4 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 3 4 3 3 3 3 3 3 4
 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 3 4]",THE'LL DAM MIKA GO CONTINUE HEADING AND UH PLEASE UH CALL I TWO SE REXECTO ON THREE THREE DESIMO FOUR BYE BYE
lufthansa four six five two climb flight level three five zero ,091_0896,"[3 3 3 3 3 3 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3
 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4]",LOF TIMS A FOUR SIX FIVE TWO CLIMB FLAT OF A TREE FIVE ZERO
alitalia one five seven zurich radar one three four decimal six ,051_0173,"[3 3 3 3 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 3 4 3 3 3 3 3 4
 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 4]",AITALIA ONE FIVE SEVEN SIKRADA ONE THREE FOUR DESIMO SIX
lufthansa four thousand seven hundred is identified proceed to trasadingen climb to flight level two nine zero ,021_0549,"[3 3 3 3 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 3 3
 4 3 3 4 3 3 3 3 3 3 3 3 3 3 4 3 3 3 3 3 3 3 4 3 3 4 3 3 3 3 3 3 3 3 3 3 3
 4 3 3 3 3 3 4 3 3 4 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 4]",O TONS AR FOUR THOUSAND SEVEN HUNDA OIDENTTY FIGT PROSEED TO TROSITING AND CLIMB TO FLIGHT LEVEL TO NINA ZERO
air malta zero zero four rhein radar identified ,031_0029,"[3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4
 3 3 3 3 3 3 3 3 3 3 4]",A MAL TO ZERO SERO FOUR RIND RATA IDENTIFIED
japan air four one nine contact milan one three four five two bye ,101_0308,"[3 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 3 3
 4 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 3 4]",JOU AVEAN NIE FOUR ONE INA CONSACT MILAN ONE TREE FOUR FIVE TWO BY
lufthansa four three nine three milan one three four five two good bye ,101_0608,"[3 3 3 3 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3
 4 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 4]",IFSONS A FOUR THREE NINE THREE MILAND ONE THREE FOUR FIVE TWO GOD BYE
speedbird one two nine identified ,041_0016,[3 3 3 3 3 3 3 3 3 4 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 3 3 3 3 3 3 4],SPE BU ONE TO NINE IDENTITY FIGHTING
sobelair two five five seven contact rhein one three two decimal four ,031_0047,"[3 3 3 3 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 3 3 4
 3 3 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 3 4]",SOBALOT TWO FIVE FIVE SEVEN CONTECINE ONE THREE TWO DESMAL FOUR
alitalia four zero one proceed direct trasadingen ,051_0098,"[3 3 3 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 3 3 3
 4 3 3 3 3 3 3 3 3 3 3 3 4]",ALITALIA FOR ALL SERO ONE PLUS E DIRECT TRANSETING AND
~p ~s ~a five zero two hotel contact rhein one three two decimal four ,051_0119,"[3 3 4 3 3 4 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 3 3 4
 3 3 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 3 4]",IS OR FIVE SIVA TWO HOTEL A CONTECT LINE ONE THREE TWO DESMAL FOUR
lufthansa four five eight two climb to flight level three hundred ,041_0768,"[3 3 3 3 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3
 3 4 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 3 3 4]",LOFTONS ARE FOUR FIVE EIGH TWO CLIM TO FLOOD DOVER ITS THREE HUNDRED
condor triple six climb to flight level three three zero ,101_0671,"[3 3 3 3 3 3 4 3 3 3 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 4 3 3 3 3 3 3 4 3 3 3
 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4]",CONDO TRIPPLE SIX CLUMPD TO FLIGHT LEVE THREE TREES YEO
ascot nine three one nine set course direct to rolampont ,071_0424,"[3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 3 3 3 3 4
 3 3 3 3 3 3 4 3 3 4 3 3 3 3 3 3 3 3 3 4]",I'S GOT NINE THEE ONE NINE SET GOES DIRECT TO HONOPO
airlink one three zurich radar good afternoon identified maintain flight level three zero zero trasadingen zurich east fusse ,101_0934,"[3 3 3 3 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3
 3 3 3 3 3 3 3 3 4 3 3 3 3 3 3 3 3 3 3 4 3 3 3 3 3 3 3 3 4 3 3 3 3 3 3 4 3
 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 3 3 3 3 3 3 4 3 3 3 3
 3 3 4 3 3 3 3 4 3 3 3 3 3 4]",ALINKWAM PREEZE RIKWAIT I'LL GETD AFTERNOON IDENTIFIED MAINTAIN SLIHT LEVEL TREES ATOS THEY'RE ALL TRANSETING IN SORIGIS TOUSE
alitalia three six nine likewise zurich one three four decimal six ,031_0757,"[3 3 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 3 3 3 3 4 3 3 3 3
 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 4]",I YOU TELIN YOU THREE SIX NINE UH LIKEWISE TWO LIK ONE THREE FOUR DIS ALMOST SIX
<FL> </FL> ,072_0025,[ 3 22 14  3  4  3  3 22 14  3  4],EL FONSESICON SS MO Y DONT TE FHIATOR THEY PASTRE TONYOU WITH ENOUGH CIVIL
fox oscar kilo sierra india good morning maintain two nine zero trasadingen saronno ,101_0533,"[3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3
 3 3 3 4 3 3 3 3 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 3 3 3 3 3
 3 4 3 3 3 3 3 3 3 4]",FOXOSCA KILO SIERA INDIA GOOD MORNING MENTIN TONONNASER O TROSETING ANS I DON'T KNOW
cotam one one four one contact milan one three four five two good bye ,091_0630,"[3 3 3 3 3 4 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 3 3 4
 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 4]",COTAM ONE ONE FOUR ONE CONTACT MILAN ONE THREE FOUR FIVE TWO GOOD BYE
speedbird eight three papa xray reims one three two two seven good bye ,071_0548,"[3 3 3 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3
 4 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 4]",PEBU THEY TAPE U BIKE THRE HOS ONE T TWO TWO SEVEN GOOD BYE
tag nato ten identified ,041_0292,[3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 3 3 3 3 3 3 3 3 4],TO NOT THAT THEN IDENTIFY IT
two three two zero ,101_0652,[3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 3 4],TO THREE TWO ZERO
