transcription,recording_id,model_transcription
delta india mike mike echo zurich one three four six tschuss ,041_0331,thirteen mike mike echo two reach one three four six threips
bye bye ,101_0426,be pin
lufthansa four seven zero zero fly heading two one zero for shortcut ,111_0264,lufthansa four seven zero ere offline hading two one zero fu showl cut
delta echo bravo contact zurich one three four six tschuss ,041_0199,state echo bravo contact two reach one three four six trees
lufthansa four four one six good afternoon radar contact if i give you climb clearance could you make it with ah two thousand ,111_0561,lufthansa four four one six good afternoon bre dir contact if i give you climb cleons could you make up with two thousand
lufthansa three five six six contact zurich one three four decimal six ,012_0200,luftens are three five six six contact there one three four decimal six
air malta four five zero squawk seven five three four ,111_0753,a malta four five zero s ok seven five three four
airfrans three five six climb flight level three two zero ,091_0396,air force three five six climb flight level three two zero
air berlin five two five five proceed to trasadingen ,111_0613,erlin five two five five proceed to reseringen
merair six nine four four contact zurich on one three four six good day ,071_0131,may air six nine four four condictwu re on one three four six grete
bull blue five seven two contact milan one three four five two bye ,091_0311,bull blue five seven two kinds of i line one three four five two bine
oh im sorry ah mis ah merair six nine four four maintain three one zero i see your destination sorry maintain three one zero ,101_0503,im sorry m med six nine four for maintain three one zero i see your destination sorry maintain three one zero
sabena eight two six alfa good morning squawk seven five three one ,091_0393,sabena eight two six alfa go mornings walk seven five three one
ah confirm that tarom three seven four called ,031_0641,confirm the town three seven four could
united six nine good morning radar contact descend to flight level three zero zero ,082_0085,united six nine good morning rate can sec descent flight level three zero zero
roger and how do you read now ,061_0586,rajheih and how do youraid down
lufthansa three five six six contact zurich one three four decimal six ,051_0228,luftensa three five six six contact zurich one three four decimal six
swissair six five nine descend to flight level two two zero ,071_0756,three si six five nine i descend to frigh level two two zero
delta mike echo proceed to trasadingen ,021_0645,delta mike echo proceed to treensiting in
tag lufthansa three five six six identified climb flight level two nine zero ,041_0208,tagluftundar three five six six identified climb flight over two nine or zero
georgia air zero three seven rhein radar identified ,031_0409,chargeei air sir three seven rhein rate identified
lufthansa five two three six call rhein one two seven three seven good day ,071_0034,lufthansa five two three six charl line one two seven three seven day
alitalia four zero four rhein one three two decimal four bye bye ,101_0997,alitalia four zero four rhin one three two decimal four bye bye
alitalia two nine two good morning radar contact ,061_0319,alitalia two nine two good morning read contact
tag alitalia four eight seven identified ,061_0123,theghalitario feight seven identified
delta india charlie papa alfa rhein radar identified ,051_0080,the lindedchalli papa alfa rhein radar identified
hapag lloyd one nine five cleared direct larvi ,071_0792,appuloid one nine or five clear did larvi
tarom three seven four contact rhein radar one three two decimal four ,031_0664,down three seven four contact in reide one three two decimal four
europa three eight one turn left heading zero zero five ,081_0058,erorobertree eight one and left in in zeo zero five
algerie two zero seven three direct to trasadingen now ,041_0359,eidree two zero seven three directo treisaring now
condor four nine nine contact reims one three four decimal four good bye ,071_0747,condor four nine nine contact reims one three four desemall four good bye
sabena eight three eight radar contact ,012_0013,sabina eight three eight reda contact
u s air one four milan one three four five two good bye ,111_0114,yuisair one four milleaind one three four five two go bye
u s air one four descend to flight level three one zero ,091_0653,us air one forty cent flight level three one zero
transwede one zero seven contact geneva one three three one five bye ,111_0537,transwit one sero seven cont at geneva one three three one five fine
alitalia six four seven four contact ahm rhein control on one two zero nine two bye bye ,101_0030,alitalia six four seven four contact rhein control and one two zero nine two bye bye
k l m three four six rhein radar one two seven decimal three seven ,021_0588,cellems reforce six rhein veda one to seven decimal three seven
scandinavian six eight six report your heading ,091_0001,scandinavian six eight six report you heading
iberia two six six three contact zurich on one two five decimal eight five good bye ,071_0645,ibraya two six six three contact zurich on one two five decimal eight five good bye
iberia three four two two own navigation to nelli ,092_0340,iberia three four two two on navigation to nelli
cotam one one four one climb to flight level three three zero ,091_0609,got down one one four one climb to flight level three three zero
alitalia three two four good afternoon squawk five seven four seven ,101_0959,alitalia three two four good afternoon squawk five seven four seven
condor nine seven two contact zurich one three three decimal four ,111_0645,con air nine seven two contact syrich one three three decimal four
lufthansa four six five two turn right to st prex climb to flight level three three zero ,081_0357,lufthansa four six five two turn right to some preclimb to flight level three three ero
swissair six five five two milan one three four five two good bye ,092_0269,svesa six five five two milan one three four five two bye
german air force four one four call now geneva one three three one five bye bye ,091_1001,german force four one four corna geneva one three three one five bye bye
lufthansa three five zero eight zurich one three four six ,071_0166,lufthansa three five surreight zurich one three four six
belgian airforce one four four contact rhein radar ah disregard belgian airforce one four four turn right ten degrees report new heading ,041_0663,belgiamer force one four four contact rhein rhei a dist regard belgimeer force one four four ten right ten degrees report new heading
cross air five one two ah zurich one two five eight five ,081_0092,roseir five one two zurich one two five eight five
malaysian ah four is identified ,011_0297,malaysian four is identified
lufthansa three six zero four is identified climb to flight level two nine zero ,012_0178,lufthansa three six zero force identified climb to fly level to nine a zero
alitalia four zero one buongiorno maintain three three zero trasadingen saronno ,081_0856,alitarea four zero one one to no maintain three three zero rust dinkense ra
jetaviation seven zero one own navigation to st prex ,091_0239,jetaviation seven zero one a navigation to st prex
airfrans three two six climb now to flight level two nine zero turn further left heading two four five ,091_0557,air fronst three two six climb out flight level two nine zero turn further left in two four five
aerovic one zero six one zurich one three four decimal six ,051_0350,erevec one zero six one sevich one three four decimal six
hamburg air two five four six contact geneva one three three one five bye bye ,081_0966,hambugha two five four six cansached geneva one three three one five bye bye
air berlin five two six one contact geneva on one three three one five bye bye ,101_0408,abeline five two six one contact geneva on montree three one five bye bye
aero lloyd five six zero turn right direct to st prex ,081_0202,aerloid five six zero turn right direct to st prex
jet set one four two nine rhein radar identified ,051_0057,jet it one four two nine rein rider identified
bee med one contact rhein on one three two decimal four good day ,071_0073,bee med one contact rhein on one three two to small four grey
midland seven two zero rhein radar identified ,061_0609,midland seven two zero rein rider identified
and swissair eight zero six youre cleared from present position to costa which is charlie oscar alfa ,011_0209,in spenser eight zero six eirclead from present position to costa which is charlie oscar alfa
lufthansa four seven zero zero is identified proceed to trasadingen climb to flight level two nine zero ,051_0221,lufthansa four seven zero eo identified proceed to trasadingen climb to flight level two nine euir zero
k l m two six four is identified ,051_0058,calhem two six four is identified
air berlin five two five five contact rhein radar one two seven decimal three seven ,031_0563,i will in five two five five contact line rate one to seven decimal three seven
sabena eight three zero contact rhein one two seven three seven good day ,071_0029,sabena eight three zero contact rein one two seven three seven gre
and swissair eight zero six contact rhein radar one two seven decimal three seven ,051_0202,enswisser eight zero six contact rein radar one two seven decimal three seven
lufthansa three six zero four zurich radar good morning maintain flight level three zero zero route trasadingen saronno ,091_1054,lufthansa three six zero osericweidire good morning maintain flight level three zero zero route residinge saronno
united six nine descend to flight level two nine zero ,081_0352,united six nine the descent flight level two nine zero
german air force four one four contact zurich one three three decimal four ,051_0175,german air force four one four contact over one three three decimal four
air malta four five zero identified route ageri zurich east nelli maintain flight level three two zero ,101_0929,i malta four five sure identified route gresorigie nelli maintain flight level three two ero
lufthansa four three nine three ,081_0266,rufdonsa four three nightree
sunwing five two one four contact zurich one three three decimal four ,011_0358,semming five two one four contact zurich one three three decimal four
transwede three five seven one set course direct to hochwald ,091_0027,trainsve three five seven one set course direct to whoghvald
swissair six five five two contact milan on one three four five two bye ,081_0570,swiss u six five five two contact belgian on one three four five two bye
french line nine one six five milan one three four decimal five two bye bye ,111_0222,french line nine one six five milan one three four decimal five two be bye
p s a four zero two hotel guten tag identified ,021_0086,best air force year o two hotel guidntarg identified
midland seven two zero climb flight level three five zero ,031_0496,midland seven two zero climb flight level three five zero
alitalia four zero one zurich one three four six tschuss ,051_0540,alitalia four zero one you reach one three four six stress
lufthansa eight two two one ah contact milan one three four five two good bye ,092_0362,lufthansa eight two to one contact me line one three four five two ge
fox oscar kilo sierra india climb to flight level two seven zero ,051_0427,fox osca kilo zero india climb to floor over two seven zero
britannia triple two alfa rhein radar identified ,071_0260,breteneer triple two alfa rhein radar identified
airfrans six seven zero continue descent to flight level two five zero ,092_0026,airfrans six seven zero continue sent to flight level two five zero
germania five four zero own navigation to st prex ,081_0250,germania five four seur own navigation to st prex
transwede one zero seven good afternoon radar contact maintain flight level three three zero trasadingen st prex ,111_0482,stress right one zero seven good afternoon rhei dir contact maintain flight level three three zero trasa in set prex
k l m three one seven descend to flight level two nine zero ,051_0770,celem three one seven descent to flight level two nine agere
lufthansa four five eight two proceed to trasadingen ,021_0698,lufthansa four five eight two prosittu rei sedinghen
u s air one four good afternoon radar contact heading of zero nine zero descend flight level three four zero ,111_0509,u s i one for a good afternoon rider can sec heading of zero nine zero des in flight over three for zero
lufthansa eight two six eight climb flight level three five zero ,091_0309,lufthansa eight two six eigh climb flight of three five zero
hapag lloyd one seven one cleared direct bilsa ,072_0128,nabuloid one seven one creo direct bilsa
emirates zero two four contact milan one three four decimal five two bye bye ,101_0946,emeraids are are two four contact milein one three four decimal five two be rei
aero lloyd five six zero geneva one three three one five own navigation to st prex ,092_0204,eroloid five six zero geneva one three three one five on nvication to st prex
and report heading to zurich one three three four good bye ,111_0021,and report heading to zurich one three three four go bye
lufthansa four two zero seven contact now rhein radar one three two decimal four good bye ,051_0704,luftunsare four two zero seven contact no in reder one tree two decimal four fu pin
sunwing five two one two in radar contact ,021_0657,sunwing five two one two in radar contact
k l m three four six turn left to november tan ah k l m three four six turn left to nattenheim november tango mike ,012_0220,gelion three force six ten left to evening i killhem three for sixteen lefton nutenheim november in mike
olympic one four four proceed direct to kempten ,071_0216,olympic one four four procee direct to kempten
airfrans three five six good morning squawk seven three five correction seven five three six ,092_0234,airfrans three five six good morning go seven three five correction seven five three six
saudia three four one good afternoon radar contact ,091_0626,sadia three four one good afternoon radar contact
air malta zero zero four contact rhein one two zero nine two good bye ,111_0022,i malta zero zero four contact rign one two zero nine the two go bye
aerovic one zero six one report your heading ,061_0486,erevec one zero six one report your heading
aero lloyd five three three bonjour maintain flight level three four zero kines st prex willisau ,071_0630,read five three three monsule meinted fectival three four zero kines in bre viliseir
tag transwede one one one zero one identified ,051_0410,track transveid one one one zero one identified
bonjour centennial one five seven identified st prex willisau flight level three two zero ,071_0568,agree and deniel one five seven identified simepreiville sir flight level three two zero
lufthansa three five five zero proceed direct to tran trasadingen climb flight level two nine zero ,061_0419,often that three five five zero posit direct to trasadingen climb flight level two nine zero
india fox golf good morning squawk two seven four four ,111_0139,india fox golf good mornings ok two seven four four
netherlands air force four one four call zurich on one three three decimal four ,021_0465,netherlands air force four one four call two rei on one three three the small four
ah air berlin five two five five guten tag identified ,031_0166,ebeleen five two five five con tag identified
lufthansa eight two six eight own navigation to olben st prex ,081_0217,lufthansa eight two six eight navigation to al bern s prex
alitalia two nine two good morning squawk two seven six one ,081_0311,alitalia two nine or two good mornings co two seven six one
transwede one zero seven continue climb flight level three three zero ,061_0066,transmit one zero seven continue climb flight level three tree zero
sorry station calling ,092_0175,sorry station calling
lufthansa five nine three one good afternoon radar contact maintain flight level three four zero continue present heading until advised ,101_0124,lufthansa five nine three one good afternoon radar contact maintain flight lower three four zero continue present heading uncedevised
roger continue present heading ,071_0806,marcha continue present heading
u s air one four fly heading now again zero nine zero ,091_0875,us i one four fly heading now against zero nine zero
tag golf bravo victor juliett india identified ,041_0235,tag golf bravo victor juliedenia identified
roger one zero six one resume own navigation to trasadingen ,071_0094,echo one zero six one resume own navigation to trasading
airlink one three zurich radar good morning identified route trasadingen zurich east fusse maintain flight level three zero zero ,092_0009,link one three requireargan morning identified through trasa ten or ge us siein flight level three are zero
netherlands air force one four rhein radar identified ,021_0051,netherlands air force one four rhin radar identified
air berlin five zero eight one contact radar one two eight one five good bye ,081_0107,airbellin five zero eight one contact three dir one two eight one five good bye
blue five seven two descend flight level two five zero ,111_0420,lu farm seven two design flight level two five zero
tag delta india mike mike echo identified climb to flight level two five zero ,031_0243,tag delta ni mike mike echo identified climb to flight level two five zero
airfrans one five five four descend flight level two seven zero ,081_0539,airfrans one five five forty sign flight level two seven zero
lufthansa three six zero four zurich one three four decimal six ,021_0214,lufthansa three six zero four zereege one three four decimal six
jetcom one three three expect higher in about ah three minutes ,092_0209,jetcom one three three expect i re in about three minutes
cotam one one four one descend flight level three one zero ,091_0352,cotam one one four one decim flight level three one zero
shamrock four eight six four contact rhein control on one three two decimal four bye bye ,111_0389,shamrock four eight six four counte rein control on one three two decimal four bye bye
cross air eight five eight contact rhein one two seven decimal three seven ,031_0663,resia eight five eight condact ine one to seven decimal three seven
viva nine zero eight one turn right to willisau ,081_0064,viva nine zero eight one turn height to vilisou
oh sorry jet set four four two level is two nine zero ,091_0838,i sorry just four for two level is two nine as well
delta seven six descend flight level three one zero ,082_0154,delta seven sixty sent flat leve three one zero
india yankee juliett milan one three four five two bye ,081_0668,in the yankee julet melin one three four five two bye
lufthansa eight two six eight set course to trasa ,031_0005,luftranseeigh two six eight at costa trasa
station calling say again ,011_0045,station calling seghen
turn left one five degrees ,021_0425,turn left one five degrees
alitalia one three five contact zurich one three four decimal six ,041_0183,alitalia one three five conduct zuri one three four decimal six
transwede three five seven one direct luxeuil ,091_0318,transmit three five seven one direct luxei
lufthansa three six zero four contact zurich one three four decimal six tschuss ,031_0209,luft under three six zero four contact two rege one three four decimal six chees
roger contact milan one three four five two good bye ,081_0327,roger contact milan one three four five two go bye
alitalia two six two climb to flight level three two zero ,071_0866,i le tele two six two climb to flight devle three twosere
five three zero five and fly heading zero one zero ,091_0976,five three ero five and fly heading zero one zero
constellation two two five one contact rhein one three two decimal four ,051_0043,constellation two two five one contact rhein one three two dismal four
ah negative alitalia one five zero alitalia two nine one right turn one five degrees to report new heading ,012_0258,negative alitalia one five level alitalia two nine one right turn one five degrees to report near heading
lufthansa triple five zero is identified fly heading two five zero ,111_0029,the thansa triple five zerois identified fly heading two five zero
transavia three eight one turn left heading one seven zero ,081_0184,transavia three eight one turn left eiring one seven zero
egypt air eight eight four is identified ,051_0779,egypt air eight eight four identified
sabena nine three six nine zurich on one three four six ,041_0547,sabena nine three six nine zurich on one three four six
aero lloyd five one seven contact now zurich on one three four decimal six good bye ,071_0436,eirholloid five one seven contact now zurich on one three four decimal six good bye
transwede three five seven one reims one three four decimal four good bye ,091_0059,transvee three five seven one reass one three four a small four bye
alitalia two nine one proceed now own navigation to kilo romeo hotel ,041_0117,alitalia two nine are one proceed now on navigation to kilo romeo hotel
roger do so ,051_0361,but i do so
iberia four four seven six contact zurich on one two five decimal eight five good bye ,071_0686,i bayah four four seven six contaxorechol one two five decimal eight five good bye
p s a five zero two hotel guten tag identified ,061_0566,belstar five zero two hotel guentairget in defined
k l m two six four turn left heading three five five ,061_0084,charl im two six four turn left heading three five five
lufthansa four two zero nine contact rhein radar one three two decimal four ,011_0268,lufthansa four two zero nine eir contact rine rade one three two decimal four
oh im very sorry turn right by ten degrees until advised ,111_0251,oh im very sorry turn right by ten degrees untill advised
u s air one four good morning descend to flight level three three zero ,081_0298,you say one four good morning descent flight level three three ero
swissair six five two zero proceed direct trasadingen ,081_0915,swissair six five two zero precee direct routing
lufthansa three five five six contact zurich one three four decimal six good bye ,031_0139,lufthansa three five five six contectoregh one three four desmal six gabine
contact milan one three four five two good bye ,091_0038,contact me line one three four five two go bye
hallo lufthansa five two nine four radar contact climb flight level three three zero ,111_0387,hello looftensifunc to nine four radar can sec climb flight level three three zero
air inter three two zero papa hotel set course direct morok ,111_0050,air inter three the zero papa hotel at course direct morok
lufthansa four five seven five rhein control one three two decimal four bye bye ,091_0936,lufthansa four five seven five run control one three two decimal four bye bye
lufthansa four six five two right heading two two zero ,091_0170,lufthansa four six five two ride taking two two zero
tag transwede one zero seven identified ,051_0453,tag hunsreed when there was seven identified
tag alitalia four zero one identified ,051_0503,tagglitalia for zero one identified
alitalia one five zero identified ,051_0731,alitalia one five zero identified
sabena eight two six alfa direct nattenheim ,051_0625,sabena eight to six alpha dire nattenheim
lufthansa four two zero nine turn left direct to dinkelsbuhl delta kilo bravo ,011_0258,lufthansa four two zero nine a ten left dike to dinklesvirl delta kilo bravo
tarom seven five three three contact reims one three four four good bye ,101_0641,tarom seven five three three contact reims one three four four bye
air berlin five two six one geneva one three three one five good bye ,101_0789,erbelin five two six one geneva one three three one five i
lufthansa four five seven five ah rhein one three two decimal four good bye ,092_0363,lufthansa four five seven five eigh rhein one three two decimal four bye
lufthansa four five eight two is identified climb flight level two nine zero ,041_0175,if hansa four five eigh twos identified climb fligh level two nine oir zero
i f o two two bravo good afternoon squawk seven five three five ,101_0756,iveher two two bravo good afternoon grok seven five three five
aero lloyd five one seven set course direct to karlsruhe ,092_0289,airloid five fine seven set course direc to case
sabena eight zero one rhein radar identified ,021_0132,sapineightsy over one rhein reader identified
lufthansa triple three zero good afternoon climb to flight level two nine zero ,071_0142,lufthansa triple treee zero good afternoon climb flight level two nine zero
roger your rate at least two thousand please ,091_0498,rogeia rate at least two thousand plays
alitalia four zero one now youre recleared flight level three three zero the rate of climb at least two thousand ,082_0103,alitalia four zero one now youre lev flight level three three zero the rider climb least two thousand
sabena eight zero one rhein radar identified ,051_0141,tabina eight zero one rhein raider identified
viva five eight five contact rhein one two seven decimal three seven ,011_0085,viva five eight five contact nine one two seven dismal three seven
lufthansa eight two six eight climb to flight level three three zero on heading one eight zero ,041_0418,lufthansa eight two six eight climb flight level three three zero on heading one eight zero
onur air nine eight nine guten tag and georgia air zero three seven both identified ,051_0456,one air nine nine guten tag and roger eir zero try seven both identified
jet set eight one seven contact rhein one two seven decimal three seven ,021_0042,chetsaid eight one seven contact rhein one two seven desmal three seven
tunair four eight zero two contact rhein one two zero decimal nine two bye bye ,092_0070,two near four eight zero two contact rin one two zero decimal nine two bebine
affirm britannia three two seven alfa contact rhein one three two decimal four ,012_0204,i firmretene three to seven alpha contact nine one three two decmal four
lufthansa three six zero four contact zurich one three four decimal six ,051_0239,lufthansa three six zero four contact zero one three four decimal six
airfrans six seven three four f climb to flight level three five zero ,081_0332,air from six seven three four climb to flight level three five zero
affirm ,051_0220,is
sobelair two five five seven rhein one through one three two decimal four tschuss ,061_0069,level at two five five seven rhein one route one three two decimal fortress
aero lloyd five nine zero contact milan one three four five two bye ,091_0504,erolie five nine zero contact me line one three four five two bye
hapag lloyd one nine five bonjour identified cleared valda passeiry bilsa flight level three four zero ,072_0019,applloyd one nine or five mosureentify cleared valda passeiry bilsa flight level three four zero
alitalia one four nine zurich one three four six ,041_0552,alitalia one four nine it zurich one three four six
sabena eight two six alfa is in radar contact ,061_0321,sabena eight two six alpha in reda contact
k l m two six four turn left to nattenheim ,012_0085,gellhum two six four turn left nuttenheim
midland seven two zero call rhein one two seven three seven good day ,061_0341,midland seven two zero call line one two seven three seven reading
yeah sabena eight zero one i observe you at flight level two nine zero in the viscinity of romeo mike sierra on a heading you are two nine zero maintaining confirm your level ,071_0332,sabena eight zero one i observe you at flight level two nine zero in the vicinity of romeo mike sierra on a heading you are two nine zero maintaining confirm your level
t w a eight hundred contact milano one two five eight five good bye ,071_0634,the lu eigh eight hundred contact milano one two five eight five good bye
aero lloyd five six zero good morning radar contact ,092_0149,eraloid five six zero good morning radar contact
air berlin five two six one good morning radar contact maintain flight level three three zero trasadingen st prex ,101_0347,ebelin five two six one ge morning rate or contact maintain flight level three three zero three set in set prex
delta seven six good morning descend flight level three three zero ,081_0702,delta seven six four morning design flight of three three zero
airfrans three two six one good afternoon squawk two seven two four ,111_0401,le from three two six one good afternoons walk two seven two four
transwede one zero seven contact ah zurich one three four decimal six ,071_0236,translid one zero seven contact the at surrich one three four decimal six
foxtrot sierra india climb now flight level two nine zero tschu ,061_0024,fox au zero india climb now floor level two nine zero trip
swissair nine three five two contact rhein on one two seven three seven ,021_0004,swecia nine on three five two quentect rhein on one two seven three seven
delta india bravo echo charlie contact rhein one three two decimal four tschuss ,031_0346,data india bravo echo charlea contact line one three two decimal fortress
alitalia four one three rhein radar identified climb to flight level two seven zero ,031_0535,alitalia four one three rin rader identifiged climb to flight level two seven zero
air malta zero zero four descend flight level three four zero ,051_0070,air malta zero zero four decent flight level three four zero
hapag lloyd six five three good morning ah continue climb to flight level two nine zero ,021_0371,hapbergloid six five three good morning continue climb to flight level two nine seven
lufthansa three five five six good afternoon maintain level two nine zero trasadingen canne ,081_0899,lufthansa three five five six good afternoon maintain level two nine zero trasadingen canne
lufthansa eight two two one set course direct fusse ,082_0118,lufthansa eight two two one secho starifuse
lufthansa four two zero nine is identified ,051_0703,lufthansa four two zero nine is identified
lufthansa four four one six direct saronno ,111_0572,lufthansa four four one six direct torono
balkan four three one is identified maintain three four zero trasadingen morok ,101_0638,balkan four three one is identified maintain three four zeroil throsiding in morok
alitalia three six nine turn right to trasadingen ,041_0172,alitalia three six nine turn right to treseligen
alitalia four eight seven good morning ah radar contact maintain flight level three zero zero trasadingen canne ,082_0133,alitalia for eight seven ge morning no re dir contact maintain flat level three zero zero transeteng canne
air algerie two zero seven three good afternoon ill call you back for climb route trasadingen st prex ,101_0840,there are already two zero seven three good afternoon i chollieback for climb route rusteding and sum bre
speedbird one two nine contact rhein one three two four tschuss ,031_0221,speber one to nine contact rhein one three two fortress
french line nine one six five ah milan one three four five two good bye ,101_0705,french line nine one six five feirmeeline one three four five two go bye
aero lloyd five six two turn right to trasadingen ,051_0826,it al out five six two turn right to trasadingen
tag aero lloyd five one seven identified ,061_0128,tagerloid five one seven identified
speedbird one two four contact rhein on one two seven three seven good day ,012_0123,speedbird one two four contact ine on one two seven three seven good
israeli four four two contact milan one three four five two bye ,101_0244,israeli four four two kines a melein one three four five two bye
aero lloyd five six zero report your heading ,092_0160,erloid five six zero repoty heading
three six zero four give me a good rate of climb until passing three two zero please ,111_0263,three six zero four ge me a good right of climb until passing three two zero please
aero lloyd five six zero turn right to st prex ,091_0033,erloid five six zero turn right to st prex
lauda six eight six nine descend to flight level two nine zero ,091_0249,lauda six eight six nine the descent flight level two nine zero
alitalia one four nine direct trasadingen ,051_0607,at italia one four nine or derectreis rengen
cotam one one four one good morning roger ,111_0073,cotam one one full one good morning roger
sabena four eight one contact rhein one three two decimal four ,021_0002,sabena foid one contact line one three two decimal four
hapag lloyd one one two contact rhein radar one two seven decimal three seven ,011_0245,abarglide one one two pin ah line rate one two seven decimal three seven
turkish nine two five your heading ,091_0925,turkish nine two five you heading
alitalia three two four contact reims one three four four ,092_0109,alitalia three two four contact reims one three four four
aerovic one zero six one can you increase to decimal seven six or more ,041_0093,erebec one zero six i can you increase to decimal seven six or more
alitalia four eight five good morning descend to flight level two five zero ,111_0187,alitarea four eight five good morning decent flight level two five zero
tag lufthansa four two zero nine identified ,041_0261,tag lufthansa four to zero in identified
sunwing five two one four contact zurich one three three decimal four ,031_0747,samming five two one four contact sec one three three decimal four
lufthansa four five seven five ah set course direct to trasadingen nelli ,081_0366,lufthansa four five seven five sechostaric two thresling in nelli
make it one three two four ,101_0821,make it one three two four
lufthansa five two nine four good morning radar contact continue climb flight level three three zero ,081_0444,lufthansa five two nine fo ge morning read or can sec cont your climb flight level three three erow
speedbird two eight three nine is identified route hochwald to morok for further climb zurich one three three four good bye ,101_0815,speed two eight three nine re identified route hochwald to morok for fir climb two reach one three three four bye
georgia zero three seven good morning radar contact ,021_0389,judgeeosio three seven good morning weighta contact
turkish nine two five own navigation morok ,091_0935,turkis nine two five o navigation morok
alitalia four eight five descend to flight level two five zero ,081_0896,alitare four eight five descent flight level two five zero
alitalia two nin no disregard ,061_0492,litaliahad two nine not this regard
saudia one zero six contact rhein radar one three two decimal four ,051_0259,sadia one zero six contact vine reida one threety two decimal four
swissair six seven five two turn left to kamas direct ,081_0100,swissair six seven five two then left to kamas direct
alitalia one one seven milan one three four five two good bye ,091_0174,alitalia one one seven milleain one three four five two grem
negative lufthansa four three seven six ,061_0621,negative looftensae four three seven six
adria one six two seven guten tag identified ,031_0256,howeveone six to seven gotntaga identifighed
lufthansa eight two six eight contact zurich one three four decimal six ,031_0396,luftensa eight two six eight contact zurich one three four desmol six
delta foxtrot sierra climb flight level three one zero ,101_0386,delta fox to the climb flight lower three one zero
lufthansa three five five zero contact zurich one three four decimal six ,021_0614,lufthansa three five five zero contact zurich on three four decimal six
alitalia two nine two as well rhein one two zero nine two ciao ,111_0148,alitalia two nine two as well rhein one two see re nine the two the
hapag lloyd three five five one zurich radar one three three decimal four ,061_0605,happacloid three five five pin zurich radar one three treatersmor four
jetaviation seven zero one milan one three four five two good bye ,092_0406,dedivation seven zero one millein one three four five two gubine
ukay six two five milano on one two five eight five good bye ,071_0476,you guest six two five mil on one one to five eight five good bye
aviva nine zero eight one descend to flight level three three zero ,091_0376,have youve nine zero eight one descent flight level three three zero
u s air one four descend to flight level three three zero ,081_0822,us air one four decent flight level three three zero
lufthansa four four zero eight climb flight level three one zero initially ,101_0293,lougtens are four four zero eigh climb flight level three one zero initially
and that wasnt air malta calling say again your callsign ,111_0752,and there was a malta calling seigen your call sing
alitalia four one three continue climb to level two nine zero ,012_0155,alitalia four one three continue climb the level two nine sev
lufthansa five two nine four good morning radar contact ah recleared flight level three three zero ,091_0262,luftha s a five twor nine for ge morning rei can sec reglair flight level three three zero
adria one six two seven is identified ,041_0629,adrea one six to seven is identifighed
lufthansa eight two six eight for further climb zurich one three three decimal four good bye ,091_0564,lufthansa eight two six eight four four climb swurich one three three desimal four line
foxtrot sierra india contact milan one three four five two good bye ,091_0104,foxrotsierra india condact milan one three four five two go by
bonjour alitalia three one seven cleared passeiry torino flight level two nine zero ,081_0149,budrualita yea three one seven clead passe re torino flight level two nine zero
hapag lloyd six five three contact zurich one three four decimal six ,071_0208,hephackloid six five three contact zurich one three four decimal six
olympic one four four rhein identified ,021_0020,olympic one four four rhein identified
algerie two zero seven three is identified fly heading two zero five climb flight level two seven zero ,041_0723,algerey two zero seven three is identified fly heading two zero five climb flight level two seven zero
sabena eight three six rhein one two seven three seven tschuss ,021_0248,the beneeighthre six rhein one to seven three seven trees
sabena nine seven zero climb to flight level three two zero ,072_0029,sabena nine seven zero climb to flighdoble three two zero
oh sorry station calling say again ,091_0162,sorry station calling again
viva nine zero eight one turn left heading three five zero ,071_0399,viva nah zero eight one ten left in three five zero
sabena seven eight one six contact rhein one two zero nine two good bye ,111_0040,sabena seven eight one six contact rhein one two zero nine o two gobine
and india sierra alfa climb with one thousand five hundred feet per minute or more ,061_0021,in india sierra alfa climb one thousand five hundreight feet per minute or more
alitalia four one six good afternoon squawk zero four two zero correction seven five three three sorry ,101_0100,alita le four one six good afternoon walk zero four two zero correction seven five three three zer eight
sabena nine three six nine radar contact ,061_0316,sabena nine three six nine reda contact
belstar five zero two hotel contact rhein one three two four good day ,021_0475,belstar five so two hotel contact line one three two four go day
lufthansa five three zero five correct call zurich sector one three three decimal four bye bye ,101_0856,ftenta five threes are of five correct couserixector one three three decimal four bye being
alitalia one five zero good afternoon identified report your heading ,031_0620,alitalia one five zero ghol afternoon identified report your heading
aero lloyd five six zero geneva one three three one five good bye ,081_0235,eroloid five six zero geneva one three three one five
lufthansa five five zero four good afternoon radar contact trasadingen fribourg ,101_0411,lufthansa five five ra for good afternoon radar can sec transetting fribourg
tag tunis air four eight zero two identified ,031_0309,tactonisare for eight zero two identified
german air force four nine zero one good afternoon roger ,081_0749,german air force four nine zero one good afternoon rate
indialook climb flight level two nine zero ,061_0392,in earlo climb flight over two nine zero
affirm swissair nine three six zero contact rhein radar one two seven decimal three seven ,051_0215,affirm with nine three six zero contact in radar one to seven decimal three seven
united six nine turn ah left one zero degrees ,092_0322,united six nine the turn i left one zero degrees
sunwing five two one four identified ,051_0334,sunning five to one four the one been identified
speedway three four six nine good afternoon maintain level three hundred ,081_0784,speedway three four six nine are good afternoon maintain level three hundred
oscar hotel india call rhein on one three two four ,012_0132,oscar hotel india call rhein on one three two four
k l m three four six climb to flight level three two zero maintain heading ,051_0222,gelum three for six clib two flight level tree two zero maintain heading
hamburg air two five four six own navigation tour du pin cli contact marseille one two five eight five ,071_0490,hemburger two five four six one navigation two du pin contact mercei one to five eight five
