transcription,recording_id,labels,model_transcription
sabena nine three six nine proceed direct trasadingen ,021_0492,"[25  7  8 11 20  7  4 20 15 20 11  4 26 14 24 11 11  4 25 15 30  4 20 15
 20 11  4 22 24 21  9 11 11 10  4 10 15 24 11  9 26  4 26 24  7 25  7 10
 15 20 13 11 20  4]",sapina nine three six nine aposy di rusting
oscar hot disregard ,021_0493,[21 25  9  7 24  4 14 21 26  4 10 15 25 24 11 13  7 24 10  4],aska hut descad
alitalia one five seven buongiorno radar contact ,021_0494,"[ 7 18 15 26  7 18 15  7  4 21 20 11  4 12 15 28 11  4 25 11 28 11 20  4
  8 27 21 20 13 15 21 24 20 21  4 24  7 10  7 24  4  9 21 20 26  7  9 26
  4]",al italia won five seven bonjano reda contact
lufthansa three six three eight guten morgen climb to flight level two seven zero ,021_0495,"[18 27 12 26 14  7 20 25  7  4 26 14 24 11 11  4 25 15 30  4 26 14 24 11
 11  4 11 15 13 14 26  4 13 27 26 11 20  4 19 21 24 13 11 20  4  9 18 15
 19  8  4 26 21  4 12 18 15 13 14 26  4 18 11 28 11 18  4 26 29 21  4 25
 11 28 11 20  4 32 11 24 21  4]",loftansa trees extreeme could morgan climb to flight level two seventh ero
lufthansa three six three eight can you accept level three five zero ,021_0496,"[18 27 12 26 14  7 20 25  7  4 26 14 24 11 11  4 25 15 30  4 26 14 24 11
 11  4 11 15 13 14 26  4  9  7 20  4 31 21 27  4  7  9  9 11 22 26  4 18
 11 28 11 18  4 26 14 24 11 11  4 12 15 28 11  4 32 11 24 21  4]",loftanza treesix tree eight can you accept level tree five sira
roger ill call you back ,021_0497,[24 21 13 11 24  4 15 18 18  4  9  7 18 18  4 31 21 27  4  8  7  9 17  4],racha kolipak
midland seven two zero call rhein on one two seven three seven good day ,021_0498,"[19 15 10 18  7 20 10  4 25 11 28 11 20  4 26 29 21  4 32 11 24 21  4  9
  7 18 18  4 24 14 11 15 20  4 21 20  4 21 20 11  4 26 29 21  4 25 11 28
 11 20  4 26 14 24 11 11  4 25 11 28 11 20  4 13 21 21 10  4 10  7 31  4]",midle and seven-two siro col line on one two-seven three seven-gray
alitalia one four nine turn to trasadingen ,021_0499,"[ 7 18 15 26  7 18 15  7  4 21 20 11  4 12 21 27 24  4 20 15 20 11  4 26
 27 24 20  4 26 21  4 26 24  7 25  7 10 15 20 13 11 20  4]",alitalia won four-niner turned to trasteting
sabena eight zero one direct to trasadingen ,021_0500,"[25  7  8 11 20  7  4 11 15 13 14 26  4 32 11 24 21  4 21 20 11  4 10 15
 24 11  9 26  4 26 21  4 26 24  7 25  7 10 15 20 13 11 20  4]",sabina ates ero one director tras atin
lufthansa three five five six call zurich on one three four decimal six ,021_0501,"[18 27 12 26 14  7 20 25  7  4 26 14 24 11 11  4 12 15 28 11  4 12 15 28
 11  4 25 15 30  4  9  7 18 18  4 32 27 24 15  9 14  4 21 20  4 21 20 11
  4 26 14 24 11 11  4 12 21 27 24  4 10 11  9 15 19  7 18  4 25 15 30  4]",loftanzatri five-five six called surich on one tree four desimal six
britannia two three six alfa turn right to trasadingen ,021_0502,"[ 8 24 15 26  7 20 20 15  7  4 26 29 21  4 26 14 24 11 11  4 25 15 30  4
  7 18 12  7  4 26 27 24 20  4 24 15 13 14 26  4 26 21  4 26 24  7 25  7
 10 15 20 13 11 20  4]",ritania to tre six alpha turn right to trastetin
europa three six three call rhein on one two seven three seven good day ,021_0503,"[11 27 24 21 22  7  4 26 14 24 11 11  4 25 15 30  4 26 14 24 11 11  4  9
  7 18 18  4 24 14 11 15 20  4 21 20  4 21 20 11  4 26 29 21  4 25 11 28
 11 20  4 26 14 24 11 11  4 25 11 28 11 20  4 13 21 21 10  4 10  7 31  4]",aropaa three-sixt tree coal line on one two-seven three-sevengry
speedbird one two two rhein one two seven three seven good day ,021_0504,"[25 22 11 11 10  8 15 24 10  4 21 20 11  4 26 29 21  4 26 29 21  4 24 14
 11 15 20  4 21 20 11  4 26 29 21  4 25 11 28 11 20  4 26 14 24 11 11  4
 25 11 28 11 20  4 13 21 21 10  4 10  7 31  4]",spidboard won two-two rhin one to seven three seven-gr
alitalia two nine two direct to gotil ,021_0505,"[ 7 18 15 26  7 18 15  7  4 26 29 21  4 20 15 20 11  4 26 29 21  4 10 15
 24 11  9 26  4 26 21  4 13 21 26 15 18  4]",alitalia to nine ar two direct to cotil
condor two one eight good morning radar contact ,021_0506,"[ 9 21 20 10 21 24  4 26 29 21  4 21 20 11  4 11 15 13 14 26  4 13 21 21
 10  4 19 21 24 20 15 20 13  4 24  7 10  7 24  4  9 21 20 26  7  9 26  4]",condor two on eight good morning radar contact
lufthansa three six three eight climb to flight level three one zero ,021_0507,"[18 27 12 26 14  7 20 25  7  4 26 14 24 11 11  4 25 15 30  4 26 14 24 11
 11  4 11 15 13 14 26  4  9 18 15 19  8  4 26 21  4 12 18 15 13 14 26  4
 18 11 28 11 18  4 26 14 24 11 11  4 21 20 11  4 32 11 24 21  4]",loftansa tree six three eight climb to flight-level tree oncerup
delta india mike lima lima call milano on one three four five two ,021_0508,"[10 11 18 26  7  4 15 20 10 15  7  4 19 15 17 11  4 18 15 19  7  4 18 15
 19  7  4  9  7 18 18  4 19 15 18  7 20 21  4 21 20  4 21 20 11  4 26 14
 24 11 11  4 12 21 27 24  4 12 15 28 11  4 26 29 21  4]",delde india michaely malimer called me lanon wen tree for five two
sabena nine three six nine descend to flight level two nine zero ,021_0509,"[25  7  8 11 20  7  4 20 15 20 11  4 26 14 24 11 11  4 25 15 30  4 20 15
 20 11  4 10 11 25  9 11 20 10  4 26 21  4 12 18 15 13 14 26  4 18 11 28
 11 18  4 26 29 21  4 20 15 20 11  4 32 11 24 21  4]",sabina nine tree six nine are decent to flight level two nineazero
good morning swissair seven eight three romeo radar contact ,021_0510,"[13 21 21 10  4 19 21 24 20 15 20 13  4 25 29 15 25 25  7 15 24  4 25 11
 28 11 20  4 11 15 13 14 26  4 26 14 24 11 11  4 24 21 19 11 21  4 24  7
 10  7 24  4  9 21 20 26  7  9 26  4]",good mornings was the seventy-tree romeo rata contact
alitalia four one three buongiorno climb to flight level two five zero ,021_0511,"[ 7 18 15 26  7 18 15  7  4 12 21 27 24  4 21 20 11  4 26 14 24 11 11  4
  8 27 21 20 13 15 21 24 20 21  4  9 18 15 19  8  4 26 21  4 12 18 15 13
 14 26  4 18 11 28 11 18  4 26 29 21  4 12 15 28 11  4 32 11 24 21  4]",al italia four on suri funjono climbed to flight-level to five sire
good morning alitalia four six five radar contact ,021_0512,"[13 21 21 10  4 19 21 24 20 15 20 13  4  7 18 15 26  7 18 15  7  4 12 21
 27 24  4 25 15 30  4 12 15 28 11  4 24  7 10  7 24  4  9 21 20 26  7  9
 26  4]",good morning al italia for six five rada contact
lufthansa three six three eight continue climb to level three five zero ,021_0513,"[18 27 12 26 14  7 20 25  7  4 26 14 24 11 11  4 25 15 30  4 26 14 24 11
 11  4 11 15 13 14 26  4  9 21 20 26 15 20 27 11  4  9 18 15 19  8  4 26
 21  4 18 11 28 11 18  4 26 14 24 11 11  4 12 15 28 11  4 32 11 24 21  4]",luftanstree-six tre eight continue climb the level three five sor
alitalia one five seven direct trasadingen ,021_0514,"[ 7 18 15 26  7 18 15  7  4 21 20 11  4 12 15 28 11  4 25 11 28 11 20  4
 10 15 24 11  9 26  4 26 24  7 25  7 10 15 20 13 11 20  4]",alitalia won five-seven direct rasseting
jet set four nine seven good morning radar contact ,021_0515,"[16 11 26  4 25 11 26  4 12 21 27 24  4 20 15 20 11  4 25 11 28 11 20  4
 13 21 21 10  4 19 21 24 20 15 20 13  4 24  7 10  7 24  4  9 21 20 26  7
  9 26  4]",chit set for nine a seven good morning rada contact
sabena nine three six nine call zurich on one three four six good day ,021_0516,"[25  7  8 11 20  7  4 20 15 20 11  4 26 14 24 11 11  4 25 15 30  4 20 15
 20 11  4  9  7 18 18  4 32 27 24 15  9 14  4 21 20  4 21 20 11  4 26 14
 24 11 11  4 12 21 27 24  4 25 15 30  4 13 21 21 10  4 10  7 31  4]",sabina nine- three-six nine called suric on one three-for six go day
britannia two three six alfa zurich on one three three decimal four ,021_0517,"[ 8 24 15 26  7 20 20 15  7  4 26 29 21  4 26 14 24 11 11  4 25 15 30  4
  7 18 12  7  4 32 27 24 15  9 14  4 21 20  4 21 20 11  4 26 14 24 11 11
  4 26 14 24 11 11  4 10 11  9 15 19  7 18  4 12 21 27 24  4]",britania two three six alpha tsurich on one three three tho small four
alitalia two nine two rhein one two seven three seven ,021_0518,"[ 7 18 15 26  7 18 15  7  4 26 29 21  4 20 15 20 11  4 26 29 21  4 24 14
 11 15 20  4 21 20 11  4 26 29 21  4 25 11 28 11 20  4 26 14 24 11 11  4
 25 11 28 11 20  4]",al italia to nine two rein one to seven three-seven
good afternoon air berlin five two five five identified proceed direct to fox fox mike ,021_0519,"[13 21 21 10  4  7 12 26 11 24 20 21 21 20  4  7 15 24  4  8 11 24 18 15
 20  4 12 15 28 11  4 26 29 21  4 12 15 28 11  4 12 15 28 11  4 15 10 11
 20 26 15 12 15 11 10  4 22 24 21  9 11 11 10  4 10 15 24 11  9 26  4 26
 21  4 12 21 30  4 12 21 30  4 19 15 17 11  4]",but afternoon eveline five to five five identified procitak to fox foxmike
delta echo bravo stop climb at flight level three seven zero ,021_0520,"[10 11 18 26  7  4 11  9 14 21  4  8 24  7 28 21  4 25 26 21 22  4  9 18
 15 19  8  4  7 26  4 12 18 15 13 14 26  4 18 11 28 11 18  4 26 14 24 11
 11  4 25 11 28 11 20  4 32 11 24 21  4]",their diego ravas stopped climate flight level tree seven zero
affirm delta echo bravo contact zurich one three three decimal four ,021_0521,"[ 7 12 12 15 24 19  4 10 11 18 26  7  4 11  9 14 21  4  8 24  7 28 21  4
  9 21 20 26  7  9 26  4 32 27 24 15  9 14  4 21 20 11  4 26 14 24 11 11
  4 26 14 24 11 11  4 10 11  9 15 19  7 18  4 12 21 27 24  4]",a from delta akobamor contact sirich one tre tread a simal four
sobelair two five two one contact rhein radar one three two decimal four ,021_0522,"[25 21  8 11 18  7 15 24  4 26 29 21  4 12 15 28 11  4 26 29 21  4 21 20
 11  4  9 21 20 26  7  9 26  4 24 14 11 15 20  4 24  7 10  7 24  4 21 20
 11  4 26 14 24 11 11  4 26 29 21  4 10 11  9 15 19  7 18  4 12 21 27 24
  4]",so theyar two five two-one contact rine rader one three two te sommal four
tarom three seven two good afternoon identified ,021_0523,"[26  7 24 21 19  4 26 14 24 11 11  4 25 11 28 11 20  4 26 29 21  4 13 21
 21 10  4  7 12 26 11 24 20 21 21 20  4 15 10 11 20 26 15 12 15 11 10  4]",tarontree seven too good afternoon are identified
lufthansa ,021_0524,[18 27 12 26 14  7 20 25  7  4],logt enser
lufthansa four four zero eight contact zurich one three four decimal six ,021_0525,"[18 27 12 26 14  7 20 25  7  4 12 21 27 24  4 12 21 27 24  4 32 11 24 21
  4 11 15 13 14 26  4  9 21 20 26  7  9 26  4 32 27 24 15  9 14  4 21 20
 11  4 26 14 24 11 11  4 12 21 27 24  4 10 11  9 15 19  7 18  4 25 15 30
  4]",loftens are four four zero-age contact suri fontry for desimal six
swissair eight zero six is identified proceed direct to november tango mike ,021_0526,"[25 29 15 25 25  7 15 24  4 11 15 13 14 26  4 32 11 24 21  4 25 15 30  4
 15 25  4 15 10 11 20 26 15 12 15 11 10  4 22 24 21  9 11 11 10  4 10 15
 24 11  9 26  4 26 21  4 20 21 28 11 19  8 11 24  4 26  7 20 13 21  4 19
 15 17 11  4]",so ciar eight zera six is identified possitiacton of eme tange mike
swissair eight zero six climb flight level three two zero ,021_0527,"[25 29 15 25 25  7 15 24  4 11 15 13 14 26  4 32 11 24 21  4 25 15 30  4
  9 18 15 19  8  4 12 18 15 13 14 26  4 18 11 28 11 18  4 26 14 24 11 11
  4 26 29 21  4 32 11 24 21  4]",some ca ade zeare a six-climbd flight level trea to zero
hello swissair nine three six zero identified ill call you back for higher level in four minutes when clear of crossing traffic ,021_0528,"[14 11 18 18 21  4 25 29 15 25 25  7 15 24  4 20 15 20 11  4 26 14 24 11
 11  4 25 15 30  4 32 11 24 21  4 15 10 11 20 26 15 12 15 11 10  4 15 18
 18  4  9  7 18 18  4 31 21 27  4  8  7  9 17  4 12 21 24  4 14 15 13 14
 11 24  4 18 11 28 11 18  4 15 20  4 12 21 27 24  4 19 15 20 27 26 11 25
  4 29 14 11 20  4  9 18 11  7 24  4 21 12  4  9 24 21 25 25 15 20 13  4
 26 24  7 12 12 15  9  4]",allowers witter nineor-tree sixtar identified i call ou back for higher level in foreminutes when clear of crossing traffic
lufthansa three five six six is identified proceed to trasadingen climb to flight level two nine zero ,021_0529,"[18 27 12 26 14  7 20 25  7  4 26 14 24 11 11  4 12 15 28 11  4 25 15 30
  4 25 15 30  4 15 25  4 15 10 11 20 26 15 12 15 11 10  4 22 24 21  9 11
 11 10  4 26 21  4 26 24  7 25  7 10 15 20 13 11 20  4  9 18 15 19  8  4
 26 21  4 12 18 15 13 14 26  4 18 11 28 11 18  4 26 29 21  4 20 15 20 11
  4 32 11 24 21  4]",the ftanza three five-sixixs identified proceed torazalingan climb to flight level toon ninear zero
swissair nine three six zero climb to flight level three one zero initially ,021_0530,"[25 29 15 25 25  7 15 24  4 20 15 20 11  4 26 14 24 11 11  4 25 15 30  4
 32 11 24 21  4  9 18 15 19  8  4 26 21  4 12 18 15 13 14 26  4 18 11 28
 11 18  4 26 14 24 11 11  4 21 20 11  4 32 11 24 21  4 15 20 15 26 15  7
 18 18 31  4]",swisser nine-or tree six zero clined to flight level tree one zero initially
hapag lloyd one one two good afternoon proceed direct to frankfurt ,021_0532,"[14  7 22  7 13  4 18 18 21 31 10  4 21 20 11  4 21 20 11  4 26 29 21  4
 13 21 21 10  4  7 12 26 11 24 20 21 21 20  4 22 24 21  9 11 11 10  4 10
 15 24 11  9 26  4 26 21  4 12 24  7 20 17 12 27 24 26  4]",hawerglod one on two gout afternoon possy dack to frankfurt
aero lloyd one one two is identified ,021_0533,"[ 7 11 24 21  4 18 18 21 31 10  4 21 20 11  4 21 20 11  4 26 29 21  4 15
 25  4 15 10 11 20 26 15 12 15 11 10  4]",i will hot one one too is identified
tarom three seven two contact rhein radar one three two decimal four ,021_0534,"[26  7 24 21 19  4 26 14 24 11 11  4 25 11 28 11 20  4 26 29 21  4  9 21
 20 26  7  9 26  4 24 14 11 15 20  4 24  7 10  7 24  4 21 20 11  4 26 14
 24 11 11  4 26 29 21  4 10 11  9 15 19  7 18  4 12 21 27 24  4]",there are n three-seven two contact rin reda one three-two the similar four
airals one zero eight eight contact rhein radar one two seven decimal three seven ,021_0535,"[ 7 15 24  7 18 25  4 21 20 11  4 32 11 24 21  4 11 15 13 14 26  4 11 15
 13 14 26  4  9 21 20 26  7  9 26  4 24 14 11 15 20  4 24  7 10  7 24  4
 21 20 11  4 26 29 21  4 25 11 28 11 20  4 10 11  9 15 19  7 18  4 26 14
 24 11 11  4 25 11 28 11 20  4]",arals on zero-eight-eight contact line rada one to seven the simal tree seven
buongiorno alitalia six four seven four identified ,021_0536,"[ 8 27 21 20 13 15 21 24 20 21  4  7 18 15 26  7 18 15  7  4 25 15 30  4
 12 21 27 24  4 25 11 28 11 20  4 12 21 27 24  4 15 10 11 20 26 15 12 15
 11 10  4]",ongeno alitalia six for seven for identified
lufthansa three six zero four is identified proceed to trasadingen climb flight level two nine zero ,021_0537,"[18 27 12 26 14  7 20 25  7  4 26 14 24 11 11  4 25 15 30  4 32 11 24 21
  4 12 21 27 24  4 15 25  4 15 10 11 20 26 15 12 15 11 10  4 22 24 21  9
 11 11 10  4 26 21  4 26 24  7 25  7 10 15 20 13 11 20  4  9 18 15 19  8
  4 12 18 15 13 14 26  4 18 11 28 11 18  4 26 29 21  4 20 15 20 11  4 32
 11 24 21  4]",lefter on the tree-sex zero four is identified prositutrasadingen climb flight-level to nine-ar zero
k l m three four six is identified ,021_0538,"[17  4 18  4 19  4 26 14 24 11 11  4 12 21 27 24  4 25 15 30  4 15 25  4
 15 10 11 20 26 15 12 15 11 10  4]",killhum three for six is identified
sabena eight three zero is identified ,021_0539,"[25  7  8 11 20  7  4 11 15 13 14 26  4 26 14 24 11 11  4 32 11 24 21  4
 15 25  4 15 10 11 20 26 15 12 15 11 10  4]",savenna atrezy voice identified
lufthansa three five six six climb flight level three one zero ,021_0540,"[18 27 12 26 14  7 20 25  7  4 26 14 24 11 11  4 12 15 28 11  4 25 15 30
  4 25 15 30  4  9 18 15 19  8  4 12 18 15 13 14 26  4 18 11 28 11 18  4
 26 14 24 11 11  4 21 20 11  4 32 11 24 21  4]",loftanse are three five sixsix climb-flight-level three one zero
swissair eight zero six contact rhein radar one two seven decimal three seven ,021_0541,"[25 29 15 25 25  7 15 24  4 11 15 13 14 26  4 32 11 24 21  4 25 15 30  4
  9 21 20 26  7  9 26  4 24 14 11 15 20  4 24  7 10  7 24  4 21 20 11  4
 26 29 21  4 25 11 28 11 20  4 10 11  9 15 19  7 18  4 26 14 24 11 11  4
 25 11 28 11 20  4]",switsa a zero six contact rain rader went to seven e semen three seven
air berlin five two five five contact rhein radar one two seven decimal three seven ,021_0542,"[ 7 15 24  4  8 11 24 18 15 20  4 12 15 28 11  4 26 29 21  4 12 15 28 11
  4 12 15 28 11  4  9 21 20 26  7  9 26  4 24 14 11 15 20  4 24  7 10  7
 24  4 21 20 11  4 26 29 21  4 25 11 28 11 20  4 10 11  9 15 19  7 18  4
 26 14 24 11 11  4 25 11 28 11 20  4]",abelin fived two five-five contact rin rader on to seven to simall three seven
sabena eight three zero proceed to gotil ,021_0544,"[25  7  8 11 20  7  4 11 15 13 14 26  4 26 14 24 11 11  4 32 11 24 21  4
 22 24 21  9 11 11 10  4 26 21  4 13 21 26 15 18  4]",savena at tre zero proceed to gutil
k l m three four s six report your heading ,021_0545,"[17  4 18  4 19  4 26 14 24 11 11  4 12 21 27 24  4 25  4 25 15 30  4 24
 11 22 21 24 26  4 31 21 27 24  4 14 11  7 10 15 20 13  4]",kilhum three forsix report your heading
k l m three four six turn left fly heading three four five ,021_0546,"[17  4 18  4 19  4 26 14 24 11 11  4 12 21 27 24  4 25 15 30  4 26 27 24
 20  4 18 11 12 26  4 12 18 31  4 14 11  7 10 15 20 13  4 26 14 24 11 11
  4 12 21 27 24  4 12 15 28 11  4]",callion three for six turn left flyheading three for five
swissair nine three six zero climb now flight level three two zero ,021_0548,"[25 29 15 25 25  7 15 24  4 20 15 20 11  4 26 14 24 11 11  4 25 15 30  4
 32 11 24 21  4  9 18 15 19  8  4 20 21 29  4 12 18 15 13 14 26  4 18 11
 28 11 18  4 26 14 24 11 11  4 26 29 21  4 32 11 24 21  4]",swicnine three six zero climb now fligh level tree to zero
lufthansa four thousand seven hundred is identified proceed to trasadingen climb to flight level two nine zero ,021_0549,"[18 27 12 26 14  7 20 25  7  4 12 21 27 24  4 26 14 21 27 25  7 20 10  4
 25 11 28 11 20  4 14 27 20 10 24 11 10  4 15 25  4 15 10 11 20 26 15 12
 15 11 10  4 22 24 21  9 11 11 10  4 26 21  4 26 24  7 25  7 10 15 20 13
 11 20  4  9 18 15 19  8  4 26 21  4 12 18 15 13 14 26  4 18 11 28 11 18
  4 26 29 21  4 20 15 20 11  4 32 11 24 21  4]",loftanza four thousand seven hundreds identified positot rasadigan climbe to flight level to ninar zero
lufthansa three five six six climb now to flight level three seven zero ,021_0550,"[18 27 12 26 14  7 20 25  7  4 26 14 24 11 11  4 12 15 28 11  4 25 15 30
  4 25 15 30  4  9 18 15 19  8  4 20 21 29  4 26 21  4 12 18 15 13 14 26
  4 18 11 28 11 18  4 26 14 24 11 11  4 25 11 28 11 20  4 32 11 24 21  4]",leftantha tree five six six climbed now to flight level tree seven zero
swissair nine three six zero contact rhein radar one two seven decimal three seven ,021_0551,"[25 29 15 25 25  7 15 24  4 20 15 20 11  4 26 14 24 11 11  4 25 15 30  4
 32 11 24 21  4  9 21 20 26  7  9 26  4 24 14 11 15 20  4 24  7 10  7 24
  4 21 20 11  4 26 29 21  4 25 11 28 11 20  4 10 11  9 15 19  7 18  4 26
 14 24 11 11  4 25 11 28 11 20  4]",spaciar nine-or-three six yevel contact lain rada won to seven o simal tree seven
is that lufthansa four two zero seven ,021_0552,"[15 25  4 26 14  7 26  4 18 27 12 26 14  7 20 25  7  4 12 21 27 24  4 26
 29 21  4 32 11 24 21  4 25 11 28 11 20  4]",is a left on ther four to zero seven
britannia three two seven alfa is identified ,021_0553,"[ 8 24 15 26  7 20 20 15  7  4 26 14 24 11 11  4 26 29 21  4 25 11 28 11
 20  4  7 18 12  7  4 15 25  4 15 10 11 20 26 15 12 15 11 10  4]",batania tree to seven alphas identified
speedbird one two nine identified ,021_0554,"[25 22 11 11 10  8 15 24 10  4 21 20 11  4 26 29 21  4 20 15 20 11  4 15
 10 11 20 26 15 12 15 11 10  4]",spaper wanted nine identified
k l m three four six climb to flight level three two zero ,021_0555,"[17  4 18  4 19  4 26 14 24 11 11  4 12 21 27 24  4 25 15 30  4  9 18 15
 19  8  4 26 21  4 12 18 15 13 14 26  4 18 11 28 11 18  4 26 14 24 11 11
  4 26 29 21  4 32 11 24 21  4]",kelams re forced six clumn to flight level treto zero
sabena eight three zero contact rhein radar one two seven decimal three seven ,021_0556,"[25  7  8 11 20  7  4 11 15 13 14 26  4 26 14 24 11 11  4 32 11 24 21  4
  9 21 20 26  7  9 26  4 24 14 11 15 20  4 24  7 10  7 24  4 21 20 11  4
 26 29 21  4 25 11 28 11 20  4 10 11  9 15 19  7 18  4 26 14 24 11 11  4
 25 11 28 11 20  4]",savena atre zero contact lin rada on to seven di simal tree seven
good afternoon lufthansa four two zero seven identified proceed direct to delta kilo bravo ,021_0557,"[13 21 21 10  4  7 12 26 11 24 20 21 21 20  4 18 27 12 26 14  7 20 25  7
  4 12 21 27 24  4 26 29 21  4 32 11 24 21  4 25 11 28 11 20  4 15 10 11
 20 26 15 12 15 11 10  4 22 24 21  9 11 11 10  4 10 15 24 11  9 26  4 26
 21  4 10 11 18 26  7  4 17 15 18 21  4  8 24  7 28 21  4]",good afternoon loftanza faugh to zero's seven identified prositak to delta killobrama
britannia three two seven alfa contact rhein radar one three two decimal four ,021_0558,"[ 8 24 15 26  7 20 20 15  7  4 26 14 24 11 11  4 26 29 21  4 25 11 28 11
 20  4  7 18 12  7  4  9 21 20 26  7  9 26  4 24 14 11 15 20  4 24  7 10
  7 24  4 21 20 11  4 26 14 24 11 11  4 26 29 21  4 10 11  9 15 19  7 18
  4 12 21 27 24  4]",butana three to-seven alpha contact rin rader one three two the similar for
k l m three four six report your mach number ,021_0559,"[17  4 18  4 19  4 26 14 24 11 11  4 12 21 27 24  4 25 15 30  4 24 11 22
 21 24 26  4 31 21 27 24  4 19  7  9 14  4 20 27 19  8 11 24  4]",callums three for six report yer mahnam
ah k l m three four six can you increase to decimal seven seven or more ,021_0560,"[ 7 14  4 17  4 18  4 19  4 26 14 24 11 11  4 12 21 27 24  4 25 15 30  4
  9  7 20  4 31 21 27  4 15 20  9 24 11  7 25 11  4 26 21  4 10 11  9 15
 19  7 18  4 25 11 28 11 20  4 25 11 28 11 20  4 21 24  4 19 21 24 11  4]",culum three for six can yoe increase to desimal sevenseven or more
or make it decimal seven seven or more ,021_0561,"[21 24  4 19  7 17 11  4 15 26  4 10 11  9 15 19  7 18  4 25 11 28 11 20
  4 25 11 28 11 20  4 21 24  4 19 21 24 11  4]",i make at decimal seven seven or more
lufthansa three five six six contact zurich one three three decimal four ,021_0562,"[18 27 12 26 14  7 20 25  7  4 26 14 24 11 11  4 12 15 28 11  4 25 15 30
  4 25 15 30  4  9 21 20 26  7  9 26  4 32 27 24 15  9 14  4 21 20 11  4
 26 14 24 11 11  4 26 14 24 11 11  4 10 11  9 15 19  7 18  4 12 21 27 24
  4]",left on the tree five six six contact irehvenry tree the semmen four
lufthansa four two zero seven descend to flight level three three zero ,021_0563,"[18 27 12 26 14  7 20 25  7  4 12 21 27 24  4 26 29 21  4 32 11 24 21  4
 25 11 28 11 20  4 10 11 25  9 11 20 10  4 26 21  4 12 18 15 13 14 26  4
 18 11 28 11 18  4 26 14 24 11 11  4 26 14 24 11 11  4 32 11 24 21  4]",left ander for to zero seven descent to flit level trate rasore
lufthansa three six zero four contact zurich one three four decimal six ,021_0564,"[18 27 12 26 14  7 20 25  7  4 26 14 24 11 11  4 25 15 30  4 32 11 24 21
  4 12 21 27 24  4  9 21 20 26  7  9 26  4 32 27 24 15  9 14  4 21 20 11
  4 26 14 24 11 11  4 12 21 27 24  4 10 11  9 15 19  7 18  4 25 15 30  4]",left on the tree six se role four contacts  wan three four the simmalr six
golf bravo victor juliett india is identified ,021_0565,"[13 21 18 12  4  8 24  7 28 21  4 28 15  9 26 21 24  4 16 27 18 15 11 26
 26  4 15 20 10 15  7  4 15 25  4 15 10 11 20 26 15 12 15 11 10  4]",golf pober victor duliate innia is identified
hotel bravo india tango romeo is identified climb to flight level three four zero ,021_0567,"[14 21 26 11 18  4  8 24  7 28 21  4 15 20 10 15  7  4 26  7 20 13 21  4
 24 21 19 11 21  4 15 25  4 15 10 11 20 26 15 12 15 11 10  4  9 18 15 19
  8  4 26 21  4 12 18 15 13 14 26  4 18 11 28 11 18  4 26 14 24 11 11  4
 12 21 27 24  4 32 11 24 21  4]",otebravo inya tangaromeo is an identified clime to flight level tre fauzero
and hotel bravo india ah disregard ,021_0568,"[ 7 20 10  4 14 21 26 11 18  4  8 24  7 28 21  4 15 20 10 15  7  4  7 14
  4 10 15 25 24 11 13  7 24 10  4]",an hotel bravo and yet a disregard
k l m three four six your speed is to your convenience ,021_0569,"[17  4 18  4 19  4 26 14 24 11 11  4 12 21 27 24  4 25 15 30  4 31 21 27
 24  4 25 22 11 11 10  4 15 25  4 26 21  4 31 21 27 24  4  9 21 20 28 11
 20 15 11 20  9 11  4]",gat ams raforc six yoar speed s to your convenience
hapag lloyd one one two contact rhein radar one two seven decimal three seven ,021_0570,"[14  7 22  7 13  4 18 18 21 31 10  4 21 20 11  4 21 20 11  4 26 29 21  4
  9 21 20 26  7  9 26  4 24 14 11 15 20  4 24  7 10  7 24  4 21 20 11  4
 26 29 21  4 25 11 28 11 20  4 10 11  9 15 19  7 18  4 26 14 24 11 11  4
 25 11 28 11 20  4]",apacloid one man two contact rine rata won to seven ta small three seven
speedbird one two nine proceed direct to mike uniform november now ,021_0571,"[25 22 11 11 10  8 15 24 10  4 21 20 11  4 26 29 21  4 20 15 20 11  4 22
 24 21  9 11 11 10  4 10 15 24 11  9 26  4 26 21  4 19 15 17 11  4 27 20
 15 12 21 24 19  4 20 21 28 11 19  8 11 24  4 20 21 29  4]",spbe one to nine possit diactor mik uniform the emeno
speedbird one two nine contact rhein radar one three two decimal four ,021_0572,"[25 22 11 11 10  8 15 24 10  4 21 20 11  4 26 29 21  4 20 15 20 11  4  9
 21 20 26  7  9 26  4 24 14 11 15 20  4 24  7 10  7 24  4 21 20 11  4 26
 14 24 11 11  4 26 29 21  4 10 11  9 15 19  7 18  4 12 21 27 24  4]",spaper one to nine-contact rhin rader wan tory two the similar four
hello saudia one zero six identified ,021_0573,"[14 11 18 18 21  4 25  7 27 10 15  7  4 21 20 11  4 32 11 24 21  4 25 15
 30  4 15 10 11 20 26 15 12 15 11 10  4]",holevers audio won zero six identified
