transcription,recording_id,model_transcription
alitalia six four seven four rhein one two seven three seven tschuss ,031_0225,<unk>
alitalia six four seven four turn right heading zero one zero ,051_0679,<unk>
malaysian four contact rhein radar one two seven decimal three seven ,051_0342,<unk>
leisure six zero two four rhein radar identified ,071_0202,<unk>
airfrans three five six good afternoon squawk seven five three six ,091_0813,<unk>
merair six nine five two turn left by one five degrees ,101_0475,<unk>
balkan four three one is identified maintain three four zero trasadingen morok ,101_0638,<unk>
alitalia one three five report your mach number ,041_0713,<unk>
~l ~t ~u one six zero two zurich ,111_0228,<unk>
airfrans one five five four good morning radar contact ,081_0758,<unk>
jet set four four two milan one three four five two good bye ,081_0312,<unk>
aero lloyd five six two turn right heading one nine zero ,021_0702,<unk>
luxair five five one contact milano one two five eight five good bye ,081_0054,<unk>
gulf air zero three two milan one three four five two good bye ,101_0634,<unk>
lufthansa eight two six eight in radar contact climb to flight level three one zero ,041_0402,<unk>
britannia triple two alfa contact rhein one three two decimal four ,061_0593,<unk>
lufthansa four four one six continue present heading ,081_0894,<unk>
good afternoon lufthansa three five zero eight climb to flight level two seven zero ,071_0140,<unk>
transwede one zero seven contact zurich one three four six tschuss ,051_0487,<unk>
negative maintain three two zero ,071_0535,<unk>
portugalia five four three geneva one three three one five bye ,101_0374,<unk>
lufthansa triple five zero contact milan one three four five two bye bye ,091_0439,<unk>
lufthansa five two one seven direct to dinkelsbuhl ,061_0491,<unk>
alitalia four eight five contact zurich one three three decimal four ,031_0477,<unk>
sabena eight three zero contact rhein radar one two seven decimal three seven ,011_0235,<unk>
georgia three seven contact rhein one two seven three seven tschuss ,061_0056,<unk>
sobelair two five two one contact rhein one three two four ,051_0639,<unk>
alitalia one five seven direct trasadingen ,021_0514,<unk>
lufthansa four six five two contact marseille one two five decimal eight five ,071_0934,<unk>
hamburg air two five four six climb flight level three zero zero ,111_0451,<unk>
airals one zero eight eight contact rhein radar one two seven decimal three seven ,021_0535,<unk>
alitalia two nin= no disregard ,061_0492,<unk>
ah report position ,081_0222,<unk>
foxtrot sierra india contact zurich one three four six tschuss ,061_0032,<unk>
roger ah confirm heading zero three six ,092_0374,<unk>
alitalia one five zero set course to zurich east ,111_0250,<unk>
yeah airfrans six eight nine turn left to morok ,111_0722,<unk>
~l ~t ~u one two eight zero turn right heading two hundred ,011_0184,<unk>
[EMPTY] ,021_0353,<unk>
good morning aero lloyd five six zero radar contact maintain flight level three three zero your heading ,081_0474,<unk>
london airtours one contact rhein frequency one three two decimal four tschuss ,031_0258,<unk>
air malta four five zero identified route ageri zurich east nelli maintain flight level three two zero ,101_0929,<unk>
delta papa alfa rhein radar identified ,031_0073,<unk>
europa three eight one zurich one two five eight five good bye ,071_0472,<unk>
alitalia three six nine report your rate of descent ,051_0391,<unk>
lufthansa eight two six eight proceed to trasa ,071_0179,<unk>
lufthansa four four one six guten tag radar contact continue present heading i'll call you back for higher ,012_0099,<unk>
alitalia four one six contact rhein control one three two decimal four bye bye ,101_0425,<unk>
german air force four nine zero one bonjour identified maintain flight level three three zero report heading ,072_0110,<unk>
alitalia one five zero contact rhein one two seven three seven tschuss ,031_0296,<unk>
foxtrot sierra india climb flight level two seven zero ,061_0014,<unk>
airfrans three two six one good morning roger ,091_0011,<unk>
aero lloyd five one seven rhein one two zero nine two good bye ,091_0159,<unk>
speedway three three five two good afternoon route zurich east fusse ,101_0679,<unk>
and sierra alfa fox one one two continue on present heading ,021_0445,<unk>
sobelair two five two one proceed own navigation to tango ,051_0638,<unk>
aero lloyd five nine zero report your heading ,081_0355,<unk>
@roystar six nine s= correction six four nine four contact reims on one three four decimal four good bye ,081_0128,<unk>
and contact milano one two five eight five au revoir ,071_0818,<unk>
alitalia one three five contact zurich one three four decimal six ,051_0836,<unk>
turkish nine two five contact reims one three four decimal four good bye ,092_0395,<unk>
swissair nine three five nine contact rhein on one three two decimal four ,071_0117,<unk>
alitalia three zero zero climb to flight level three two zero ,071_0410,<unk>
ah what is your full callsign ,101_0454,<unk>
delta charlie india november alfa contact zurich one three four six tschuss ,041_0387,<unk>
reach six zero one five three contact rhein control on ah one three two decimal four bye bye ,101_0075,<unk>
aero lloyd five six two turn further right another ten degrees and continue climb to flight level two nine zero ,051_0831,<unk>
hotel bravo india tango romeo is identified climb to flight level three four zero ,021_0567,<unk>
cross air five one eight direct tango ,101_0179,<unk>
alitalia four eight five contact milan one three four five two bye ,091_0930,<unk>
good afternoon golf juliett india radar contact descend flight level three three zero ,101_0152,<unk>
sabena eight three zero contact rhein radar one two seven decimal three seven ,031_0583,<unk>
meridiana six nine five two climb to flight level two seven zero ,012_0262,<unk>
air malta zero zero four rhein radar identified ,051_0044,<unk>
go ahead sir ,012_0080,<unk>
sabena seven eight one six direct to gotil ,051_0087,<unk>
transwede one zero seven climb to flight level three two zero ,111_0130,<unk>
[EMPTY] ,101_0273,<unk>
and speedbird one two nine who cleared you down to flight level one four zero ,071_0015,<unk>
lufthansa five two one seven is identified ,051_0769,<unk>
affirm ,051_0223,<unk>
lufthansa three five zero five your heading now ,101_0022,<unk>
alitalia one three five contact zurich one three four decimal six ,011_0351,<unk>
alitalia three two four good afternoon squawk five seven four seven ,101_0116,<unk>
merair six nine five two is identified i'll call you back for higher soon ,012_0251,<unk>
<FL> </FL> ,071_0906,<unk>
alitalia six four seven four good afternoon identified ,031_0565,<unk>
alitalia two nine one descend to flight level two five zero ,111_0379,<unk>
lufthansa eight two six eight continue present heading ,012_0011,<unk>
[EMPTY] ,111_0596,<unk>
<FL> </FL> ,072_0108,<unk>
luha three five five six rhein radar identified turn left ten degrees climb flight level two nine zero ,051_0126,<unk>
lufthansa three five six six climb now to flight level three two zero ,111_0735,<unk>
alitalia one five zero turn left to november tango mike ,041_0680,<unk>
delta india mike mike echo good afternoon continue climb to flight level two nine zero ,071_0057,<unk>
alitalia two nine two good afternoon squawk two seven six one ,111_0500,<unk>
transwede three five seven one good morning squawk two seven four zero ,091_0272,<unk>
lufthansa three six zero four clear of traffic own navigation to saronno ,101_0924,<unk>
lufthansa four three five six good morning squawk two seven one two ,091_0746,<unk>
~t ~w ~a eight eight one good afternoon radar contact set course direct zurich east fusse ,091_0534,<unk>
sabena eight zero six call zurich sector one three three decimal four bye bye ,101_1017,<unk>
alitalia one five zero good morning squawk two seven four five ,111_0221,<unk>
hapag lloyd one seven one turn left to bilsa ,081_0120,<unk>
german air force five eight five non ~r ~v ~s ~m rhein radar identified ,071_0224,<unk>
swissair nine three six zero climb flight level three five zero now ,041_0224,<unk>
speedbird seven seven whiskey whiskey good morning squawk two seven two zero ,091_0493,<unk>
alitalia four six nine is identified ,041_0725,<unk>
swissair four eight eight due traffic right one zero degrees ,081_0306,<unk>
speedway three three five two contact milano one three four decimal five two ,111_0734,<unk>
lufthansa three five six six is identified proceed to trasadingen climb to flight level two seven zero ,051_0648,<unk>
air malta zero zero four own navigation to frankfurt ,092_0198,<unk>
lufthansa four three seven six rhein radar identified climb flight level three hundred ,061_0617,<unk>
lufthansa four five seven five climb to flight level three two zero ,091_0180,<unk>
hello swissair nine three six zero identified i'll call you back for higher level in four minutes when clear of crossing traffic ,021_0528,<unk>
airfrans three five six good afternoon squawk seven five three six ,111_0474,<unk>
lufthansa eight two six eight fly heading one eight zero ,021_0362,<unk>
sabena nine seven zero bonjour identified cleared kines st prex arbos climb to flight level three one zero ,072_0017,<unk>
jetaviation seven zero one continue via trasadingen and then fribourg ,091_0489,<unk>
delta india mike mike echo is identified climb to flight level two five zero ,031_0624,<unk>
aero lloyd five six zero good afternoon radar contact ,081_0725,<unk>
<FL> </FL> ,071_0849,<unk>
jetcom one three three good morning radar contact continue to climb flight level three three zero route via zurich east fusse ,081_0489,<unk>
one three four five two correct bye bye ,111_0320,<unk>
german air force four one four climb flight level three four zero ,101_0270,<unk>
alitalia four zero one rhein identified climb flight level two nine zero ,031_0072,<unk>
malaysian four is in radar contact ,071_0083,<unk>
~k ~l ~m three hundred kilo rhein radar identified ,021_0025,<unk>
and alitalia four zero four radar contact right turn ten degrees ,101_0370,<unk>
netherlands four one four milan one three four five two good bye ,092_0365,<unk>
alitalia three six nine is in radar contact ,051_0338,<unk>
viva five eight five report your heading ,012_0074,<unk>
lufthansa four four one six rhein radar identified maintain your present heading and climb flight level two nine zero ,061_0568,<unk>
speedbird one two four contact rhein one two seven decimal three seven ,061_0599,<unk>
india lima oscar oscar kilo zurich radar good morning identified maintain flight level two nine zero trasadingen saronno call you back for further climb ,111_0267,<unk>
oscar hotel india now call rhein on one three two decimal four ,061_0328,<unk>
lufthansa eight two six eight climb flight level three three zero ,111_0440,<unk>
delta november alfa fly now heading one eight zero ,031_0692,<unk>
aero lloyd five one seven proceed direct frankfurt ,051_0546,<unk>
speedway three four six nine descend flight level two seven zero ,091_0408,<unk>
merair six nine disregard ,041_0712,<unk>
good morning aero lloyd five one seven radar contact continue present heading until advised ,082_0026,<unk>
transwede one zero seven good morning radar contact ,111_0082,<unk>
condor two one eight rhein radar roger you're identified ,061_0637,<unk>
alitalia four zero one heading one nine zero ,081_0686,<unk>
swissair eight zero six rhein one two seven three seven tschuss ,021_0184,<unk>
alitalia four eight seven contact zurich one three four decimal six good day ,061_0326,<unk>
lufthansa three five five zero contact zurich one three four decimal six ,012_0249,<unk>
speedbird one two nine descend flight level three three zero ,041_0246,<unk>
contact milan one three four decimal five two adjo ,081_0803,<unk>
airfrans six eight zero descend to flight level two nine zero ,092_0085,<unk>
tag lufthansa four two one nine identified ,041_0356,<unk>
lufthansa four six six five good afternoon radar contact descend to flight level three four zero ,101_0176,<unk>
britannia three zero six alfa are you on frequency ,051_0323,<unk>
condor triple six climb flight level two nine zero final level ,101_0289,<unk>
~k ~l ~m two six four rhein one two seven decimal three seven ,021_0109,<unk>
delta india bravo echo charlie is identified ,011_0333,<unk>
emirates zero two four milan one three four decimal five two bye bye ,111_0298,<unk>
alitalia one one seven rhein radar identified ,031_0408,<unk>
alitalia four zero four rhein control one three two decimal four ciao ,092_0090,<unk>
india fox golf climb to flight level three four correction climb to flight level three two zero ,111_0141,<unk>
japan air four one nine good afternoon descend to flight level two five zero ,101_0672,<unk>
tunair four six nine four is identified route ageri zurich east to nelli ,101_0846,<unk>
airfrans one five five f= four descend to flight level two nine zero ,092_0236,<unk>
lufthansa five two three six contact rhein radar one two seven decimal three seven ,051_0237,<unk>
<FL> </FL> ,071_0925,<unk>
[EMPTY] ,071_0234,<unk>
foxtrot sierra india set course to trasadingen ,031_0393,<unk>
nato one zero is identified proceed to november oscar romeo sierra ,031_0656,<unk>
delta echo bravo climb to flight level three three z= correction three two zero ,101_0853,<unk>
alitalia four six nine reduce to decimal seven seven or less ,031_0733,<unk>
yeah that's okay i just need a thousand feet a minute ,011_0337,<unk>
alitalia one five zero turn right heading zero one five ,012_0265,<unk>
swissair six five two zero after willisau direct to frankfurt ,091_0532,<unk>
lufthansa three five six six climb now to flight level three seven zero ,021_0550,<unk>
no five seven three zero ,111_0760,<unk>
transavia three two five six contact ah reims one three four decimal four good bye ,071_0372,<unk>
lufthansa five two one seven guten tag radar contact ,071_0084,<unk>
shamrock four eight two two descend to flight level two five zero ,091_0457,<unk>
delta mike echo contact milano one three four decimal five two ,031_0699,<unk>
tarom seven five three four milan one three four decimal five two bye bye ,111_0260,<unk>
[EMPTY] ,091_0633,<unk>
[EMPTY] ,091_0528,<unk>
lufthansa three five five six good afternoon maintain level two nine zero trasadingen canne ,081_0899,<unk>
roger one zero six one resume own navigation to trasadingen ,071_0094,<unk>
tarom three seven two contact rhein radar one three two decimal four ,041_0001,<unk>
good bye ,051_0646,<unk>
transavia three eight one call zurich on one three four six ,012_0003,<unk>
condor six zero seven turn right heading ah zero zero five ,071_0620,<unk>
speedbird one two four good morning radar contact ,061_0294,<unk>
tag nato ten identified ,021_0270,<unk>
lufthansa four two zero nine is identified ,051_0247,<unk>
oscar alfa victor roger radar contact ,111_0503,<unk>
transwede one zero seven rhein radar identified ,031_0025,<unk>
sabena nine three ah six nine rhein identified ,011_0119,<unk>
alitalia three six four contact reims on one three four decimal four good bye ,081_0004,<unk>
roger radar contact ,101_0222,<unk>
jet set four four two own navigation to canne ,091_0151,<unk>
air inter three two zero papa hotel good morning squawk two seven one two ,081_0957,<unk>
tarom three seven four rhein radar ,041_0081,<unk>
lufthansa three five six six climb to flight level three one zero ,111_0721,<unk>
europa three eight one own navigation direct to willisau ,081_0112,<unk>
alitalia two nine one contact zurich one three four decimal six ,051_0810,<unk>
hapag lloyd one one two contact rhein one two seven three seven tschuss ,031_0210,<unk>
tag alitalia two nine two identified ,061_0152,<unk>
german air five eight five confirm ah north of trasadingen at flight level two six zero ,061_0544,<unk>
lufthansa four four one six turn ah right to trasa ,031_0465,<unk>
lufthansa eight two two one good morning radar contact ,111_0127,<unk>
united six nine contact milan one three four five two good bye ,091_0683,<unk>
alitalia one four nine good morning radar contact ,082_0160,<unk>
good afternoon air portugal five six seven radar contact squawk two seven five four ,101_0251,<unk>
airfrans six seven zero continue descent to flight level two five zero ,092_0026,<unk>
<FL> </FL> ,071_0920,<unk>
lufthansa four five seven five climb flight level three two zero ,091_0480,<unk>
sabena eight two six alfa resume own navigation direct karlsruhe ,081_0659,<unk>
malaysian four is in radar contact ,031_0660,<unk>
alitalia one one seven descend flight level two five zero ,091_0859,<unk>
lufthansa three six zero four zurich radar good morning maintain flight level three zero zero route trasadingen saronno ,091_1054,<unk>
transwede one zero seven climb flight level three three zero now ,051_0481,<unk>
@aerovic one zero six one good afternoon radar contact ,071_0068,<unk>
jetaviation seven zero one milan one three four five two good bye ,081_0416,<unk>
jet set one four two nine contact rhein one two seven three seven good day ,061_0273,<unk>
tag jet set eight one seven identified ,061_0053,<unk>
sunwing five two one two guten tag identified ,061_0483,<unk>
alitalia four eight five descend flight level two five zero ,111_0570,<unk>
thank you break scandinavian six eight seven fly heading one nine zero ,031_0751,<unk>
lufthansa four three nine three contact now milan one three four five two ,081_0583,<unk>
tunair four eight zero two zurich radar good afternoon squawk two seven five one ,101_0938,<unk>
lufthansa four seven two three descend to flight level three three zero ,091_0043,<unk>
nato ten contact rhein radar one two seven decimal three seven ,051_0793,<unk>
[EMPTY] ,051_0403,<unk>
that is fine ,051_0622,<unk>
lufthansa three five five six climb flight level two nine zero ,011_0121,<unk>
golf juliett india turn right to herbi ,041_0596,<unk>
good morning transavia three eight one radar contact maintain flight level three three zero proceed via trasadingen canne ,081_0429,<unk>
delta mike echo stop climb flight level three five zero initially ,092_0075,<unk>
hapag lloyd six five three request rate of climb ,031_0007,<unk>
good afternoon hapag lloyd one seven one radar contact continue climb flight level three zero zero final level ,111_0465,<unk>
gulf air zero zero seven call rhein on one two seven three seven good day ,012_0120,<unk>
<OT> thank you have a nice time off </OT> ,061_0186,<unk>
tag lufthansa four two one nine identified ,031_0330,<unk>
lufthansa four two zero nine contact rhein radar one three two decimal four ,041_0626,<unk>
berlin five three three eight contact reims one three four decimal four au revoir ,071_0779,<unk>
[EMPTY] ,012_0242,<unk>
saudia one zero six contact rhein one three two decimal four tschuss ,021_0238,<unk>
swissair six five nine descend to flight level two two zero ,071_0756,<unk>
<FL> </FL> ,071_0510,<unk>
french air force four four one zero good afternoon radar contact descend flight level three two zero ,101_0097,<unk>
alitalia four eight five zurich one three three decimal four ,011_0104,<unk>
scandinavian six one seven direct to trasadingen ,031_0287,<unk>
swissair nine three five nine is identified ,021_0635,<unk>
lufthansa four six five two contact geneva one three three one five bye bye ,111_0567,<unk>
affirm ,041_0585,<unk>
merair six nine five two left by ten degrees until advised ,101_1025,<unk>
saudia one five five due traffic descend to flight level three one zero ,072_0058,<unk>
~l ~t ~u seven seven five six climb flight level three zero zero ,111_0520,<unk>
berlin five three three eight contact reims one three four decimal four good bye ,071_0378,<unk>
delta echo charlie descend now to flight level two nine zero ,021_0709,<unk>
german air force five eight five contact rhein one two seven decimal three seven good bye ,021_0070,<unk>
hapag lloyd one nine five bonjour identified cleared valda passeiry bilsa flight level three four zero ,072_0019,<unk>
sabena seven eight one six turn left by one five degrees ,051_0082,<unk>
alitalia four six five rhein radar identified ,021_0158,<unk>
[EMPTY] ,051_0536,<unk>
left heading three five zero ,061_0051,<unk>
airfrans three five six set course direct hochwald ,082_0075,<unk>
sabena seven eight one six contact rhein control on one two zero decimal nine two bye bye ,091_0337,<unk>
sabena seven eight one six rhein one two seven three seven good day ,021_0448,<unk>
no problem ,011_0210,<unk>
gulf air zero zero five contact rhein one two seven three seven tschuss ,031_0297,<unk>
alitalia four zero one climb flight level three one zero ,051_0522,<unk>
sabena seven eight one six roger good morning squawk two seven one six ,081_0927,<unk>
tag lufthansa eight two six eight identified i'll call you back shortly for higher ,051_0414,<unk>
~l ~t ~u seven seven five six resume own navigation direct to bilsa ,072_0160,<unk>
delta mike echo fly direct to karlsruhe climb flight level two seven zero now ,031_0251,<unk>
roger india fox golf climb to flight level three six zero thanks for cooperation ,092_0378,<unk>
[EMPTY] ,101_0039,<unk>
turkish nine two five contact reims one three four four bye ,082_0152,<unk>
lufthansa four seven zero three good morning radar contact maintain flight level three four zero proceed zurich east fusse ,101_0280,<unk>
lufthansa three five six six proceed direct to canne ,111_0725,<unk>
sierra alfa fox one one two what's your heading ,021_0451,<unk>
condor one zero four contact now zurich on one three three decimal four good bye ,092_0242,<unk>
malaysian four contact rhein one two seven three seven tschuss ,061_0482,<unk>
good afternoon lufthansa four four correction four two two three radar contact trasadingen zurich east fusse ,101_0488,<unk>
lufthansa eight two six eight bonjour identified [HNOISE] confirmed at level three three zero ,071_0797,<unk>
alitalia one five eight due crossing traffic set course direct to to trasadingen ,091_1018,<unk>
reach six zero one five three contact rhein one three two decimal four ,101_0939,<unk>
britannia triple two alfa proceed direct to kempten ,011_0089,<unk>
alitalia four zero one good morning radar contact maintain level two nine zero trasadingen canne ,091_0885,<unk>
lufthansa triple five zero descend to flight level two seven zero contact milan one three four five two good bye ,081_0257,<unk>
good afternoon adria one six two seven identified ,011_0278,<unk>
disregard ,051_0036,<unk>
lufthansa four seven zero zero is identified climb to flight level two nine zero ,031_0578,<unk>
swissair six five five two contact now milan one three four five two bye ,091_0869,<unk>
sabena eight three six contact rhein radar one two seven decimal three seven ,011_0272,<unk>
lufthansa four seven two three continue descent to level ah two nine zero when passing three one zero rate of descent at your convenience ,092_0206,<unk>
iberia three four two two report heading ,071_0452,<unk>
tag alitalia four six nine identified ,041_0363,<unk>
transwede one zero seven ah bonjour identified cleared passeiry bilsa flight level three three zero ,072_0150,<unk>
alitalia one five zero identified ,051_0731,<unk>
lufthansa four two zero seven turn now left to delta kilo bravo ,051_0238,<unk>
delta india bravo fox sierra zurich radar good morning you're identified maintain flight level three hundred fly heading two one zero for shortcut ,111_0269,<unk>
[EMPTY] ,031_0091,<unk>
~t ~w ~a eight eight one milan one three four five two good bye ,101_0540,<unk>
station calling ,092_0349,<unk>
ah air inter sierra kilo climb to flight level ah three zero zero ,071_0477,<unk>
alitalia two nine two direct to gotil ,021_0505,<unk>
transavia three eight one resume own navigation trasadingen canne ,091_0539,<unk>
lufthansa four thousand seven hundred contact zurich one three four decimal six ,051_0250,<unk>
sabena eight zero one turn ten degrees right ,071_0320,<unk>
swissair nine three six zero climb now flight level three two zero ,021_0548,<unk>
alitalia four zero one own navigation canne ,111_0580,<unk>
air inter three two zero papa hotel good morning squawk two seven one two ,092_0183,<unk>
cross air ah disregard ,031_0643,<unk>
emirates eight one milan one three four five two good bye ,101_0561,<unk>
lufthansa four three five six radar contact maintain three one zero proceed via trasadingen hochwald morok ,081_0480,<unk>
alitalia four six nine good afternoon roger stand by ,101_1051,<unk>
hapag lloyd say again the callsign ,111_0695,<unk>
airfrans three five six climb to flight level three one zero ,081_0285,<unk>
india fox golf climb to flight level three four zero ,092_0326,<unk>
air malta one zero four squawk five seven three zero ,111_0759,<unk>
hapag lloyd one seven one good morning radar contact continue climb to flight level two nine zero ,091_0344,<unk>
yes what did i say ,111_0703,<unk>
[EMPTY] ,091_0334,<unk>
alitalia two nine two contact rhein one two seven decimal three seven ,031_0156,<unk>
and german air force five eight five confirm non ~r ~v ~s ~m equipped ,021_0035,<unk>
~k ~l ~m three hundred kilo turn left inbound in nattenheim ,012_0060,<unk>
and five eight five an established report heading inbound to frankfurt ,061_0064,<unk>
ta= tag merair six nine four four identified climb flight level two seven zero ,021_0276,<unk>
[EMPTY] ,081_0815,<unk>
turkish nine two five good morning squawk one zero zero five ,081_0671,<unk>
delta echo charlie continue descent to flight level three four zero ,021_0696,<unk>
~l ~t ~u one six zero two you are identified climb initially to flight level three three zero ,111_0697,<unk>
sabena eight three zero contact rhein one two seven decimal three seven ,012_0199,<unk>
lufthansa five nine three one zurich radar good afternoon what is your position ,101_0964,<unk>
good morning swissair six five two zero radar contact continue climb flight level three one zero ,081_0445,<unk>
[EMPTY] ,041_0272,<unk>
tag scandinavian six eight seven identified ,041_0357,<unk>
~u ~s air one four descend to flight level three zero zero ,081_0827,<unk>
ah good morning speedbird one two two radar contact ,012_0135,<unk>
alitalia three six nine turn right to trasadingen ,041_0715,<unk>
@bama one five call milan one three four decimal five two bye bye ,101_0912,<unk>
hapag lloyd one three seven rhein radar identified ,011_0155,<unk>
speedbird five six three identified cleared aosta st prex rolampont climb to flight level three six zero ,072_0023,<unk>
jetcom one three three climb to flight level three four zero rate fifteen hundred or more ,091_0065,<unk>
roger three six nine direct to trasadingen expect descent in about one minute ,021_0322,<unk>
alitalia four zero one direct trasadingen ,061_0107,<unk>
iberia three four two two bonjour identified kines st prex willisau flight level three four zero ,071_0411,<unk>
united six nine milan one three four five two good bye ,081_0365,<unk>
air algerie two zero seven three is identified climb initially to flight level two five zero ,021_0670,<unk>
hapag lloyd one seven one good morning climb to flight level three one zero ,111_0051,<unk>
french line nine one six three fly heading zero nine five until advised ,091_1014,<unk>
transwede three five seven one is cleared to trasadingen direct to luxeuil ,092_0177,<unk>
speedway three four six nine descend to flight level two seven zero ,111_0079,<unk>
aero lloyd five nine zero climb flight level two nine zero ,051_0499,<unk>
lufthansa four five eight two climb flight level two nine zero ,021_0344,<unk>
air georgia zero three seven radar contact ,012_0038,<unk>
lauda six eight six nine roger rate two thousand please until passing three three zero ,091_0503,<unk>
iberia f= three five three zero descend flight level two nine zero ,111_0655,<unk>
<OT> thank you very much </OT> ,031_0162,<unk>
okay switch to one three three decimal four please ,101_0966,<unk>
lufthansa three five five six rhein radar identified maintain your present heading and climb flight level two nine zero ,071_0290,<unk>
speedbird one two nine contact rhein one three two four tschuss ,061_0402,<unk>
roger good rate until reaching please ,101_0713,<unk>
lufthansa four seven zero zero contact zurich one three four six ,061_0424,<unk>
speedbird seven seven whiskey whiskey right heading two seven zero ,092_0385,<unk>
ah november ah hamburg air two five zero zero good afternoon maintain level three hundred trasadingen st prex ,081_0902,<unk>
lufthansa three six zero four is identified ,111_0719,<unk>
french air force four two three four resume own navigation direct to morok ,092_0152,<unk>
alitalia one one nine turn ah right one five degrees ,081_0391,<unk>
~k ~l ~m three four six contact rhein control one two zero nine two ,091_1034,<unk>
affirm alitalia three six nine contact zurich one three four decimal six ,041_0193,<unk>
~k ~l ~m three four six climb to flight level three two zero maintain heading ,051_0222,<unk>
sabena eight three six good morning identified ,012_0226,<unk>
good day to you emirates eight one radar contact maintain flight level three three zero proceed via trasadingen zurich east fusse ,081_0470,<unk>
i'll call you back shortly for higher ,051_0424,<unk>
bonjour berlin five zero eight one cleared direct la tour du pin flight level three three zero ,081_0076,<unk>
than you very much ,031_0734,<unk>
ascot nine three one nine identified cleared st prex rolampont flight level three four zero ,081_0056,<unk>
alitalia six four seven four contact rhein radar one two seven decimal three seven ,041_0615,<unk>
speedbird two eight three nine is identified route hochwald to morok for further climb zurich one three three four good bye ,101_0815,<unk>
lufthansa four five seven five rate of climb at least two thousand ,081_0666,<unk>
swissair four eight eight ah confirm in climb to two eight zero ,101_0594,<unk>
alita= ,031_0192,<unk>
hapag lloyd one three seven guten tag radar contact ,012_0163,<unk>
israeli air force six eight six contact rhein one three two decimal four good bye ,092_0151,<unk>
alitalia four eight five turn left heading one seven zero ,092_0352,<unk>
alitalia one five eight reims control one three four decimal four bye bye ,101_0907,<unk>
turkish nine two five turn left to morok ,091_0228,<unk>
<FL> </FL> ,071_0868,<unk>
singa one one two continue current heading and ah contact rhein one two seven three seven tschuss ,061_0138,<unk>
ah contact us on one three three four please ,081_0378,<unk>
november one four five whiskey contact radar one two eight decimal one five au revoir ,072_0197,<unk>
condor one zero four turn left heading two five zero climb to flight level three four zero good rate of climb please ,091_0611,<unk>
~p ~s ~a five zero two hotel rhein radar identified ,051_0093,<unk>
i think you're on the wrong frequency zurich one three three four ,091_0252,<unk>
japanair four one nine zurich ,091_1032,<unk>
swissair nine three five nine descend to flight level three three zero ,041_0152,<unk>
britannia triple two alfa contact rhein one three two decimal four ,071_0288,<unk>
skyfox one zero six contact marseille one two five eight five good bye ,071_0740,<unk>
airfrans one five zero nine squawk two seven seven six ,111_0651,<unk>
lauda one zero nine from zurich ,101_0360,<unk>
[EMPTY] ,012_0252,<unk>
cross air five one eight rhein one three two four bye bye ,111_0359,<unk>
jetaviation seven zero one turn left heading of two five five ,091_0512,<unk>
netherlands air force four one four descend flight level two five zero ,082_0129,<unk>
belgian airforce three three four contact reims one three four decimal four good bye ,071_0430,<unk>
~k ~l ~m three zero zero kilo is in radar contact ,041_0440,<unk>
netherlands four one four contact zurich one two seven three seven ,051_0535,<unk>
lufthansa four seven hundred good afternoon climb to flight level three one zero ,071_0010,<unk>
alitalia two nine one contact zurich one three four decimal six ,011_0330,<unk>
lufthansa four five seven five climb to flight level three two zero ,111_0140,<unk>
golf juliett india turn right to trasadingen ,051_0261,<unk>
sabena eight two six alfa rhein one two zero nine two good bye ,092_0346,<unk>
japanair four one nine descend to flight level two five zero to cross canne at level ,091_1030,<unk>
viva five eight five set course direct frankfurt ,031_0428,<unk>
~i ~f ~o two two bravo good afternoon squawk seven five three five ,101_0117,<unk>
hapag lloyd one one two contact rhein one two seven three seven tschuss ,041_0237,<unk>
lufthansa four thousand seven hundred is identified proceed to trasadingen climb to flight level two nine zero ,051_0671,<unk>
lufthansa four six five two resume own navigation to st prex ,091_0699,<unk>
turkish five one five rhein radar identified ,031_0104,<unk>
<OT> okay ah the computer is standing still i think </OT> ,071_0334,<unk>
okay ~k ~l ~m three four six report your heading ,012_0193,<unk>
good morning malaysian two radar contact ,021_0375,<unk>
lufthansa four seven zero zero contact zurich one three four decimal six ,012_0221,<unk>
spar eight nine nine bonjour maintain flight level three three zero and ah for the time proceed st prex la tour du pin ,071_0704,<unk>
buongiorno alitalia one one nine rhein radar identified ,031_0437,<unk>
tarom three seven four proceed to karlsruhe ,071_0080,<unk>
~k ~l ~m two six four rhein radar identified ,031_0421,<unk>
hapag lloyd one three seven rhein identified ,021_0161,<unk>
okay maintain two nine zero expect further climb in ten miles ,091_1046,<unk>
lufthansa five five zero four zurich radar good afternoon you're identified maintain flight level two nine zero and fly heading ah two one zero for a shortcut ,101_0967,<unk>
lufthansa four two zero seven rhein one three two four tschuss ,061_0415,<unk>
airfrans two six two one squawk two seven seven three ,111_0696,<unk>
bee med correction london airtours one proceed direct to kilo papa tango ,031_0250,<unk>
tag berlin five two five five identified ,061_0346,<unk>
jat two seven three contact rhein one three two decimal four good day ,071_0027,<unk>
<FL> </FL> ,081_0122,<unk>
lufthansa four six five two climb to flight level three four zero ,091_0184,<unk>
foxtrot sierra india set course to trasadingen ,031_0382,<unk>
hap= air malta zero zero four further right turn heading of zero two zero ,091_0788,<unk>
lufthansa four four one six proceed to trasadingen ,061_0585,<unk>
tarom three seven four contact rhein one three two decimal four ,012_0292,<unk>
bee med one i say again climb to flight level three four zero ,051_0729,<unk>
