transcription,recording_id,model_transcription
speedway two three five two contact zurich on one three four decimal six good bye ,071_0615,bdraiy three three five two contact zurich on one three four decimal six good bye
tag berlin five two five five identified direct fox fox mike ,041_0197,tag berlin five two five five identified direct fox fox mike
iberia three five three zero good morning radar contact proceed inbound zurich east fusse ,101_0256,abairial three five three zero good morning radar contact prociding bound zuro geesfussut
delta india mike mike echo zurich one three four six tschuss ,041_0331,elt india mike mike echo zurich one three four six tschuss
bye bye ,101_0426,the bye
lufthansa four seven zero zero fly heading two one zero for shortcut ,111_0264,lufthansa four seven zero zero fly heading two one zero four short cut
delta echo bravo contact zurich one three four six tschuss ,041_0199,tata echo bravo contact zurich one three four six tschuss
lufthansa four four one six good afternoon radar contact if i give you climb clearance could you make it with ah two thousand ,111_0561,lufthansa four four one six good afternoon radar contact if i give you climb cleans could your make up with two thousand
lufthansa three five six six contact zurich one three four decimal six ,012_0200,lufthansa three five six six contact zurich one three four decimal six
air malta four five zero squawk seven five three four ,111_0753,air malta four five zero sqwawk seven five three four
airfrans three five six climb flight level three two zero ,091_0396,airfrans three five six climb flight level three two zero
air berlin five two five five proceed to trasadingen ,111_0613,arlin five two five five proceed to trasadingen
merair six nine four four contact zurich on one three four six good day ,071_0131,mair air six nine four four contact zurich on one three four six skoddein
bull blue five seven two contact milan one three four five two bye ,091_0311,buhl blue five seven two kansam milan one three four five two bye
oh im sorry ah mis ah merair six nine four four maintain three one zero i see your destination sorry maintain three one zero ,101_0503,oh im sorry ah misah midair six nine four four maintain three one zero isia destination sorry maintain three one zero
sabena eight two six alfa good morning squawk seven five three one ,091_0393,sabena eight tour six alfa good morning squawk seven five three one
ah confirm that tarom three seven four called ,031_0641,ah confound the torm three seven four calld
united six nine good morning radar contact descend to flight level three zero zero ,082_0085,younarty six nine good morning radar contact descend to flight level three zero zero
roger and how do you read now ,061_0586,roger and how do re now
lufthansa three five six six contact zurich one three four decimal six ,051_0228,lufthansa three five six six contact zurich one three four decimal six
swissair six five nine descend to flight level two two zero ,071_0756,tsair six five nine descend to flight level two two zero
delta mike echo proceed to trasadingen ,021_0645,delta mike echo proceed to trasadingen
tag lufthansa three five six six identified climb flight level two nine zero ,041_0208,tag lufthanda three five six six identified climb flight level two nine zero
georgia air zero three seven rhein radar identified ,031_0409,targia air zero three seven rhein radar identified
lufthansa five two three six call rhein one two seven three seven good day ,071_0034,lufthansa five two three six call rhein one two seven three seven good day
alitalia four zero four rhein one three two decimal four bye bye ,101_0997,alitalia four zero four rhein one three two decimal four bye bye
alitalia two nine two good morning radar contact ,061_0319,alitalia two nine two good morning radar contact
tag alitalia four eight seven identified ,061_0123,tag alitalia force seven identified
delta india charlie papa alfa rhein radar identified ,051_0080,terindin charlie papa alfa rhein radar identified
hapag lloyd one nine five cleared direct larvi ,071_0792,aglloyd one nine five clear direct larvi
tarom three seven four contact rhein radar one three two decimal four ,031_0664,tarn three seven four contact rhein radar one three two decimal four
europa three eight one turn left heading zero zero five ,081_0058,aero ropai three t one turn left heading zero zero five
algerie two zero seven three direct to trasadingen now ,041_0359,algerie two zero seven three direct to trasading now
condor four nine nine contact reims one three four decimal four good bye ,071_0747,condor four nine nine contact reims one three four decimal four good bye
sabena eight three eight radar contact ,012_0013,sabena eight three eight radar contact
u s air one four milan one three four five two good bye ,111_0114,u s air one four milan one three four five two good bye
u s air one four descend to flight level three one zero ,091_0653,tu s air one four descend flight level three one zero
transwede one zero seven contact geneva one three three one five bye ,111_0537,transwede one zero seven contact geneva one three three one five bye
alitalia six four seven four contact ahm rhein control on one two zero nine two bye bye ,101_0030,alitalia six four seven four contact and rhein control one two zero nine two bye bye
k l m three four six rhein radar one two seven decimal three seven ,021_0588,k l m three four six rhein radar one two seven decimal three seven
scandinavian six eight six report your heading ,091_0001,scandinavian six eight six report your heading
iberia two six six three contact zurich on one two five decimal eight five good bye ,071_0645,abraia two six six three contact zurich on one two five decimalte five good bye
iberia three four two two own navigation to nelli ,092_0340,iberia three four two two own navigation tuonelling
cotam one one four one climb to flight level three three zero ,091_0609,cotam one one four one climb to flight level three three zero
alitalia three two four good afternoon squawk five seven four seven ,101_0959,alitalia three two four good afternoon squawk five seven four seven
condor nine seven two contact zurich one three three decimal four ,111_0645,connairn nine seven two contact zurich one three three decimal four
lufthansa four six five two turn right to st prex climb to flight level three three zero ,081_0357,lufthansa four six five two turn right to some prex climb to flight level three three zero
swissair six five five two milan one three four five two good bye ,092_0269,swissair six five five two milan one three four five two good bye
german air force four one four call now geneva one three three one five bye bye ,091_1001,german air force four one four corna geneva one three three one five bye bye
lufthansa three five zero eight zurich one three four six ,071_0166,lufthansa three five zuro eight zurich one three four six
belgian airforce one four four contact rhein radar ah disregard belgian airforce one four four turn right ten degrees report new heading ,041_0663,belgian airforce one four four contact rhein radar radisrigard belgian airforce one four four turn right ten degrees report new heading
cross air five one two ah zurich one two five eight five ,081_0092,rosair five one two zurich one two five eight five
malaysian ah four is identified ,011_0297,malaysia nah four is identified
lufthansa three six zero four is identified climb to flight level two nine zero ,012_0178,lufthansa three six zero force identified climb to flight level two nine zero
alitalia four zero one buongiorno maintain three three zero trasadingen saronno ,081_0856,alitalia four zero one one jorhn maintain three three zero tras dingenzaronmo
jetaviation seven zero one own navigation to st prex ,091_0239,jetaviation seven zero one own navigation to st prex
airfrans three two six climb now to flight level two nine zero turn further left heading two four five ,091_0557,airfrans three two six climb out to flight level two nine zero turn further left heading two four five
aerovic one zero six one zurich one three four decimal six ,051_0350,aeriewack one zero six one zurich one three four decimal six
hamburg air two five four six contact geneva one three three one five bye bye ,081_0966,hambug air two five four six contact geneva one three three one five bye bye
air berlin five two six one contact geneva on one three three one five bye bye ,101_0408,abelin five two six one contact geneva on one three three one five bye bye
aero lloyd five six zero turn right direct to st prex ,081_0202,aero lloyd five six zero turn right direct to sanprex
jet set one four two nine rhein radar identified ,051_0057,jetted one four two nine rhein radar identified
bee med one contact rhein on one three two decimal four good day ,071_0073,bmad one contact rhein on one three two decimal four good day
midland seven two zero rhein radar identified ,061_0609,midland seven two zero rhein radar identified
and swissair eight zero six youre cleared from present position to costa which is charlie oscar alfa ,011_0209,and swissair eight zero six ear cleared from presant position to costa which is charlie oscar alfa
lufthansa four seven zero zero is identified proceed to trasadingen climb to flight level two nine zero ,051_0221,lufthansa four seven zero zero is identified proceed to trasadingen climb to flight level two nine zero
k l m two six four is identified ,051_0058,k l m two six four is identified
air berlin five two five five contact rhein radar one two seven decimal three seven ,031_0563,are l in five two five five contact rhein radar one two seven decimal three seven
sabena eight three zero contact rhein one two seven three seven good day ,071_0029,sabena eight three zero contact rhein one two seven three seven good day
and swissair eight zero six contact rhein radar one two seven decimal three seven ,051_0202,and swissair eight zero six contact rhein radar one two seven decimal three seven
lufthansa three six zero four zurich radar good morning maintain flight level three zero zero route trasadingen saronno ,091_1054,lufthansa three six zero four zurich radar good morning maintain flight level three zero zero route trasadine zarono
united six nine descend to flight level two nine zero ,081_0352,united six nine descend flight level two nine zero
german air force four one four contact zurich one three three decimal four ,051_0175,german airforce four one four contact zurich one three three decimal four
air malta four five zero identified route ageri zurich east nelli maintain flight level three two zero ,101_0929,emalta four five zero identified rutawkarrizuricki snellie maintain flight level three two zero
lufthansa four three nine three ,081_0266,lufthansa four three nine three
sunwing five two one four contact zurich one three three decimal four ,011_0358,samming five two one four contact zurich one three three decimal four
transwede three five seven one set course direct to hochwald ,091_0027,transwede three five seven one set course direct to hochwald
swissair six five five two contact milan on one three four five two bye ,081_0570,swissair six five five two contact milano one three four five two bye
french line nine one six five milan one three four decimal five two bye bye ,111_0222,french line nine one six five milan one three four decimal five two bye bye
p s a four zero two hotel guten tag identified ,021_0086,p s a four zero two hotel guintag identified
midland seven two zero climb flight level three five zero ,031_0496,midland seven two zero climb flight level three five zero
alitalia four zero one zurich one three four six tschuss ,051_0540,alitalia four zero one zurich one three four six tschuss
lufthansa eight two two one ah contact milan one three four five two good bye ,092_0362,lufthansa eight two two one contact milan one three four five two good bye
fox oscar kilo sierra india climb to flight level two seven zero ,051_0427,fox oscar kilo sierro india climb to flight level two seven zero
britannia triple two alfa rhein radar identified ,071_0260,britannia triple two alfa rhein radar identified
airfrans six seven zero continue descent to flight level two five zero ,092_0026,airfrans six seven zero continue descend to flight level two five zero
germania five four zero own navigation to st prex ,081_0250,germania five four zero own navigation two h st prex
transwede one zero seven good afternoon radar contact maintain flight level three three zero trasadingen st prex ,111_0482,transwede one zero seven good afternoon radar contact maintain flight level three three zero transatting semprex
k l m three one seven descend to flight level two nine zero ,051_0770,k l m three one seven descend to flight level two nine zero
lufthansa four five eight two proceed to trasadingen ,021_0698,lufthansa four five eight two posid to trasadingen
u s air one four good afternoon radar contact heading of zero nine zero descend flight level three four zero ,111_0509,u s air one four good afternoon radiar contact heading of zero nine zero descend flight level three four zero
lufthansa eight two six eight climb flight level three five zero ,091_0309,lufthansa eight two six eight climb flight level three five zero
hapag lloyd one seven one cleared direct bilsa ,072_0128,nabglloyd one seven one clear direct bilsa
emirates zero two four contact milan one three four decimal five two bye bye ,101_0946,emiro zero two four contact milan one three four decimal five two bye bye
aero lloyd five six zero geneva one three three one five own navigation to st prex ,092_0204,aero lloyd five six zero geneva one three three one five own navigation to st prex
and report heading to zurich one three three four good bye ,111_0021,and report heading two zurich one three three four good bye
lufthansa four two zero seven contact now rhein radar one three two decimal four good bye ,051_0704,alufthansa four two zero seven contact now rhein radar one three two decimal four good bye
sunwing five two one two in radar contact ,021_0657,sunwing five two one two in radar contact
k l m three four six turn left to november tan ah k l m three four six turn left to nattenheim november tango mike ,012_0220,kalian three four six turn left two november t ah k l m three four six turn left turn luttenheim november tango mike
olympic one four four proceed direct to kempten ,071_0216,olympic one four four proceed direct to kempten
airfrans three five six good morning squawk seven three five correction seven five three six ,092_0234,airfrans three five six good morning squawk seven three five correction seven five three six
saudia three four one good afternoon radar contact ,091_0626,saudia three four one good afternoon radar contact
air malta zero zero four contact rhein one two zero nine two good bye ,111_0022,air malta zero zero four contact rhein one two zero nine two good bye
aerovic one zero six one report your heading ,061_0486,aerewech one zero six one report your heading
aero lloyd five three three bonjour maintain flight level three four zero kines st prex willisau ,071_0630,ariyht five three three bonjour maintain fectival three four zero kines st prex widisaro
tag transwede one one one zero one identified ,051_0410,tag transwede one one one zero one identified
bonjour centennial one five seven identified st prex willisau flight level three two zero ,071_0568,ojo sandanial one five seven identified some prex willisau flight level three two zero
lufthansa three five five zero proceed direct to tran trasadingen climb flight level two nine zero ,061_0419,ufthansa three five five zero proceed direct to tang trasadingen climb flight level two nine zero
india fox golf good morning squawk two seven four four ,111_0139,india fox scol good morning squawk two seven four four
netherlands air force four one four call zurich on one three three decimal four ,021_0465,netherlands air force four one four call zurich on one three three decimal four
ah air berlin five two five five guten tag identified ,031_0166,habelin five two five five gontag identified
lufthansa eight two six eight own navigation to olben st prex ,081_0217,lufthansa eight two six eight own navigation to albun st prex
alitalia two nine two good morning squawk two seven six one ,081_0311,alitalia two nine two good morning squawk two seven six one
transwede one zero seven continue climb flight level three three zero ,061_0066,transwede one zero seven continue climb flight level three three zero
sorry station calling ,092_0175,sorry station calling
lufthansa five nine three one good afternoon radar contact maintain flight level three four zero continue present heading until advised ,101_0124,lufthansa five nine three one good afternoon radar contact maintain flight level three four zero continue presant heading untedavised
roger continue present heading ,071_0806,marthar continue presant heading
u s air one four fly heading now again zero nine zero ,091_0875,u s air one four fly heading now again zero nine zero
tag golf bravo victor juliett india identified ,041_0235,tag out bravo victor juliat india identified
roger one zero six one resume own navigation to trasadingen ,071_0094,rogiar one zero six one resume own navigation to trasading
airlink one three zurich radar good morning identified route trasadingen zurich east fusse maintain flight level three zero zero ,092_0009,eling one three zurich rate a good morning identified route trasading zurigistpusse maintain flight level three zero zero
netherlands air force one four rhein radar identified ,021_0051,netherlands air force one four rhein radar identified
air berlin five zero eight one contact radar one two eight one five good bye ,081_0107,airberlin five zero eight one contact threadair one three t one five good bye
blue five seven two descend flight level two five zero ,111_0420,blue fin seven two descend flight level two five zero
tag delta india mike mike echo identified climb to flight level two five zero ,031_0243,tag delta india mike mike echo identified climb to flight level two five zero
airfrans one five five four descend flight level two seven zero ,081_0539,airfrans one five five four descend flight level two seven zero
lufthansa three six zero four zurich one three four decimal six ,021_0214,lufthansa three six zero four zurich one three four decimal six
jetcom one three three expect higher in about ah three minutes ,092_0209,jetcom one three three k specttirein about ah three minutes
cotam one one four one descend flight level three one zero ,091_0352,cotam one one four one descend flight level three one zero
shamrock four eight six four contact rhein control on one three two decimal four bye bye ,111_0389,tairmrack four eight six four contact rhein control on one three two decimal four bye bye
cross air eight five eight contact rhein one two seven decimal three seven ,031_0663,grossair eight five eight contact rhein one two seven decimal three seven
viva nine zero eight one turn right to willisau ,081_0064,beva nine zero eight one turn right to willisau
oh sorry jet set four four two level is two nine zero ,091_0838,ah sorry jet air four four two level s two nine zero
delta seven six descend flight level three one zero ,082_0154,delta seven six descend flight level three one zero
india yankee juliett milan one three four five two bye ,081_0668,india yankee judet milan one three four five two bye
lufthansa eight two six eight set course to trasa ,031_0005,lufthansa eight two six eight set course to trasa
station calling say again ,011_0045,station calling tigen
turn left one five degrees ,021_0425,turn left one five degrees
alitalia one three five contact zurich one three four decimal six ,041_0183,alitalia rone three five contact zurich one three four decimal six
transwede three five seven one direct luxeuil ,091_0318,transmide three five seven one direct luksye
lufthansa three six zero four contact zurich one three four decimal six tschuss ,031_0209,lufthansa three six zero four contact zurich one three four decimal six tschuss
roger contact milan one three four five two good bye ,081_0327,roger contact milan one three four five two good bye
alitalia two six two climb to flight level three two zero ,071_0866,alitaria two six two climb to flight level three two zero
five three zero five and fly heading zero one zero ,091_0976,five three zero five and fly heading zero one zero
constellation two two five one contact rhein one three two decimal four ,051_0043,constellation two two five one contact rhein one three two decimal four
ah negative alitalia one five zero alitalia two nine one right turn one five degrees to report new heading ,012_0258,ah negative alitalia one five zero alitalia two nine one brighturn one five degrees two report your heading
lufthansa triple five zero is identified fly heading two five zero ,111_0029,dufthansa triple five zero is identified fly heading two five zero
transavia three eight one turn left heading one seven zero ,081_0184,transavia three eight one turn left heading one seven zero
egypt air eight eight four is identified ,051_0779,egyptair eight eight four s identified
sabena nine three six nine zurich on one three four six ,041_0547,sabena nine three six nine zurich on one three four six
aero lloyd five one seven contact now zurich on one three four decimal six good bye ,071_0436,aero lloyd five one seven contact now zurich on one three four decimal six good bye
transwede three five seven one reims one three four decimal four good bye ,091_0059,transwede three five seven one reims one three four decimal four good bye
alitalia two nine one proceed now own navigation to kilo romeo hotel ,041_0117,alitalia two nine one proceed no own navigation to kilo romeo hotel
roger do so ,051_0361,roger do so
iberia four four seven six contact zurich on one two five decimal eight five good bye ,071_0686,ibalia four four seven six contact zurich al one two five decimal eight five good bye
p s a five zero two hotel guten tag identified ,061_0566,pasau five zero two o tel guntag identified
k l m two six four turn left heading three five five ,061_0084,k l m two six four turn left heading three five five
lufthansa four two zero nine contact rhein radar one three two decimal four ,011_0268,lufthansa four two zero nine contact rhein radar one three two decimal four
oh im very sorry turn right by ten degrees until advised ,111_0251,oh im very sorry turn right by ten degrees until advised
u s air one four good morning descend to flight level three three zero ,081_0298,u s air one four good morning descend to flight level three three zero
swissair six five two zero proceed direct trasadingen ,081_0915,swissair six five two zero preceed direct trasatting
lufthansa three five five six contact zurich one three four decimal six good bye ,031_0139,lufthansa three five five six contact zurich one three four decimal six good bye
contact milan one three four five two good bye ,091_0038,contact milan one three four five two good bye
hallo lufthansa five two nine four radar contact climb flight level three three zero ,111_0387,hello lufthansa fact tornine four radir contact climb flight level three three zero
air inter three two zero papa hotel set course direct morok ,111_0050,air anta thriti zero papa hotel set course direct morrock
lufthansa four five seven five rhein control one three two decimal four bye bye ,091_0936,lufthansa four five seven five rhein control one three two decimal four bye bye
lufthansa four six five two right heading two two zero ,091_0170,lufthansa four six five two right heading two two zero
tag transwede one zero seven identified ,051_0453,tag hrunswede one zero seven identified
tag alitalia four zero one identified ,051_0503,tag alitalia four zero one identified
alitalia one five zero identified ,051_0731,alitalia one five zero identified
sabena eight two six alfa direct nattenheim ,051_0625,sabena eight two six alfa direct nattenheim
lufthansa four two zero nine turn left direct to dinkelsbuhl delta kilo bravo ,011_0258,lufthansa four two zero nine ten left direct to dinklspuhl delta kilo bravo
tarom seven five three three contact reims one three four four good bye ,101_0641,tarom seven five three three contact reims one three four four good bye
air berlin five two six one geneva one three three one five good bye ,101_0789,arberlin five two six one geneva one three three one five good bye
lufthansa four five seven five ah rhein one three two decimal four good bye ,092_0363,lufthansa four five seven five ah rhein one three two decimal four good bye
lufthansa four five eight two is identified climb flight level two nine zero ,041_0175,afthansa four five eight two s identified climb flight level two nine zero
i f o two two bravo good afternoon squawk seven five three five ,101_0756,if air two two bravo good afternoon squawk seven five three five
aero lloyd five one seven set course direct to karlsruhe ,092_0289,aero lloyd five one seven set course direct to carsrohy
sabena eight zero one rhein radar identified ,021_0132,sapin eight zero one rhein radar identified
lufthansa triple three zero good afternoon climb to flight level two nine zero ,071_0142,lufthansa thripl three zero good afternoon climb to flight level two nine zero
roger your rate at least two thousand please ,091_0498,rogeria rad eldis two thousand tangs
alitalia four zero one now youre recleared flight level three three zero the rate of climb at least two thousand ,082_0103,alitalia four zero one now you reckleir flight level three three zero to radar climb at least two thousand
sabena eight zero one rhein radar identified ,051_0141,tabena eight zero one rhein radar identified
viva five eight five contact rhein one two seven decimal three seven ,011_0085,viva five eight five contact rhein one two seven decimal three seven
lufthansa eight two six eight climb to flight level three three zero on heading one eight zero ,041_0418,lufthansa eight two six eight climb to flight level three three zero on heading one eight zero
onur air nine eight nine guten tag and georgia air zero three seven both identified ,051_0456,ono air nine nine gontag and georgia zero three seven both identified
jet set eight one seven contact rhein one two seven decimal three seven ,021_0042,jet set eight one seven contact rhein one two seven decimal three seven
tunair four eight zero two contact rhein one two zero decimal nine two bye bye ,092_0070,tunair four eight zero two contact rhein one two zero decimal nine two bye bye
affirm britannia three two seven alfa contact rhein one three two decimal four ,012_0204,afam britannia three two seven alfa contact rhein one three two decimal four
lufthansa three six zero four contact zurich one three four decimal six ,051_0239,lufthansa three six zero four contact zurich one three four decimal six
airfrans six seven three four f climb to flight level three five zero ,081_0332,airfrans six seven three four climb to flight level three five zero
affirm ,051_0220,afam
sobelair two five five seven rhein one through one three two decimal four tschuss ,061_0069,sobelair two five five seven rhein one thru one three two decimal four tschuss
aero lloyd five nine zero contact milan one three four five two bye ,091_0504,aero lloyd five nine zero contact milan one three four five two bye
hapag lloyd one nine five bonjour identified cleared valda passeiry bilsa flight level three four zero ,072_0019,hapag lloyd one nine five bonjour identified cleared valda pas zuri bilsa flight level three four zero
alitalia one four nine zurich one three four six ,041_0552,alitalia one four nine zurich one three four six
sabena eight two six alfa is in radar contact ,061_0321,sabena eight two six alfa s in radar contact
k l m two six four turn left to nattenheim ,012_0085,kelm two six four turn left in nattenheim
midland seven two zero call rhein one two seven three seven good day ,061_0341,midland seven two zero call rhein one two seven three seven buring
yeah sabena eight zero one i observe you at flight level two nine zero in the viscinity of romeo mike sierra on a heading you are two nine zero maintaining confirm your level ,071_0332,ah sabena eight zero one iopsurf yecht flight level two nine zero in the vicinity of romeo mike ierra honer heading you are two nine zero maintaining confirm your level
t w a eight hundred contact milano one two five eight five good bye ,071_0634,tdbliu eight eight hundred contact milano one two five eight five good bye
aero lloyd five six zero good morning radar contact ,092_0149,aero lloyd five six zero good morning radar contact
air berlin five two six one good morning radar contact maintain flight level three three zero trasadingen st prex ,101_0347,apulin five two six one good morning radar contact maintain flight level three three zero trasatting st prex
delta seven six good morning descend flight level three three zero ,081_0702,delsa seven six good morning ah descend flight level three three zero
airfrans three two six one good afternoon squawk two seven two four ,111_0401,afrans three two six one good afternoon squawk two seven two four
transwede one zero seven contact ah zurich one three four decimal six ,071_0236,transwede one zero seven contact ah zurich one three four decimal six
foxtrot sierra india climb now flight level two nine zero tschu ,061_0024,fox au zerro india climb now flight level two nine zero tschu
swissair nine three five two contact rhein on one two seven three seven ,021_0004,swissair nine three five two contact rhein on one two seven three seven
delta india bravo echo charlie contact rhein one three two decimal four tschuss ,031_0346,delta india bravo echo charlie contact rhein one three two decimal four tschuss
alitalia four one three rhein radar identified climb to flight level two seven zero ,031_0535,alitalia four one three rhein radar identified climb to flight level two seven zero
air malta zero zero four descend flight level three four zero ,051_0070,air malta zero zero four descend flight level three four zero
hapag lloyd six five three good morning ah continue climb to flight level two nine zero ,021_0371,hapag lloyd six five three good morning continue climb to flight level two nine zero
lufthansa three five five six good afternoon maintain level two nine zero trasadingen canne ,081_0899,lufthansa three five five six good afternoon maintain level two nine zero trasadingen canne
lufthansa eight two two one set course direct fusse ,082_0118,lufthansa eight two two one secho sarri fusing
lufthansa four two zero nine is identified ,051_0703,lufthansa four two zero nine is identified
lufthansa four four one six direct saronno ,111_0572,lufthansa four four one six direct zorono
balkan four three one is identified maintain three four zero trasadingen morok ,101_0638,balkan four three one is identified maintain three four zero trasadingen morock
alitalia three six nine turn right to trasadingen ,041_0172,alitalia three six nine turn right to trasadingen
alitalia four eight seven good morning ah radar contact maintain flight level three zero zero trasadingen canne ,082_0133,alitalia four eight seven good morning radar contact maintain flight level three zero zero transiteng canne
air algerie two zero seven three good afternoon ill call you back for climb route trasadingen st prex ,101_0840,air algerie two zero seven three good afternoon i call you back for climb route trasadingen sum prex
speedbird one two nine contact rhein one three two four tschuss ,031_0221,speedbird one two nine contact rhein one three two four tschuss
french line nine one six five ah milan one three four five two good bye ,101_0705,french line nine one six five fah milan one three four five two good bye
aero lloyd five six two turn right to trasadingen ,051_0826,aero lloyd five six two turn right two trasadingen
tag aero lloyd five one seven identified ,061_0128,tag air lloyd five one seven identified
speedbird one two four contact rhein on one two seven three seven good day ,012_0123,speedbird one two four contact rhein on one two seven three seven good day
israeli four four two contact milan one three four five two bye ,101_0244,israeli four four two contact milan one three four five two bye
aero lloyd five six zero report your heading ,092_0160,aero lloyd five six zero report you heading
three six zero four give me a good rate of climb until passing three two zero please ,111_0263,pree six zero four ge mya good rate of climb unted passing three two zero please
aero lloyd five six zero turn right to st prex ,091_0033,aero lloyd five six zero tun right to st prex
lauda six eight six nine descend to flight level two nine zero ,091_0249,lauda six eight six nine descend flight level two nine zero
alitalia one four nine direct trasadingen ,051_0607,alitalia one four nine direct trasadingen
cotam one one four one good morning roger ,111_0073,cotam one one four one good morning roger
sabena four eight one contact rhein one three two decimal four ,021_0002,sabena four eight one contact rhein one three two decimal four
hapag lloyd one one two contact rhein radar one two seven decimal three seven ,011_0245,hapag loyd one one two penduct rhein radar one two seven decimal three seven
turkish nine two five your heading ,091_0925,turg is nine two five your heading
alitalia three two four contact reims one three four four ,092_0109,alitalia three two four contact reims one three four four
aerovic one zero six one can you increase to decimal seven six or more ,041_0093,aeribac one zero six milekenyu increase to decimal seven six or more
alitalia four eight five good morning descend to flight level two five zero ,111_0187,alitaria four eight five good morning descend to flight level two five zero
tag lufthansa four two zero nine identified ,041_0261,tag lufthansa four two zero nine identified
sunwing five two one four contact zurich one three three decimal four ,031_0747,summing five two one four contact zuri one three three decimal four
lufthansa four five seven five ah set course direct to trasadingen nelli ,081_0366,lufthansa four five seven five ah seccho sdirect two trasadingen nelli
make it one three two four ,101_0821,make it one three two four
lufthansa five two nine four good morning radar contact continue climb flight level three three zero ,081_0444,lufthansa five tyour nine for good morning radar contact continue climb flight level three three zero
speedbird two eight three nine is identified route hochwald to morok for further climb zurich one three three four good bye ,101_0815,speepird two eight three nine residentified route togwals to morok four fird climb turich one three three four good bye
georgia zero three seven good morning radar contact ,021_0389,and georgia zero three seven good morning radar contact
turkish nine two five own navigation morok ,091_0935,turkes nine two five own navigation morerock
alitalia four eight five descend to flight level two five zero ,081_0896,alitalia four eight five descend to flight level two five zero
alitalia two nin no disregard ,061_0492,alitalia two nine no disregard
saudia one zero six contact rhein radar one three two decimal four ,051_0259,salia one zero six contact rhein radar one three two decimal four
swissair six seven five two turn left to kamas direct ,081_0100,swissair six seven five two ten left two kamas direct
alitalia one one seven milan one three four five two good bye ,091_0174,alitalia one one seven milan one three four five two good bye
negative lufthansa four three seven six ,061_0621,negative lufthansa four three seven six
adria one six two seven guten tag identified ,031_0256,ario one six two seven gontag identified
lufthansa eight two six eight contact zurich one three four decimal six ,031_0396,lufthansa eight two six eight contact zurich one three four decimal six
delta foxtrot sierra climb flight level three one zero ,101_0386,delisa fox stausiair climb flight level three one zero
lufthansa three five five zero contact zurich one three four decimal six ,021_0614,lufthansa three five five zero contact zurich one three four decimal six
alitalia two nine two as well rhein one two zero nine two ciao ,111_0148,alitalia two nine two oswild rhein one two zero nine two to
hapag lloyd three five five one zurich radar one three three decimal four ,061_0605,apag lloyd three five five one zurich radar one three three decimal four
jetaviation seven zero one milan one three four five two good bye ,092_0406,t division seven zero one milan one three four five two good bye
ukay six two five milano on one two five eight five good bye ,071_0476,you kay six two five milon one one two five eight five good bye
aviva nine zero eight one descend to flight level three three zero ,091_0376,aviva nine zero eight one descend to flight level three three zero
u s air one four descend to flight level three three zero ,081_0822,u s air one four descend to flight level three three zero
lufthansa four four zero eight climb flight level three one zero initially ,101_0293,lufthansa four four zero eight climb flight level three one zero initialing
and that wasnt air malta calling say again your callsign ,111_0752,and air was in a malta calling sigen your porson
alitalia four one three continue climb to level two nine zero ,012_0155,alitalia four one three continue climb to level two nine zero
lufthansa five two nine four good morning radar contact ah recleared flight level three three zero ,091_0262,lufthasa five twur nine four good morning radar contact ah recktair flight level three three zero
adria one six two seven is identified ,041_0629,adria one six two seven is identified
lufthansa eight two six eight for further climb zurich one three three decimal four good bye ,091_0564,lufthansa eight two six eight four further climb zurich one three three decimal four good bye
foxtrot sierra india contact milan one three four five two good bye ,091_0104,fox rot sierra india contact milan one three four five two good bye
bonjour alitalia three one seven cleared passeiry torino flight level two nine zero ,081_0149,mojoilitalia three one seven cleared pas sirri torino flight level two nine zero
hapag lloyd six five three contact zurich one three four decimal six ,071_0208,hapag lloyd six five three contact zurich one three four decimal six
olympic one four four rhein identified ,021_0020,olympic one four four rhein identified
algerie two zero seven three is identified fly heading two zero five climb flight level two seven zero ,041_0723,algerie two zero seven three is identified fly heading two zero five climb flight level two seven zero
sabena eight three six rhein one two seven three seven tschuss ,021_0248,trena eight three six rhein one two seven three seven tschuss
sabena nine seven zero climb to flight level three two zero ,072_0029,sabena nine seven zero climb to flight level three two zero
oh sorry station calling say again ,091_0162,ah sorry station calling sagain
viva nine zero eight one turn left heading three five zero ,071_0399,viva nine zero eight one ton left heading three five zero
sabena seven eight one six contact rhein one two zero nine two good bye ,111_0040,sabena seven eight one six contact rhein one two zero nine two good bye
and india sierra alfa climb with one thousand five hundred feet per minute or more ,061_0021,in india sierra alfa climbs one thousand five hundred feet per minute or more
alitalia four one six good afternoon squawk zero four two zero correction seven five three three sorry ,101_0100,alitalia four one six good afternoon squawk zero four two zero correction seven five three three zurye
sabena nine three six nine radar contact ,061_0316,sabena nine three six nine radar contact
belstar five zero two hotel contact rhein one three two four good day ,021_0475,belstar five so two hotel contact rhein one three two four good day
lufthansa five three zero five correct call zurich sector one three three decimal four bye bye ,101_0856,lufthansa five three zero five correct causorix sector one three three decimal four bye bye
alitalia one five zero good afternoon identified report your heading ,031_0620,alitalia one five zero good afternoon identified report your heading
aero lloyd five six zero geneva one three three one five good bye ,081_0235,aero lloyd five six zero geneva one three three one five bye
lufthansa five five zero four good afternoon radar contact trasadingen fribourg ,101_0411,lufthansa five five zero four good afternoon radar contact transetting freebuok
tag tunis air four eight zero two identified ,031_0309,tag tunisa four eight zero two identified
german air force four nine zero one good afternoon roger ,081_0749,german air force four nine zero one good afternoon roger
indialook climb flight level two nine zero ,061_0392,indialook climb flight level two nine zero
